time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692588946,0.946995461892944,5.371105718299784,0.75758016339262,6.780761693109564,0.6730624800963607,14.471215228558096,6.113094669134507,0.33438986691291234,10.093351695312974,4.244450178949209,0.4206800230039282,0.8611962098704141,95813632,41201664,11493376,42708992,42356736,16490496,125476864,40165376,9547776,48349184,3182592,9179136,66,124,6,346,4,50,70,6,660,94,46,0,0,0.001271488469601677,0.0032950757575757575,0.04209401709401709,0.00048453088783633987,0.0029905660377358492,0.02968455743879473,0.0020463576158940393,0.0004426054526748971,0.0040490129339686865,0.0004943120260021669,0.004272746331236897,0.006405032467532464,0.19619047619047617,0.0043671301572828815,0.0045981132075471704,0.3060906515580741,0.004409271523178807,0.04939843750000002,0.07889990557129367,0.004255656108597285
1692588947,0.946995461892944,6.185811452169716,0.7732402496616271,6.780761693109564,0.6730624800963607,14.471215228558096,7.567235209770461,0.33438986691291234,10.093351695312974,4.244450178949209,0.4206800230039282,0.8611962098704141,95813632,41201664,11493376,42708992,42356736,16490496,125538304,40165376,9547776,48349184,3182592,9179136,34,60,0,246,0,38,30,0,352,44,16,0,0,0.001124929017603634,0.0032574525745257456,0.040705128205128206,0.0004654252509244585,0.0029909090909090914,0.024573940486925155,0.0020463576158940393,0.00042747747747747753,0.003930105693828844,0.0004668803418803419,0.004241340147643383,0.005809288537549413,0.18609999999999996,0.004327123715363601,0.004598181818181818,0.24760709010339751,0.004409271523178807,0.03188596491228066,0.0762361419068736,0.004193984962406015
1692588948,0.946995461892944,6.185811452169716,0.788900335930634,6.780761693109564,0.6730624800963607,14.471215228558096,7.567235209770461,0.33438986691291234,10.093351695312974,4.244450178949209,0.4206800230039282,0.8611962098704141,95813632,41201664,11493376,42708992,42356736,16490496,125538304,40165376,9547776,48349184,3182592,9179136,70,102,4,328,4,56,54,4,666,86,28,0,0,0.0013900106269925617,0.0032370514064015516,0.04044715447154471,0.0004559599156118143,0.0029909090909090914,0.02418291649003815,0.0020068027210884353,0.00040337626669192163,0.0038960363872644573,0.0004718124341412013,0.0042933049946865046,0.005379690949227363,0.184,0.00429674716609167,0.004598181818181818,0.24257754800590822,0.0044013605442176865,0.006208154506437758,0.07534922394678494,0.004210169491525424
1692588949,0.946995461892944,6.185811452169716,0.8045604221996412,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,10.093351695312974,4.244450178949209,0.4404686464129915,0.8611962098704141,95813632,41201664,11493376,42708992,42356736,16490496,125538304,40165376,9547776,48349184,3182592,9179136,50,76,6,212,4,44,40,6,488,66,28,0,0,0.0012344827586206898,0.003227735604517682,0.04044715447154471,0.0004559599156118143,0.0029909090909090914,0.02418291649003815,0.0020068027210884353,0.0004010678094516526,0.003784710878797778,0.0004718124341412013,0.004262175066312998,0.005146608315098472,0.184,0.00429674716609167,0.004598181818181818,0.24257754800590822,0.0044013605442176865,0.004980930133786368,0.07107482993197277,0.004210169491525424
1692588950,0.946995461892944,6.185811452169716,0.8202205084686482,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,10.093351695312974,4.244450178949209,0.4404686464129915,0.8611962098704141,95813632,41201664,11493376,42708992,42356736,16490496,125538304,40165376,9547776,48349184,3182592,9179136,64,102,8,374,6,54,66,6,674,70,42,0,0,0.0012344827586206898,0.0032270189802754002,0.03902439024390244,0.00045476121979286536,0.0029901960784313726,0.02418291649003815,0.0019090909090909091,0.00040298560469741456,0.003740012292563,0.0004633825079030558,0.004262175066312998,0.005128318584070805,0.16257142857142856,0.004293234200743493,0.004598039215686274,0.24257754800590822,0.004381818181818181,0.00496703479891644,0.06974149659863951,0.0041904402515723265
1692588951,0.946995461892944,5.948540396953275,0.9396051761404234,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,9.56470236740183,4.244450178949209,0.4404686464129915,0.9034777638051238,95813632,41152512,11493376,42708992,42356736,16490496,125538304,40165376,9793536,48349184,3182592,9179136,62,88,0,210,0,30,52,0,620,70,24,0,0,0.0012344827586206898,0.0032265480163144234,0.038835877862595417,0.00045567222861526654,0.003,0.02418291649003815,0.001993006993006993,0.00040331707548063275,0.003740012292563,0.0004689146469968387,0.004262175066312998,0.005115894039735097,0.15785714285714278,0.004294671928959053,0.004600000000000001,0.24257754800590822,0.0043986013986013995,0.004965967172241845,0.06974149659863951,0.0042009803921568625
1692588952,0.946995461892944,5.948540396953275,0.9396051761404234,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,7.489787519772559,4.244450178949209,0.4404686464129915,0.8698238967769535,95813632,41152512,11493376,42708992,42356736,16490496,125538304,40165376,9793536,48349184,3182592,9187328,80,146,10,356,6,68,68,10,796,110,42,0,0,0.0010895522388059697,0.003194918467956011,0.0377906976744186,0.00043826944249824836,0.003,0.02275512253917236,0.001993006993006993,0.0003902820573595639,0.0036421961752004938,0.00044282051282051296,0.0042344431687715255,0.0049508532423208195,0.1195652173913043,0.004258078171299562,0.0046,0.1959935897435897,0.0043986013986013995,0.004832589435908938,0.06471993410214176,0.00412291105121294
1692588953,0.9706805967269446,5.948540396953275,0.9185612200612684,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,7.489787519772559,4.244450178949209,0.4404686464129915,0.8698238967769535,95940608,41152512,11354112,42708992,42356736,16490496,125538304,40165376,9793536,48349184,3182592,9187328,72,108,6,294,8,48,54,6,700,78,32,0,0,0.0013725593667546173,0.0031859239744072257,0.0375,0.0004336315501186782,0.003,0.022646610814927647,0.0019787234042553193,0.00037300150829562594,0.0036373497508062147,0.0004477911646586346,0.004289709762532983,0.0049346631539330076,0.11108695652173893,0.004238145416227608,0.0046,0.18804210526315793,0.004395744680851065,0.00453821861447793,0.06294892915980234,0.0041341902313624685
1692588954,0.9706805967269446,5.948540396953275,0.9185612200612684,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,7.489787519772559,4.244450178949209,0.44002812263188795,0.8698238967769535,95940608,41152512,11354112,42708992,42356736,16490496,125538304,40165376,9793536,48349184,3055616,9187328,82,130,8,326,8,52,74,8,758,96,44,0,0,0.0012130801687763714,0.003179892280071813,0.0375,0.0004336315501186782,0.003,0.022646610814927647,0.0019787234042553193,0.00037118078000430944,0.0035645734597156394,0.0004477911646586346,0.0042578059071729955,0.004923806104129264,0.11108695652173893,0.004238145416227608,0.0046,0.18804210526315793,0.004395744680851065,0.004484514904543932,0.054999999999999966,0.0041341902313624685
1692588955,0.9706805967269446,5.948540396953275,0.9185612200612684,6.780761693109564,0.6987562962619532,14.471215228558096,7.567235209770461,0.33438986691291234,7.489787519772559,4.244450178949209,0.44002812263188795,0.8698238967769535,95940608,41152512,11354112,42708992,42356736,16490496,125538304,40165376,9793536,48349184,3055616,9187328,62,74,4,318,4,48,50,4,478,50,24,0,0,0.0012130801687763714,0.0031800828381055284,0.03722627737226277,0.00043296969143691804,0.003,0.022646610814927647,0.0019090909090909091,0.00037320620555914675,0.0035388919977616122,0.000443273092369478,0.0042578059071729955,0.004924149108589951,0.08866666666666662,0.004235474491144595,0.0046,0.18804210526315793,0.004381818181818181,0.004485364520712649,0.05283783783783789,0.004123157894736842
