time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,PassthroughCluster_load,adservice_load,cartservice_load,checkoutservice_load,currencyservice_load,emailservice_load,frontend_load,frontend-external_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,emailservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time,PassthroughCluster_error,frontend_error,frontend-external_error
1685284063,2.3642763255890094,5.489468775582195,1.0782688041222344,18.567552495126634,0.829427484930638,19.16510348753008,17.168225582211363,1.2606267239348856,10.200420178035081,13.15686606567181,0.29587995076321333,0.9191514961364858,100966400.0,57044992.0,12132352.0,39088128.0,42868736.0,25526272.0,152797184.0,41103360.0,9412608.0,51167232.0,3018752.0,9756672.0,0.0,22.0,102.0,0.0,250.0,2.0,26.0,34.0,2.0,448.0,78.0,28.0,0.08160427807486632,0.17964518192712706,0.4916666666666667,0.18988973745078158,0.0046,4.1865,0.03187499999999999,0.18937548514159133,0.22572254335260114,0.043621233966240104,1685284063,0.0,0.0,0.0
1685284064,2.3642763255890094,5.489468775582195,1.0782688041222344,18.567552495126634,0.829427484930638,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.469536784874133,0.29204928898608934,0.9191514961364858,100966400.0,57044992.0,12132352.0,39088128.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3018752.0,9756672.0,0.0,94.0,78.0,2.0,244.0,0.0,72.0,56.0,2.0,468.0,76.0,20.0,0.08160427807486632,0.17964463014360688,0.49166666666666664,0.18988945492327336,0.0046,4.1865,0.031874999999999994,0.18937440041531903,0.22572254335260117,0.043620947658182634,1685284064,0.0,0.0,0.0
1685284065,2.3642763255890094,5.489468775582195,1.0782688041222344,18.567552495126634,0.829427484930638,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.469536784874133,0.28935490311748874,0.9191514961364858,100966400.0,57044992.0,12132352.0,39088128.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,36.0,62.0,2.0,154.0,0.0,38.0,36.0,2.0,398.0,38.0,18.0,0.08061576354679806,0.17625892817140204,0.4883928571428572,0.19172629545864828,0.0046,4.190159574468084,0.031875000000000014,0.1920966228838037,0.2281934931506849,0.04457499879633841,1685284065,0.0,0.0,0.0
1685284066,2.3642763255890094,5.489468775582195,1.0298537442118183,18.567552495126634,0.6683280519306338,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.28935490311748874,0.9240731434615488,100966400.0,57044992.0,12132352.0,39088128.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,24.0,24.0,2.0,130.0,0.0,18.0,32.0,2.0,234.0,34.0,32.0,0.08061576354679807,0.1758061879345207,0.48839285714285724,0.19159410254102988,0.0046,4.190159574468083,0.036250000000000025,0.19142035946561112,0.22819349315068496,0.04444385608067553,1685284066,0.0,0.0,0.0
1685284067,2.3642763255890094,5.489468775582195,1.0298537442118183,17.987521446030076,0.6819233539253069,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.2893549031174888,0.9240731434615488,100966400.0,57044992.0,12132352.0,38887424.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,4.0,80.0,4.0,274.0,8.0,26.0,26.0,4.0,370.0,68.0,8.0,0.080615763546798,0.17580571484669924,0.4883928571428572,0.1915938673363538,0.0046,4.190159574468085,0.03625000000000001,0.19141943105346343,0.22819349315068496,0.044443609972782454,1685284067,0.0,0.0,0.0
1685284068,2.3642763255890094,5.6350124497544885,1.0298537442118183,17.987521446030076,0.8157181196803831,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.2893549031174888,0.9240731434615488,100966400.0,57044992.0,12132352.0,38887424.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,66.0,82.0,4.0,274.0,0.0,40.0,28.0,4.0,620.0,84.0,20.0,0.08061576354679806,0.1758052580700235,0.4883928571428572,0.19159364023953193,0.0046,4.190159574468085,0.03625000000000006,0.19141853454851127,0.22819349315068493,0.04444337234856249,1685284068,0.0,0.0,0.0
1685284069,2.3642763255890094,5.6350124497544885,1.0298537442118183,17.987521446030076,0.7814961522651913,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.2893549031174888,0.9240731434615488,100966400.0,57044992.0,12132352.0,38887424.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,12.0,68.0,2.0,174.0,0.0,18.0,18.0,2.0,288.0,58.0,6.0,0.08061576354679809,0.1757955247348604,0.4883928571428572,0.19158880073183918,0.0046,4.190159574468087,0.03624999999999996,0.19139428898712527,0.22819349315068493,0.04443830849129163,1685284069,0.0,0.0,0.0
1685284070,2.3642763255890094,5.6350124497544885,1.0298537442118183,17.987521446030076,0.7814961522651913,19.16510348753008,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.2893549031174888,0.9240731434615488,100966400.0,57044992.0,12132352.0,38887424.0,42868736.0,25526272.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,56.0,44.0,0.0,186.0,0.0,18.0,18.0,0.0,454.0,48.0,20.0,0.0806726457399103,0.1718902439024389,0.4903225806451612,0.19289648307896487,0.0046,4.151877133105803,0.04187499999999999,0.19247929606625258,0.22933279742765275,0.0456640625,1685284070,0.0,0.0,0.0
1685284071,2.3642763255890094,5.6350124497544885,1.0298537442118183,17.987521446030076,0.7814961522651913,18.96477457267291,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.2893549031174888,0.9240731434615488,100966400.0,57044992.0,12132352.0,38887424.0,42868736.0,25554944.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,8.0,72.0,4.0,192.0,2.0,24.0,24.0,4.0,234.0,66.0,16.0,0.0806726457399103,0.17097560975609746,0.4903225806451612,0.19257796947577968,0.0046,4.151877133105803,0.044499999999999984,0.19276694045174533,0.22933279742765275,0.04535156249999998,1685284071,0.0,0.0,0.0
1685284072,2.0750744505281804,5.6350124497544885,1.0298537442118183,17.987521446030076,0.7814961522651913,18.96477457267291,17.168225582211363,1.4433614984392236,10.200420178035081,13.548904615653626,0.2893549031174888,0.9240731434615488,100966400.0,57044992.0,12132352.0,38887424.0,42868736.0,25554944.0,152797184.0,40951808.0,9412608.0,51167232.0,3022848.0,9756672.0,0.0,44.0,96.0,4.0,174.0,4.0,42.0,44.0,4.0,452.0,60.0,12.0,0.0806726457399103,0.17097560975609746,0.4903225806451612,0.19257796947577968,0.0046,4.151877133105803,0.044499999999999984,0.19276694045174533,0.22933279742765275,0.04535156249999998,1685284072,0.0,0.0,0.0
