time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702374337,2.2266027258960137,7.580751728362603,1.3884804866555305,10.988891696142865,0.9266303687811188,17.76138955937336,11.315131923084891,0.5275628626692445,7.987886318897688,7.636384869545404,0.5721569327249076,1.2692247873632991,93782016,49455104,10629120,81338368,41791488,16535552,55709696,32796672,8953856,44953600,3010560,8781824,62.364,100,8,328,4,58,50,8,560,78,32,,0,0.003177063642091997,0.004293002509060497,0.046087786259541984,0.0033986970684039093,0.003167487684729064,0.08260434534019438,0.003125603864734299,0.002329802225569756,0.007956780008193364,0.0028473895582329318,0.004973156899810965,0.017161290322580656,0.16583333333333314,0.023059608540925293,0.004901477832512315,0.3294668587896256,0.004826086956521738,0.004872433062831042,0.02291613316261204,0.0046915662650602406
1702374338,2.2266027258960137,7.580751728362603,1.3884804866555305,10.988891696142865,0.9266303687811188,17.76138955937336,11.315131923084891,0.5275628626692445,7.987886318897688,7.636384869545404,0.5721569327249076,1.2692247873632991,93782016,49455104,10629120,81338368,41791488,16535552,55709696,32796672,8953856,44953600,3010560,8781824,84,126,2,456,0,64,86,2,650,82,40,,0,0.003177063642091997,0.004293002509060497,0.046087786259541984,0.0033986970684039093,0.003167487684729064,0.08102795573675015,0.003125603864734299,0.0023362891566265057,0.007887879984208448,0.0028290366350067838,0.004973156899810965,0.017161290322580656,0.16583333333333314,0.023059608540925293,0.004901477832512315,0.2879508196721305,0.004826086956521738,0.004871922891566264,0.022702770780856415,0.004689552238805969
1702374339,2.2266027258960137,7.580751728362603,1.273708460391309,10.988891696142868,0.9266303687811188,15.219438690267712,11.315131923084891,0.5275628626692445,7.987886318897688,7.726881397314267,0.5721569327249076,1.2692247873632991,93782016,49455104,10903552,81338368,41791488,16535552,55709696,32796672,8953856,44953600,3010560,8781824,48,90,0,334,0,40,48,0,480,62,22,,0,0.003177063642091997,0.004293002509060497,0.046087786259541984,0.0033986970684039093,0.003167487684729064,0.08087576944599889,0.003125603864734299,0.0023362891566265057,0.007887879984208448,0.0028290366350067838,0.004973156899810965,0.017161290322580656,0.16583333333333314,0.023059608540925293,0.004901477832512315,0.26875000000000077,0.004826086956521738,0.004871922891566264,0.022702770780856415,0.004689552238805969
1702374340,2.2266027258960137,7.580751728362603,1.273708460391309,10.988891696142868,0.9266303687811188,18.047002352779593,11.315131923084891,0.5275628626692445,7.987886318897688,7.726881397314267,0.5721569327249076,1.2692247873632991,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32796672,8953856,44953600,3010560,8781824,54,62,0,320,0,46,44,0,427.092,54,16,,0,0.003177063642091997,0.004293002509060497,0.046087786259541984,0.0033986970684039093,0.0031554427047367794,0.08087576944599889,0.0031333333333333335,0.002353945192594403,0.007887879984208448,0.0028290366350067838,0.004973156899810965,0.017161290322580656,0.16583333333333314,0.023059608540925293,0.004879796868526203,0.26875000000000077,0.00484,0.004875611716174978,0.022702770780856415,0.004689552238805969
1702374341,2.2266027258960137,7.580751728362603,1.273708460391309,10.988891696142868,0.9266303687811188,18.047002352779593,11.315131923084891,0.41831395226122986,7.987886318897688,7.726881397314267,0.5721569327249076,1.2692247873632991,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32796672,8953856,44953600,3010560,8781824,80,112,0,388,0,52,64,0,666,92,28,,0,0.0031682242990654203,0.004167202572347267,0.04470802919708029,0.0033033706752771436,0.0031100000000000004,0.08087576944599889,0.0030895522388059704,0.0022834041721627833,0.007887879984208448,0.002822888283378746,0.004956635514018692,0.013470149253731344,0.09864406779661015,0.01017256478041979,0.004798,0.26875000000000077,0.004761194029850747,0.004854394450144121,0.022702770780856415,0.004680108991825613
1702374342,2.2266027258960137,7.580751728362603,1.273708460391309,10.988891696142868,0.7428750956738707,18.179707781758932,11.315131923084891,0.4269506016144573,7.987886318897688,7.726881397314267,0.5729187099751922,1.227478654497271,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32796672,8953856,44953600,3006464,8790016,50,94,2,292.174,4,52,50,2,536,68,30,,0,0.003142460684551341,0.004064591439688715,0.043617021276595745,0.0032140688016043203,0.0031100000000000004,0.07852285092491838,0.0030895522388059704,0.002255239484561148,0.007684636650868878,0.0028181818181818178,0.004909713228492137,0.009781740837696335,0.09137931034482759,0.008015651683218232,0.004798,0.23853278688524598,0.004761194029850747,0.00479648918064673,0.02091829085457272,0.00467001356852103
1702374343,1.7665238460530315,7.580751728362603,1.273708460391309,10.988891696142868,0.7580319453688233,18.179707781758932,11.315131923084891,0.4142377795265174,6.849523764162335,7.726881397314267,0.5729187099751922,1.227478654497271,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32526336,8953856,44953600,3006464,8790016,34,88.186,4.124,268.309,8.148,42,24,2.062,500.247,68,26.186,,0,0.003142460684551341,0.004064591439688715,0.043617021276595745,0.0032140611412134587,0.0031100000000000004,0.07671176145775814,0.0030895522388059704,0.002262167768076794,0.007637518968133535,0.0028150917743031954,0.004909713228492137,0.009781740837696335,0.09137931034482759,0.008015624999999998,0.004798,0.23170085470085464,0.004761194029850747,0.0047966523563745134,0.020683628318584064,0.00466526172671652
1702374344,1.8024664250951796,7.662200795837168,1.273708460391309,10.988891696142868,0.9094109816971636,18.179707781758932,11.315131923084891,0.4225446035796155,6.7163923255140405,7.726881397314267,0.5729187099751922,1.227478654497271,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32526336,8953856,44953600,3006464,8790016,48,150,2,348,0,54,70,2,566,82,30,,0,0.003142460684551341,0.004064591439688715,0.043617021276595745,0.0032140611412134587,0.0031100000000000004,0.07671087533156498,0.0030895522388059704,0.002262167768076794,0.007637518968133535,0.0028150917743031954,0.004909713228492137,0.009781740837696335,0.09137931034482759,0.008015624999999998,0.004798,0.23081699346405227,0.004761194029850747,0.0047966523563745134,0.020683628318584064,0.00466526172671652
1702374345,1.8384090041373282,7.662200795837168,1.273708460391309,10.988891696142868,0.9094109816971636,18.179707781758932,11.313391082960619,0.4984094431858846,6.583260886865746,7.726881397314267,0.5729187099751922,1.227478654497271,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32526336,8953856,44953600,3006464,8790016,72,84,2,334.283,0,66,48,2,621.948,76,20,,0,0.003142460684551341,0.004064591439688715,0.043617021276595745,0.0032140611412134587,0.003114584616235703,0.07671087533156498,0.0030820512820512822,0.002288383463286682,0.007637518968133535,0.0028150917743031954,0.004909713228492137,0.009781740837696335,0.09137931034482759,0.008015624999999998,0.004806252309224266,0.23081699346405227,0.004747692307692308,0.004805585357596488,0.020683628318584064,0.00466526172671652
1702374346,2.1565547425289053,7.662200795837168,1.273708460391309,10.988891696142868,0.9094109816971636,18.179707781758932,11.313391082960619,0.4984094431858846,7.952861947055282,7.5241722815985055,0.5729187099751922,1.227478654497271,93782016,49455104,10903552,81338368,41791488,16375808,55709696,32526336,8974336,44953600,3006464,8790016,48,206,0,343.846,0,54,66,0,772,124,40,,0,0.0031385467980295564,0.00404244918960638,0.04293103448275862,0.003136402275550906,0.0031128205128205127,0.07671087533156498,0.0030497512437810946,0.002245955473994302,0.007637518968133535,0.00281211708645337,0.0049045566502463065,0.00984368669817691,0.08637931034482758,0.006601857585139327,0.004803076923076922,0.23081699346405227,0.004689552238805969,0.00479628145071715,0.020683628318584064,0.0046604492852280474
