time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692584340,0.9597523722981286,4.897407941271394,0.7996938008494348,5.848773250950682,0.7215371640424555,12.591785648291248,7.631334231290081,0.3776798683013069,7.258149518812394,4.262464765030061,0.4419005959083424,0.8669376686807997,96993280,41062400,11546624,40677376,42356736,15855616,120508416,35381248,10121216,48021504,3051520,9080832,80.0,146.0,8.0,358.0,4.0,68.0,76.0,8.0,748.0,124.0,52.0,0,0,0.0012256519425226,0.0032461984069514,0.0461419753086419,0.0004270888535594,0.0030089686098654,0.0218594748048261,0.0024857142857142,0.0003461083510764,0.0034152631578947,0.0004395734597156,0.0042945183608302,0.0062016129032258,0.2235185185185185,0.0043665053242981,0.0046161434977578,0.1391349480968859,0.175,0.0037019488956258,0.0081862934362934,0.004123252858958
1692584341,0.9597523722981286,4.897407941271394,0.7996938008494348,5.967213825881591,0.7215371640424555,15.050992377904333,7.631334231290081,0.3776798683013069,7.258149518812394,4.262464765030061,0.4419005959083424,0.8840107572841158,96993280,41062400,11546624,40677376,42356736,15855616,120508416,35381248,10121216,48021504,3051520,9129984,44.0,92.0,6.0,200.0,6.0,42.0,46.0,6.0,558.0,76.0,34.0,0,0,0.0012199679658302,0.0032318018529022,0.043010752688172,0.0004161017676334,0.0030090497737556,0.0215721019553072,0.0024857142857142,0.0003459216695017,0.0033755573039601,0.000435903500473,0.0042935397757608,0.0054913793103448,0.2182089552238806,0.0043194909194909,0.0046162895927601,0.1192777777777778,0.175,0.0036843264101691,0.0078351293103448,0.0041015463917525
1692584342,0.9597523722981286,4.897407941271394,0.7996938008494348,6.0856544008125,0.7215371640424555,15.050992377904333,7.594239448143907,0.3776798683013069,4.881100045000722,4.262464765030061,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,40677376,42356736,15855616,120508416,35381248,10121216,48021504,3051520,9129984,70.0,76.0,0.0,264.0,0.0,34.0,46.0,0.0,444.0,58.0,8.0,0,0,0.0012199679658302,0.0032228664613154,0.0404999999999999,0.0004161661232194,0.0030091324200913,0.02125,0.0023103448275862,0.0003413138341785,0.0033755573039601,0.0004349574266792,0.0042935397757608,0.005034188034188,0.211111111111111,0.0043191367729026,0.0046164383561643,0.0995958083832335,0.144516129032258,0.0036299920895016,0.0078351293103448,0.0041029831387808
1692584343,0.9597523722981286,4.897407941271394,0.799693800849435,6.001561592611554,0.7215371640424555,15.050992377904333,7.594239448143907,0.3897115415808683,4.881100045000722,4.251404989744832,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,40677376,42356736,15855616,120508416,35381248,10121216,48021504,3051520,9129984,52.0,68.0,4.0,300.0,4.0,44.0,38.0,4.0,448.0,44.0,14.0,0,0,0.0012199679658302,0.0032228664613154,0.0404999999999999,0.0004161624796226,0.0030091324200913,0.02125,0.0023103448275862,0.0003413138341785,0.0033755573039601,0.0004349574266792,0.0042935397757608,0.005034188034188,0.211111111111111,0.004319124622502,0.0046164383561643,0.0995958083832335,0.144516129032258,0.0036299920895016,0.0078351293103448,0.0041029831387808
1692584344,0.9597523722981286,4.897407941271394,0.799693800849435,6.997454902518912,0.7215371640424555,12.627406330252288,7.594239448143907,0.3540910039887267,6.357175927575469,4.251404989744832,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,43081728,42356736,15855616,120508416,35500032,9535488,48021504,3051520,9129984,48.0,138.0,8.0,374.0,8.0,66.0,62.0,6.0,790.0,116.0,72.0,0,0,0.0012199679658302,0.0032228664613154,0.0404999999999999,0.0004161661232194,0.0030091324200913,0.02125,0.0023982300884955,0.0003413138341785,0.0033755573039601,0.0004349574266792,0.0042935397757608,0.005034188034188,0.211111111111111,0.0043191367729026,0.0046164383561643,0.0995958083832335,0.1488709677419354,0.0036299920895016,0.0078351293103448,0.0041029831387808
1692584345,0.9705290614236004,4.494638015768658,0.799693800849435,6.997454902518912,0.7215371640424555,12.376556457287217,7.594239448143907,0.3540910039887267,7.472120012952624,3.68200014811834,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,43081728,42356736,15855616,120508416,35500032,9535488,48021504,3051520,9129984,70.0,102.0,2.0,388.0,4.0,64.0,54.0,2.0,556.0,74.0,24.0,0,0,0.0012462686567164,0.0032228664613154,0.0404999999999999,0.0004161661232194,0.0030091324200913,0.02125,0.0022521739130434,0.0003413138341785,0.0033755573039601,0.0004379194630872,0.0042987206823027,0.005034188034188,0.211111111111111,0.0043191367729026,0.0046164383561643,0.0995958083832335,0.1435483870967741,0.0036299920895016,0.0078351293103448,0.0041115135834411
1692584346,0.9705290614236004,4.584758781621639,0.799693800849435,6.997454902518912,0.7215371640424555,15.001112913686242,7.594239448143907,0.3540910039887267,7.472120012952624,4.229280876478849,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,43081728,42356736,16138240,120508416,35500032,9535488,48021504,3051520,9129984,60.0,106.0,6.0,232.0,6.0,50.0,50.0,6.0,698.0,82.0,36.0,0,0,0.0012387580299785,0.0032220203488372,0.0385514018691588,0.0004138697152717,0.0030092165898617,0.0212050975025658,0.0022521739130434,0.0003453576960107,0.0033849814912744,0.0004328110161443,0.0042974304068522,0.0049996366279069,0.1983720930232558,0.0043153116333381,0.0046165898617511,0.0988663663663663,0.1435483870967741,0.0036810748471917,0.0079343220338983,0.004097233201581
1692584347,0.9705290614236004,5.407245951178872,0.799693800849435,6.997454902518912,0.7215371640424555,15.001112913686242,7.594239448143907,0.3540910039887267,7.472120012952624,4.229280876478849,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,43081728,42356736,16138240,120508416,35500032,9535488,48021504,3051520,9129984,62.0,90.0,4.0,292.0,4.0,42.0,48.0,4.0,500.0,76.0,22.0,0,0,0.0012387580299785,0.0032232761765778,0.036504424778761,0.0004134167385677,0.0030093023255813,0.0211466485199047,0.0021111111111111,0.0003399988161944,0.0033849814912744,0.0004316239316239,0.0042974304068522,0.005056277056277,0.174516129032258,0.0043149216576365,0.0046167441860465,0.0979425113464447,0.004879365079365,0.0036149948174594,0.0079343220338983,0.0040898013245033
1692584348,0.9705290614236004,4.551954822851153,0.6864105098441053,6.997454902518912,0.7104577903985775,15.001112913686242,7.612916541852464,0.3540910039887267,7.472120012952624,4.229280876478849,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,43081728,42356736,16138240,120508416,35500032,9535488,48021504,3051520,9129984,54.0,140.0,0.0,366.0,0.0,74.0,60.0,0.0,368.0,104.0,16.0,0,0,0.0012387580299785,0.0032232761765778,0.036504424778761,0.0004134167385677,0.0030093023255813,0.0211466485199047,0.0021111111111111,0.0003399988161944,0.0033849814912744,0.0004316239316239,0.0042974304068522,0.005056277056277,0.174516129032258,0.0043149216576365,0.0046167441860465,0.0979425113464447,0.004879365079365,0.0036149948174594,0.0079343220338983,0.0040898013245033
1692584349,0.9912087983798016,4.461834056998172,0.6730822798299481,6.997454902518912,0.7104577903985775,15.001112913686242,7.612916541852464,0.3540910039887267,7.472120012952624,4.229280876478849,0.4423863032200246,0.8840107572841158,96993280,41062400,11546624,43081728,42356736,16138240,120508416,35500032,9535488,48021504,3051520,9129984,12.0,8.0,0.0,96.0,0.0,0.0,12.0,0.0,202.0,12.0,4.0,0,0,0.0012387580299785,0.0032232761765778,0.036504424778761,0.0004134167385677,0.0030093023255813,0.0211466485199047,0.0022845528455284,0.0003399988161944,0.0033849814912744,0.0004316239316239,0.0042974304068522,0.005056277056277,0.174516129032258,0.0043149216576365,0.0046167441860465,0.0979425113464447,0.0049252032520325,0.0036149948174594,0.0079343220338983,0.0040898013245033
