time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,PassthroughCluster_load,adservice_load,cartservice_load,checkoutservice_load,currencyservice_load,emailservice_load,frontend_load,frontend-external_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,emailservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time,PassthroughCluster_error,frontend_error,frontend-external_error
1685394054,1.9399468827776034,6.746064519573933,1.8394458072784576,9.870063240638382,0.9827391149081292,19.5094381252201,8.39947125331863,0.4791639221719386,10.875360787742867,7.512787831449935,0.5789640172979367,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9818112.0,53260288.0,3117056.0,9461760.0,0.0,50.0,88.0,8.0,256.0,8.0,48.0,44.0,6.0,484.0,76.0,24.0,0.0058848684210526326,0.00876446414980176,0.04913157894736842,0.008132554339487546,0.0046,0.24480477223427333,0.004746938775510204,0.004722123407282007,0.009374773139745916,0.004604490748291953,1685394054,0.0,0.0,0.0
1685394055,1.9399468827776034,6.746064519573933,1.8394458072784576,9.870063240638382,0.9827391149081292,19.5094381252201,8.39947125331863,0.4791639221719386,10.875360787742867,7.512787831449935,0.3999099381595302,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9818112.0,53260288.0,3117056.0,9461760.0,0.0,60.0,122.0,6.0,436.0,6.0,60.0,60.0,8.0,598.0,80.0,48.0,0.005884868421052632,0.008764476622612203,0.04913157894736842,0.008132561695010481,0.0046,0.24480477223427338,0.004746938775510204,0.004722122871829388,0.009374773139745916,0.004604490816874687,1685394055,0.0,0.0,0.0
1685394056,1.9399468827776034,6.746064519573933,1.8394458072784576,9.870063240638382,0.9827391149081292,19.5094381252201,8.39947125331863,0.4791639221719386,9.40196086635236,7.512787831449935,0.48655036757165443,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9818112.0,53260288.0,3117056.0,9461760.0,0.0,48.0,116.0,6.0,378.0,6.0,60.0,58.0,6.0,614.0,82.0,46.0,0.005884868421052628,0.008764488633084662,0.04913157894736842,0.008132568777852345,0.0046,0.24480477223427333,0.004746938775510204,0.004720629687759933,0.009374773139745917,0.004604490882916896,1685394056,0.0,0.0,0.0
1685394057,1.9399468827776034,6.746064519573933,1.8394458072784576,9.870063240638382,0.8477626273063723,16.909534530616114,8.39947125331863,0.4791639221719386,9.22070485322331,7.512787831449935,0.48655036757165443,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9818112.0,53260288.0,3117056.0,9461760.0,0.0,50.0,100.0,10.0,296.0,10.0,56.0,50.0,10.0,648.0,74.0,46.0,0.005884868421052634,0.008764500206454428,0.04913157894736842,0.008132575602898139,0.0046,0.2448047722342733,0.004746938775510205,0.004720629139666816,0.009374773139745917,0.004604490946557156,1685394057,0.0,0.0,0.0
1685394058,1.9399468827776034,6.746064519573933,1.8394458072784576,9.870063240638382,0.8313836420579037,16.584377228529114,8.524564858336268,0.47758678472473665,10.906620070385543,7.512787831449935,0.48655036757165443,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9621504.0,53260288.0,3117056.0,9461760.0,0.0,64.0,134.0,2.0,316.0,2.0,74.0,64.0,6.0,716.0,98.0,42.0,0.005884868421052629,0.008764511366153308,0.04913157894736842,0.008132582183968989,0.0046,0.24539431157078215,0.004746938775510204,0.004720628611661318,0.009374773139745917,0.0046044910079241445,1685394058,0.0,0.0,0.0
1685394059,1.9399468827776034,4.700123284794698,1.8394458072784576,9.870063240638382,0.9787926142422002,16.25921992644211,8.524564858336268,0.47758678472473665,10.906620070385543,7.512787831449935,0.49346608581810736,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9461760.0,0.0,62.0,100.0,4.0,332.0,4.0,58.0,56.0,4.0,568.0,76.0,34.0,0.00574844720496894,0.008578873914806577,0.04890909090909091,0.008209824990022088,0.0046,0.24539431157078218,0.004727433628318584,0.004738766966982332,0.009417525773195877,0.004607541493454509,1685394059,0.0,0.0,0.0
1685394060,1.9399468827776034,4.798889232130604,1.8394458072784576,8.122070463935998,0.9787926142422002,15.93406262435511,8.524564858336268,0.47758678472473665,10.906620070385543,7.512787831449935,0.49346608581810736,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,20979712.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9461760.0,0.0,70.0,120.0,4.0,352.0,4.0,48.0,50.0,4.0,611.702,96.0,20.0,0.00574844720496895,0.008578885503938885,0.04890909090909091,0.008209830825694724,0.0046,0.24539431157078215,0.004727433628318584,0.0047387664561431625,0.009417525773195877,0.004607541591352085,1685394060,0.0,0.0,0.0
1685394061,1.9399468827776034,4.076169412500122,1.8394458072784576,8.122070463935998,0.9787926142422002,19.62774107182066,8.524564858336268,0.47758678472473665,10.770789160270823,7.512787831449935,0.49346608581810736,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9461760.0,0.0,44.0,82.0,4.0,304.0,4.0,46.0,46.0,2.0,484.0,58.0,32.0,0.005748447204968949,0.008578896699904007,0.04890909090909091,0.008209836463371834,0.0046,0.24539431157078218,0.004727433628318584,0.004738765963059584,0.009417525773195877,0.004607541685930517,1685394061,0.0,0.0,0.0
1685394062,1.9399468827776034,4.076169412500122,1.8394458072784576,8.122070463935998,0.9787926142422002,19.62774107182066,8.524564858336268,0.47758678472473665,10.770789160270823,7.512787831449935,0.49346608581810736,1.432424391797463,96645120.0,56713216.0,12320768.0,43384832.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9461760.0,0.0,54.0,88.0,0.0,268.0,0.0,44.0,42.0,0.0,474.0,60.0,14.0,0.005748447204968941,0.008579545454545454,0.04890909090909091,0.008210163111668759,0.0046,0.24539431157078215,0.004727433628318584,0.004737039304518184,0.009417525773195877,0.00460754716981132,1685394062,0.0,0.0,0.0
1685394063,1.3565378819023848,4.076169412500122,1.8394458072784576,8.330219952041631,0.9787926142422002,19.62774107182066,8.524564858336268,0.47758678472473665,10.770789160270823,7.512787831449935,0.4934660858181074,1.4242078150637483,96645120.0,56713216.0,12320768.0,40108032.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9461760.0,0.0,30.0,72.0,2.0,276.0,2.0,44.0,38.0,2.0,310.0,38.0,22.0,0.004940408163265306,0.007288110894185288,0.04832547169811321,0.007634333254968798,0.0046,0.24555555555555555,0.0047,0.004741615977762345,0.009434461805555556,0.0046081182112977185,1685394063,0.0,0.0,0.0
1685394064,1.3846242792087828,6.1119929190432,1.8394458072784576,8.33021995204163,0.9787926142422002,19.62774107182066,8.524564858336268,0.47758678472473665,10.770789160270823,7.613931179412679,0.4934660858181074,1.4242078150637483,96645120.0,56713216.0,12320768.0,40108032.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9461760.0,0.0,50.0,60.0,0.0,200.0,0.0,46.0,36.0,2.0,412.0,56.0,10.0,0.004925436408977556,0.007209730533302478,0.048274336283185844,0.0075574402168748075,0.0046,0.24555555555555555,0.004693103448275863,0.004741371263570095,0.00943785084202085,0.004607563570650843,1685394064,0.0,0.0,0.0
1685394065,1.4127106765151807,6.1119929190432,1.8394458072784576,8.33021995204163,0.9787926142422002,19.62774107182066,8.524564858336268,0.47758678472473665,10.770789160270823,7.613931179412679,0.4934660858181074,1.498499670806253,96645120.0,56713216.0,12320768.0,40108032.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9728000.0,0.0,66.0,80.0,0.0,284.0,0.0,42.0,40.0,0.0,490.0,68.0,18.0,0.004925436408977555,0.007210687476727647,0.04827433628318584,0.007557995267920803,0.0046,0.24555555555555564,0.004693103448275861,0.0047413409075100395,0.009437850842020848,0.004607572248146864,1685394065,0.0,0.0,0.0
1685394066,1.6961100546724803,6.1119929190432,1.8394458072784576,8.33021995204163,0.9787926142422002,19.62774107182066,8.524564858336268,0.47758678472473665,10.770789160270823,7.613931179412679,0.4934660858181074,1.4984996708062528,96645120.0,56713216.0,12320768.0,40108032.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9728000.0,0.0,48.0,100.0,6.0,266.0,6.0,54.0,48.0,6.0,540.0,72.0,40.0,0.004925436408977555,0.007210702341137128,0.04827433628318584,0.007558003888528843,0.0046,0.24555555555555564,0.004693103448275862,0.004742977664843975,0.009437850842020848,0.004607572383073496,1685394066,0.0,0.0,0.0
1685394067,1.6961100546724803,6.1119929190432,1.5632899480948739,8.33021995204163,0.9917274112153982,19.565774025316436,8.790419550666844,0.47758678472473665,10.770789160270823,7.613931179412679,0.4934660858181074,1.4984996708062528,96645120.0,56713216.0,12320768.0,40108032.0,42717184.0,21487616.0,74006528.0,35794944.0,9621504.0,53260288.0,3108864.0,9728000.0,0.0,62.0,96.0,0.0,264.0,0.0,54.0,44.0,0.0,488.0,66.0,16.0,0.004925436408977555,0.007210702341137128,0.04827433628318584,0.007558003888528843,0.0046,0.2433428571428571,0.004693103448275862,0.004741621688690366,0.009437850842020848,0.004607572383073496,1685394067,0.0,0.0,0.0
