time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692648099,0.8931355544451673,3.881914359179004,0.7996977305031806,5.521071719219506,0.5290774655807571,12.03182768307717,5.164673175926282,0.41217497455108615,5.631130705436487,4.168615823636215,0.26896246946024716,0.7396131002476732,96309248,42774528,14098432,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,52,70,0,294,0,48,36,0,366,52,0,0,0,0,0,0.0003502673796791444,0.001964262078093977,0.3778409090909091,0.0016165018154501065,0.0026533333333333335,1.4408065915004338,0.0020247933884297523,0.009107142857143181,0.1791793544457978,0.0003920256111757858,0.0036217338217338227,0.004478623428193248,1.701470588235294,0.004635407537248028,0.004573333333333333,2.302732003469211,0.00440495867768595,0.21998304829352822,0.24252283800243607,0.003913814432989691
1692648100,0.8931355544451673,3.881914359179004,0.8314138296766018,5.521071719219506,0.5290774655807571,12.03182768307717,5.164673175926282,0.41217497455108615,5.858073265359495,4.168615823636215,0.26896246946024716,0.7396131002476732,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,36,46,0,226,0,30,32,2,436,50,14,0,0,0,0,0.0003410547067520946,0.0018834096512856636,0.375,0.0014795305676855897,0.0026533333333333335,1.442000602591142,0.0020247933884297523,0.10100683426897729,0.1787749287749288,0.0003925855513307985,0.0035222373806275582,0.004445438534695315,1.7136363636363645,0.004533460698689957,0.004573333333333333,2.303223862609219,0.00440495867768595,0.22020136685379543,0.2417948717948718,0.0039051224944320713
1692648101,0.8931355544451673,3.881914359179004,0.8314138296766018,5.521071719219506,0.5290774655807571,12.03182768307717,5.164673175926282,0.33536340705019496,5.858073265359495,4.168615823636215,0.26896246946024716,0.7396131002476732,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,40,80,12,206,12,32,40,14,402,48,42,0,0,0,0,0.00034291825095057033,0.001854489164086687,0.3778409090909091,0.0014483932745085455,0.0026533333333333335,1.438243831640058,0.002142857142857143,0.10019400486914179,0.17869413195500153,0.0003895417156286722,0.0035432989690721652,0.004438046095631234,1.7191176470588243,0.00450714246965743,0.004573333333333333,2.301930333817126,0.004428571428571428,0.22003880097382836,0.24164943751900275,0.0038955602536997888
1692648102,0.8931355544451673,3.881914359179004,0.7716021209140772,5.521071719219506,0.5126592969987788,12.03182768307717,5.164673175926282,0.33536340705019496,5.858073265359495,4.168615823636215,0.26896246946024716,0.7361088180317125,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,38,64,0,250,0,36,32,0,428,58,8,0,0,0,0,0.00034291825095057033,0.001852515506547209,0.38586956521739135,0.001448994880759146,0.002651006711409396,1.4356248179434896,0.002033333333333333,0.10021173522327433,0.17869413195500153,0.0003889541715628672,0.0035432989690721652,0.00443776705720193,1.7235294117647066,0.004506754900736672,0.004573154362416108,2.297611418584329,0.004406666666666667,0.22004234704465486,0.24164943751900275,0.0038925690021231426
1692648103,0.8931355544451673,3.881914359179004,0.8995944152116973,4.682447406837635,0.5126592969987788,12.03182768307717,5.164673175926282,0.33536340705019496,5.858073265359495,3.6303759923692955,0.23824958673082408,0.7361088180317125,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,48,54,2,194,2,32,34,2,362,38,4,0,0,0,0,0.00034454727363681834,0.001852515506547209,0.38586956521739135,0.001448994880759146,0.002625,1.4356248179434896,0.002033333333333333,0.004569553805774282,0.1774929444967074,0.0003889541715628672,0.003562666666666666,0.00443776705720193,1.7235294117647066,0.004506754900736672,0.0045694444444444446,2.297611418584329,0.004406666666666667,0.21986376231527094,0.23948730009407337,0.0038925690021231426
1692648104,0.8931355544451673,3.881914359179004,0.8995944152116973,4.774430239269605,0.5126592969987788,12.03182768307717,5.164673175926282,0.33536340705019496,5.858073265359495,3.56107505141784,0.2745373195454032,0.7361088180317125,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,38,78,0,288,0,34,44,0,426,64,14,0,0,0,0,0.0003398677373641947,0.001852515506547209,0.38586956521739135,0.001448994880759146,0.002625,1.4356248179434896,0.002033333333333333,0.10009142160597286,0.1774390243902439,0.0003889541715628672,0.0035070198675496702,0.00443776705720193,1.7235294117647066,0.004506754900736672,0.0045694444444444446,2.297611418584329,0.004406666666666667,0.22001828432119458,0.23939024390243904,0.0038925690021231426
1692648105,0.8931355544451673,3.881914359179004,0.8995944152116973,5.5189699459181,0.5126592969987788,12.03182768307717,5.164673175926282,0.33536340705019496,5.858073265359495,3.491774110466385,0.2745373195454032,0.7361088180317125,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,44,76,0,172,0,44,42,0,436,58,14,0,0,0,0,0.0003290414878397711,0.0017707423580786029,0.39583333333333337,0.0013131676583982323,0.002625,1.4332014607425443,0.002033333333333333,0.10105798408923154,0.1763966480446927,0.00039028314028314025,0.003349013657056147,0.004397234352256188,1.75,0.004368520975987504,0.0045694444444444446,2.293213633597079,0.004406666666666667,0.22021159681784633,0.23751396648044693,0.003900460829493087
1692648106,0.897369306132285,3.881914359179004,0.8995944152116973,5.5189699459181,0.5126592969987788,12.03182768307717,5.164673175926282,0.33536340705019496,5.858073265359495,3.4224731695149293,0.2745373195454032,0.7361088180317125,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,44,106,0,290,0,34,34,0,506,76,26,0,0,0,0,0.00033341045812124013,0.0017844917918267546,0.39673913043478265,0.0013044365119836818,0.002625,1.4346367084913918,0.0020350877192982456,0.10008025068786304,0.17633769322235435,0.0003857655502392345,0.0034178770949720677,0.0043949004540691575,1.741176470588236,0.004362468128505864,0.0045694444444444446,2.293580391012547,0.004407017543859649,0.2200160501375726,0.2374078478002378,0.003876106194690266
1692648107,0.9349797562121123,3.881914359179004,0.8995944152116973,5.5189699459181,0.5506210363310979,11.986690331457806,5.164673175926282,0.2799739483332671,5.858073265359495,4.150542067864706,0.2745373195454032,0.7531286557974741,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9756672,49684480,3084288,8941568,73.468,58.739,3.81,197.084,3.762,52.209,58.161,1.934,466.625,56.266,19.247,0,0,0,0,0.00033340566870127355,0.001779419416413612,0.39722140920387383,0.0012985216655545897,0.002605964204913062,1.4359499980310166,0.0019347714651791117,0.008878731250999626,0.17633768284489162,0.00038160182444408274,0.003417807990083534,0.004394057373677274,1.7265566331930549,0.00435830595475513,0.004567906021620942,2.2934928858808243,0.004386954293035822,0.21998537870837462,0.2374078291208049,0.003853099479378298
1692648108,0.9349797562121123,3.295853121897397,0.8995944152116973,5.5189699459181,0.5506210363310979,11.986690331457806,5.164673175926282,0.2743845582157639,5.766320643956668,4.150542067864706,0.2745373195454032,0.7531286557974741,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35303424,9420800,49684480,3084288,8941568,38.384,100.485,0,240.076,0,30.364,48.485,2.611,417.878,64.259,20.347,0,0,0,0,0.0003361978024801539,0.0017794182293236513,0.39722146002378067,0.0012965124367554912,0.002609175621084481,1.4359499980310166,0.0019343324511736388,0.003823647779023441,0.17624958245941025,0.00038158807640956545,0.0034536816532213287,0.004394057115664392,1.7265569999175774,0.004357911299985139,0.0045699522529268925,2.2934928858808243,0.004386866490234728,0.21983539183330197,0.23724924842693845,0.003853019769383676
1692648109,0.9349797562121123,3.231154549244413,0.8995944152116973,5.5189699459181,0.5506210363310979,11.986690331457806,5.164673175926282,0.32150053686757246,5.766320643956668,4.150542067864706,0.2745373195454032,0.7531286557974741,96309248,42774528,14315520,43884544,42311680,20840448,107761664,35196928,9420800,49684480,3084288,8941568,68,74,0,338,0,60,50,2,492,44,28,0,0,0,0,0.0003322610294117647,0.0017789473684210525,0.39722222222222225,0.0012974044239867023,0.002609022556390977,1.4359498103297341,0.0019345794392523366,0.10006879682005808,0.17621645532291358,0.000381578947368421,0.003397752808988765,0.004393964912280702,1.7265625,0.0043580872011251765,0.0045699248120300755,2.293492850889991,0.004386915887850467,0.2200137593640116,0.23718961958124446,0.0038529680365296803
1692648110,0.9349797562121123,3.329565961734329,0.8995944152116973,5.5189699459181,0.5506210363310979,11.986690331457806,5.164673175926282,0.32150053686757246,5.766320643956668,4.150542067864706,0.2745373195454032,0.7531286557974741,96309248,42762240,14315520,43884544,42311680,20840448,107761664,35196928,9420800,49684480,3084288,8941568,44,98,8,322,8,48,46,8,542,84,30,0,0,0,0,0.000324577861163227,0.00169343339587242,0.38662790697674415,0.00125087498250035,0.002609022556390977,1.4399148159415882,0.0019345794392523366,0.10104877848153326,0.1761042944785276,0.00038441558441558443,0.0032698262243285943,0.004378311444652907,1.6482142857142854,0.004291390172196557,0.0045699248120300755,2.2938241557651353,0.004386915887850467,0.22020975569630669,0.2369877300613497,0.003862953995157385
1692648111,0.9349797562121123,3.329565961734329,0.8995944152116973,5.5189699459181,0.5506210363310979,11.986690331457806,4.390058277423605,0.32150053686757246,5.766320643956668,4.150542067864706,0.2380299568751878,0.7531286557974741,96309248,42762240,14315520,43884544,42311680,20840448,107761664,35196928,9420800,49684480,3084288,8941568,45.869,66,14,282,14,44,46,12,484,44,54,0,0,0,0,0.00033021255846922174,0.0017456201822004204,0.39130434782608686,0.0012389921099516421,0.002609022556390977,1.4363715783343038,0.00188,0.025,0.17609713282621417,0.0003757225433526012,0.003366798500930202,0.004387245970567624,1.6107142857142862,0.004285263425808094,0.0045699248120300755,2.2928654630168905,0.0043760000000000005,0.22,0.2369748390871855,0.0038110599078341025
1692648112,0.9349797562121123,3.329565961734329,0.8995944152116973,5.526561360907254,0.5506210363310979,11.986690331457806,5.1221592648241785,0.32150053686757246,5.766320643956668,4.150542067864706,0.2334543348827644,0.7531286557974741,96309248,42762240,14315520,47206400,42311680,20840448,107761664,35196928,9420800,49684480,3084288,8941568,32,80,6,234,6,44,36,4,486,68,22,0,0,0,0,0.00033021023765996343,0.0017495633950401679,0.39130434782608686,0.00124323981211121,0.0026204379562043798,1.4369375907111757,0.0017428571428571428,0.10008530482256595,0.17609713282621417,0.0003780346820809249,0.003366762177650431,0.004387914774711841,1.5555555555555551,0.004286022597435573,0.004570802919708029,2.2919158200290277,0.004348571428571429,0.2200170609645132,0.2369748390871855,0.0038253393665158377
1692648113,0.9349797562121123,3.329565961734329,0.8995944152116973,5.526561360907254,0.5506210363310979,11.986690331457806,5.1221592648241785,0.32150053686757246,5.766320643956668,4.150542067864706,0.228878712890341,0.7531286557974741,96309248,42762240,14315520,47206400,42311680,20840448,107761664,35196928,9420800,49684480,3084288,8941568,48,90,8,228,8,48,48,8,404,46,30,0,0,0,0,0.0003330928330928331,0.0017495633950401679,0.39130434782608686,0.00124323981211121,0.002550724637681159,1.4369375907111757,0.0017428571428571428,0.0033357664233576428,0.17591379835516296,0.0003780346820809249,0.0034104803493449787,0.004387914774711841,1.5555555555555551,0.004286022597435573,0.004556521739130435,2.2919158200290277,0.004348571428571429,0.21985049451813235,0.23664483703929332,0.0038253393665158377
1692648114,0.9349797562121123,3.329565961734329,0.8995944152116973,5.526561360907254,0.5506210363310979,11.986690331457806,5.1221592648241785,0.32150053686757246,5.786282733074585,4.150542067864706,0.2243030908979176,0.7531286557974741,96309248,42762240,14315520,47206400,42311680,20840448,107761664,35196928,9420800,49684480,3084288,8941568,26,66,4,208,4,36,28,2,390,36,26,0,0,0,0,0.00032924056389267855,0.0017495633950401679,0.39130434782608686,0.00124323981211121,0.002550724637681159,1.4369375907111757,0.0017428571428571428,0.10012504736642666,0.17591756481211768,0.0003780346820809249,0.003351515151515153,0.004387914774711841,1.5555555555555551,0.004286022597435573,0.004556521739130435,2.2919158200290277,0.004348571428571429,0.22002500947328532,0.23665161666181184,0.0038253393665158377
1692648115,0.9349797562121123,3.329565961734329,0.7689033376684421,5.526561360907254,0.5506210363310979,12.150756264929205,5.1221592648241785,0.32150053686757246,5.786282733074585,4.06448415836654,0.2757652064530893,0.7514760785980736,96309248,42762240,14315520,47206400,42311680,20733952,107761664,35196928,9420800,49684480,3219456,9007104,30,98,4,230,4,30,32,6,438,66,14,0,0,0,0,0.00032464953271028034,0.001663181478715459,0.38920454545454547,0.0012432693635234012,0.002550724637681159,1.4369505910882086,0.0017428571428571428,0.10117235452983059,0.17579884357881922,0.000382015306122449,0.0032746456692913377,0.004373263629574309,1.5711538461538468,0.004277371255004832,0.004556521739130435,2.2917550772961506,0.004348571428571429,0.2202344709059661,0.23643791844187462,0.003849394673123487
1692648116,0.9349797562121123,3.329565961734329,0.7539100974149139,5.526561360907254,0.5752091039041553,12.150756264929205,5.1221592648241785,0.32150053686757246,5.786282733074585,4.06448415836654,0.2757652064530893,0.7514760785980736,96309248,42762240,14315520,47206400,42311680,20733952,107761664,35196928,9420800,49684480,3219456,9007104,60,88,0,190,0,44,46,0,452,46,14,0,0,0,0,0.0003275431425976385,0.00171180432470755,0.3962765957446809,0.0012283895607893066,0.002550724637681159,1.4348867595818815,0.001807692307692308,0.10005131128848346,0.17581069237510957,0.0003759954493742889,0.0033240058910162006,0.004383197447713577,1.5277777777777788,0.004280305537873967,0.004556521739130435,2.2911585365853657,0.004361538461538462,0.22001026225769668,0.2364592462751972,0.003812669683257919
1692648117,0.9349797562121123,3.329565961734329,0.8944857021319919,5.526561360907254,0.5752091039041553,12.150756264929205,5.1221592648241785,0.3215005368675724,5.786282733074585,4.06448415836654,0.2757652064530893,0.7514760785980736,96309248,42762240,13959168,47206400,42311680,20733952,107761664,35196928,9420800,49684480,3219456,9007104,34,78,0,262,0,34,28,2,508,82,28,0,0,0,0,0.0003275431425976385,0.001714992927864215,0.4010416666666667,0.0012306420851875399,0.0025602836879432623,1.4305959302325582,0.0018214285714285715,0.100091171554475,0.17581069237510957,0.0003777019340159272,0.0033240058910162006,0.004383734087694483,1.4730769230769243,0.0042807120152574705,0.00455744680851064,2.2903052325581394,0.004364285714285715,0.22001823431089498,0.2364592462751972,0.0038232142857142857
1692648118,0.9349797562121123,3.329565961734329,0.8827480231800996,5.526561360907254,0.5752091039041553,12.150756264929205,5.1221592648241785,0.32997408713108634,5.786282733074585,4.06448415836654,0.27379220173507823,0.7547888711973401,96309248,42762240,13959168,47206400,42311680,20733952,107761664,35196928,9420800,49684480,3219456,9007104,62,98,4,404,4,66,66,4,542,44,36,0,0,0,0,0.00033153477218225426,0.001714992927864215,0.4010416666666667,0.0012306420851875399,0.002572413793103448,1.4305959302325582,0.0018214285714285715,0.0033937007874015454,0.17584372149589542,0.0003777019340159272,0.003387573964497041,0.004383734087694483,1.4730769230769243,0.0042807120152574705,0.004558620689655173,2.2903052325581394,0.004364285714285715,0.21986413877801658,0.23651869869261175,0.0038232142857142857
1692648119,0.750722633259115,3.329565961734329,0.8827480231800996,5.592781939318876,0.5654615369457974,12.150756264929205,5.1221592648241785,0.32997408713108634,5.786282733074585,4.06448415836654,0.27379220173507823,0.7547888711973401,96309248,42762240,13959168,47206400,42311680,20733952,107761664,35196928,9420800,49684480,3219456,9007104,50,64,0,260,0,44,44,0,444,46,12,0,0,0,0,0.000327996340347667,0.001714992927864215,0.4010416666666667,0.0012306420851875399,0.002572413793103448,1.4305959302325582,0.0018214285714285715,0.10015940488841658,0.17582993593476995,0.0003777019340159272,0.0033315634218289095,0.004383734087694483,1.4730769230769243,0.0042807120152574705,0.004558620689655173,2.2903052325581394,0.004364285714285715,0.22003188097768334,0.2364938846825859,0.0038232142857142857
