time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702356004,2.102005626644946,11.453179474588765,1.3116716432286466,11.285796896451362,0.9953642707265792,17.60923095438682,10.52956009636834,0.802788719079861,8.375711198186565,6.867926900019289,0.5396354000091447,1.2131619889227685,96456704,53456896,11005952,73928704,42078208,15978496,57937920,27512832,9314304,45498368,3018752,8925184,62,96,0,268,2,56.225,46,2,594,78,34,0,0.0031409606611510973,0.00411764705882353,0.04516129032258065,0.003157815070746956,0.003131147540983607,0.08285009253547194,0.0031497326203208556,0.002420884289746002,0.007326332794830372,0.00250201450443191,0.004911667396527371,0.034714506172839533,0.09516129032258064,0.006124533001245327,0.004836065573770492,0.24575949367088618,0.004869518716577541,0.004842558795860772,0.019143801652892558,0.004686059629331185
1702356005,2.102005626644946,11.453179474588765,1.3116716432286466,11.285796896451362,0.9953642707265792,18.013095559272678,10.52956009636834,0.802788719079861,8.375711198186565,5.872497206160381,0.5396354000091447,1.2131619889227685,96456704,53456896,11005952,73928704,42078208,15978496,57937920,27512832,9314304,45498368,3018752,8925184,62,96,8,318,4,48,52,6,500,68,18,0,0.0031638070573000968,0.004114068441064639,0.04442307692307692,0.003188871566050401,0.003131147540983607,0.0837237977805179,0.00315819209039548,0.002449959854531715,0.007363746467501009,0.0025132530120481928,0.004952865004855941,0.03465225563909773,0.09465517241379309,0.006703619592872029,0.004836065573770492,0.2636904761904774,0.004884745762711865,0.0049001747508619475,0.020266891891891892,0.004703132530120483
1702356006,2.102005626644946,11.453179474588765,1.3116716432286466,11.285796896451362,0.9953642707265792,18.013095559272678,10.664942894844673,0.802788719079861,8.375711198186565,5.758031757826727,0.5504616619831432,0.9831124985832412,96456704,53456896,11005952,73928704,42078208,15978496,57937920,27512832,9314304,45498368,3014656,8925184,31.905,70,0,162,0,22,42,0,368,46,18,0,0.0031694326417269804,0.004043120021971985,0.04439338235294117,0.0032027009135442864,0.0031139896373056993,0.0837237977805179,0.0031306532663316583,0.0024506842850401138,0.007363746467501009,0.0025206349206349206,0.004962215174200986,0.02631578947368425,0.09418032786885246,0.006913920454545448,0.004805181347150258,0.2636904761904774,0.004835175879396985,0.004900443605474282,0.020266891891891892,0.004704761904761904
1702356007,2.102005626644946,11.453179474588765,1.3116716432286466,11.285796896451362,0.9953642707265792,18.013095559272678,10.664942894844673,0.802788719079861,6.954484861339449,6.927789949219651,0.46073466252520473,1.0030476609273975,96456704,53456896,11005952,73928704,42078208,15978496,57937920,27512832,9314304,45572096,3014656,8925184,68,112,12,360,10,54,58,10,590,68,40,0,0.0031641983258209917,0.004023883696780893,0.04439338235294117,0.0032027009135442864,0.00311578947368421,0.0837237977805179,0.0031306532663316583,0.002436876683839864,0.00733153078202995,0.002537835638730675,0.0049532517707662595,0.027344497607655498,0.09418032786885246,0.006913920454545448,0.004808421052631578,0.2636904761904774,0.004835175879396985,0.00489847331852342,0.020152573529411764,0.004705451586655817
1702356008,2.102005626644946,9.25086869768348,1.3116716432286466,11.285796896451362,0.9953642707265792,18.013095559272678,10.664942894844673,0.6294442359040122,7.097397470871212,6.927789949219651,0.47019093193831585,1.1961097406493795,96456704,53456896,11005952,73928704,42078208,15978496,57937920,27512832,9314304,45572096,3014656,8925184,66,88,4,362,8,72,44,6,598,68,32.869,0,0.0031641983258209917,0.004023883696780893,0.04439338235294117,0.0032027009135442864,0.0031188118811881185,0.0818491124260355,0.0031306532663316583,0.0024424077633491167,0.0072805611222444885,0.002504313725490196,0.0049532517707662595,0.027344497607655498,0.09418032786885246,0.006913920454545448,0.004813861386138613,0.24414074855034268,0.004835175879396985,0.004897726313815573,0.019887096774193553,0.004691607843137254
1702356009,2.038754199425077,9.25086869768348,1.3116716432286468,11.207662835249083,0.9953642707265792,17.923446487413795,10.664942894844673,0.6171797469195704,7.2403100804029785,6.9829639169434925,0.4796472013514269,1.1961097406493795,96342016,53456896,11005952,73928704,42078208,16556032,57937920,27512832,9314304,45572096,3014656,8925184,63.624,102,0,356,0,70,50,0,580,76,34,0,0.0031642062923088418,0.004023883696780893,0.04439338235294117,0.0032027009135442864,0.0031188118811881185,0.0818491124260355,0.0031306532663316583,0.0024424077633491167,0.0072805611222444885,0.002504313725490196,0.004953263814382817,0.027344497607655498,0.09418032786885246,0.006913920454545448,0.004813861386138613,0.24414074855034268,0.004835175879396985,0.004897726313815573,0.019887096774193553,0.004691607843137254
1702356010,2.038754199425077,9.25086869768348,1.1129825375382452,11.199086216938166,0.966163541287564,17.923446487413795,10.664942894844673,0.6049152579351287,7.383222689934741,6.9829639169434925,0.489103470764538,1.1961097406493795,96342016,53456896,11005952,74985472,42078208,16556032,57937920,27512832,9314304,45572096,3014656,8925184,44,94,0,198.386,2,40,42,0,518,68,22,0,0.0031432208784213877,0.003958585858585859,0.04370567375886524,0.0031737936445664964,0.0031188118811881185,0.07958978772231785,0.003114583333333333,0.0024365910143584997,0.00720296065446046,0.0024919168591224015,0.004914831317632082,0.015135294117647096,0.09289473684210527,0.006433636363636364,0.004813861386138613,0.2375859333685881,0.00480625,0.004871644279759149,0.01882213438735178,0.004651116243264049
1702356011,2.038754199425077,9.25086869768348,1.0911213434844345,11.199086216938166,0.966163541287564,17.923446487413795,10.664942894844673,0.592650768950687,8.57475657190582,6.9829639169434925,0.5673761647866623,1.0103439303453585,96342016,53456896,11005952,74985472,42078208,16556032,57937920,27512832,9314304,45572096,3014656,8925184,64,122,8,346,6,48,60,8,664,88,42,0,0.0031447631754502998,0.0038661899897854957,0.042905405405405404,0.0031502316778698686,0.0031287128712871285,0.07958978772231785,0.0030886699507389165,0.0024366836498378886,0.00720296065446046,0.002491551459293395,0.004918212141427618,0.009598055105348464,0.09115384615384615,0.006087563451776645,0.004831683168316831,0.2375859333685881,0.004759605911330048,0.004871811023622048,0.01882213438735178,0.0046482334869431645
1702356012,1.730042953779331,9.25086869768348,1.3521055129856856,11.199086216938166,0.966163541287564,17.923446487413795,10.664942894844673,0.6853787483021728,8.57475657190582,6.9829639169434925,0.5673761647866623,0.9904087680012023,96342016,53456896,11214848,74985472,42078208,16556032,57937920,27860992,9314304,45572096,3014656,8925184,62,98,0,312,0,52,52,0,582,80,22,0,0.0031340107970784375,0.0038533980582524277,0.042905405405405404,0.0031502316778698686,0.0031368450800651187,0.07958978772231785,0.0030886699507389165,0.0023815416587946348,0.00714068209500609,0.0025,0.004902191171800571,0.00954270186335404,0.09115384615384615,0.006087563451776645,0.004846321144117214,0.2375859333685881,0.004759605911330048,0.004854317022482524,0.017962284482758627,0.004642675159235669
1702356013,2.0338292493193273,9.25086869768348,1.3987339635381397,11.199086216938166,0.966163541287564,17.923446487413795,10.664942894844673,0.6853787483021728,8.57475657190582,6.9829639169434925,0.5673761647866623,1.1897782304159068,96342016,53456896,11214848,74985472,42078208,16556032,57937920,27860992,9314304,45572096,3014656,8667136,74,136,0,364,0,66,64,0,722,104,34,0,0.0031340107970784375,0.0038533980582524277,0.042905405405405404,0.0031502316778698686,0.0031313131313131315,0.0784438775510204,0.0030886699507389165,0.0023876767487592473,0.007083333333333334,0.0024428015564202338,0.004902191171800571,0.00954270186335404,0.09115384615384615,0.006087563451776645,0.004836363636363636,0.2341507936507937,0.004759605911330048,0.004853450697630866,0.01757643312101915,0.004628015564202334
