time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693313863,1.3757952945270002,6.016882728749327,1.0059706938913857,7.147732696791641,0.6303339624303551,14.198686390750431,7.126225244829208,0.48390844306178527,7.191702043672395,4.194413850363583,0.3169638111529257,0.9679575400997752,88682496,51154944,10268672,42713088,42008576,15040512,54575104,27701248,9015296,45273088,3031040,8450048,48,78,10,198,8,52,46,10,476,58,38,0,0,0,0,0.0014006100660904932,0.003297112462006079,0.02321428571428571,0.00046151794374393797,0.0028817733990147785,0.0221941384736428,0.002953271028037383,0.00032652573177731017,0.0035170182841068915,0.00048480662983425415,0.0043370615149974584,0.011516129032258113,0.048961038961038955,0.004264967085577497,0.004639408866995074,0.09828317373461011,0.004605607476635514,0.003374579342479941,0.008086387434554976,0.0041853600944510025
1693313864,1.3757952945270002,5.738086586612847,0.9060762980005028,7.147732696791641,0.6303339624303551,14.198686390750431,7.126225244829208,0.48390844306178527,7.191702043672395,4.107282847880568,0.3261384730092458,0.9679575400997752,88682496,51154944,10268672,42713088,42008576,15040512,54575104,27701248,9015296,45273088,3031040,8450048,88,158,6,538,4,84,84,4,880,112,42,0,0,0,0,0.0014006100660904932,0.0032944855031267766,0.022649253731343282,0.000461398662401861,0.0028840579710144925,0.021992753623188407,0.002954128440366972,0.00032645157588739296,0.0035170182841068915,0.001025670945157526,0.0043370615149974584,0.010741935483871026,0.04753246753246754,0.004264672091910006,0.004638647342995169,0.09650202976995942,0.004605504587155963,0.003373319518197124,0.008086387434554976,0.0042163360560093345
1693313865,1.3757952945270002,5.738086586612847,0.8886890917191103,7.147732696791641,0.6310168696147558,14.198686390750431,7.126225244829208,0.48390844306178527,7.191702043672395,5.294501422793331,0.3261384730092458,0.9679575400997752,88682496,51154944,10268672,42713088,42012672,15040512,54575104,27701248,9015296,45273088,3031040,8450048,50,82,2,256,0,38,44,0,412,50,22,0,0,0,0,0.0014078947368421052,0.0032663690476190475,0.022253521126760566,0.0004696938775510204,0.0028840579710144925,0.021813116550968212,0.002973568281938326,0.0003229326401615739,0.0034919756502490317,0.0004867710583153348,0.004338259109311741,0.008236363636363639,0.046410256410256416,0.0042784408667231565,0.004638647342995169,0.09316395663956643,0.004608810572687225,0.0033087915006640113,0.007988419618528612,0.004184914285714285
1693313866,1.3757952945270002,5.738086586612847,0.8713018854377178,7.147732696791641,0.6310168696147558,14.198686390750431,7.126225244829208,0.48390844306178527,7.191702043672395,5.294501422793331,0.3292103356143316,0.9679575400997752,88682496,51154944,10268672,42713088,42012672,15040512,54575104,27701248,9015296,45273088,3039232,8450048,70,128,8,296,8,56,54,6,714,92,40,0,0,0,0,0.0015304659498207884,0.0032663690476190475,0.022253521126760566,0.00045792787635947333,0.0028840579710144925,0.021813116550968212,0.002973568281938326,0.0003229326401615739,0.0034919756502490317,0.0004867710583153348,0.004363440860215053,0.008236363636363639,0.046410256410256416,0.004253799210242909,0.004638647342995169,0.09316395663956643,0.004608810572687225,0.0033087915006640113,0.007988419618528612,0.004184914285714285
1693313867,1.3757952945270002,6.299164875374265,0.8539146791563251,7.147732696791641,0.6310168696147558,14.198686390750431,7.126225244829208,0.5057817586576056,7.191702043672395,5.294501422793331,0.3292103356143316,0.9679575400997752,88682496,51200000,10268672,42713088,42012672,15040512,54575104,27701248,9015296,45273088,3039232,8450048,72,142,6,366,4,76,64,6,778,108,48,0,0,0,0,0.0014014227642276421,0.0032534668721109395,0.022253521126760566,0.00045792787635947333,0.0028840579710144925,0.021813116550968212,0.002973568281938326,0.00032117477652691024,0.003495662232504338,0.0004867710583153348,0.00433719512195122,0.007267080745341596,0.046410256410256416,0.004253799210242909,0.004638647342995169,0.09316395663956643,0.004608810572687225,0.003275728684282211,0.008030626780626784,0.004184914285714285
1693313868,1.3713528618519637,6.299164875374265,0.8365274728749327,7.147732696791641,0.6310168696147558,12.216431448215085,7.126225244829208,0.5057817586576056,7.191702043672395,5.294501422793331,0.3292103356143316,0.9679575400997752,88682496,51200000,10268672,42713088,42012672,15040512,54575104,27701248,9015296,45273088,3039232,8450048,90,144,4,476,2,62,76,2,766,100,26,0,0,0,0,0.0014014227642276421,0.003241694048922964,0.022253521126760566,0.00045792787635947333,0.002881818181818182,0.02170407393436439,0.002973568281938326,0.0003231289972697012,0.00347348277747403,0.0004867710583153348,0.00433719512195122,0.006472392638036806,0.046410256410256416,0.004253799210242909,0.0046345454545454546,0.0923201692524683,0.004608810572687225,0.0033129950986885695,0.007920903954802262,0.004184914285714285
1693313869,1.3713528618519637,6.299164875374265,1.1468121763510462,7.360277919560349,0.5080761262195288,11.97978667503591,7.126225244829208,0.5057817586576056,7.191702043672395,5.339421975297412,0.3292103356143316,0.9679575400997752,88682496,51200000,10227712,39641088,42012672,15040512,54575104,27701248,9015296,45273088,3039232,8450048,54,92,2,358,4,42,44,4,438,56,22,0,0,0,0,0.0014014227642276421,0.0032410470823486634,0.0222,0.00045835715647036396,0.0028961038961038965,0.021694915254237286,0.0029831932773109245,0.0003231732386469819,0.00347348277747403,0.0010845383759733034,0.00433719512195122,0.00642073170731706,0.04648148148148148,0.004254770992366412,0.00464848484848485,0.09142668428005289,0.004623529411764705,0.003313745204392115,0.007920903954802262,0.004224026696329254
1693313870,1.3713528618519637,6.299164875374265,1.1468121763510462,7.360277919560349,0.5183020722036191,14.504360778203337,7.081686874786095,0.5057817586576056,7.191702043672395,5.339421975297412,0.3292103356143316,0.9679575400997752,88682496,51200000,10227712,39641088,42012672,14983168,54575104,27701248,9015296,45273088,3039232,8450048,52,54,2,136,4,34,28,4,296,42,8,0,0,0,0,0.0014078947368421052,0.0032132616487455194,0.022115384615384613,0.0004685160833501922,0.0028961038961038965,0.021474177573399367,0.002983935742971887,0.0003210629411982112,0.003444204851752022,0.0004879074658254468,0.004338259109311741,0.004983870967741935,0.04658536585365854,0.004281353474320243,0.00464848484848485,0.08984646194926572,0.004622489959839357,0.0032747234960884847,0.007790662650602416,0.004186710963455149
1693313871,1.3713528618519637,6.299164875374265,1.1468121763510464,7.360277919560349,0.5285280181877094,14.504360778203337,7.081686874786095,0.5057817586576056,7.191702043672395,5.339421975297412,0.3292103356143316,0.9652865669017179,88682496,51200000,10227712,39641088,42012672,14983168,54575104,27701248,9015296,45273088,3039232,8613888,98,170,10,480,4,98,92,6,964,124,62,0,0,0,0,0.0015224832170832696,0.003213260985814987,0.02211550379502286,0.00045632315184656794,0.0028961038961038965,0.021474132523187008,0.002983935742971887,0.00032105736998375763,0.003444170875052214,0.0004878536512416706,0.004361728050001128,0.004983869774466977,0.0465854363922399,0.004253469979092647,0.00464848484848485,0.08984640075233873,0.004622489959839357,0.0032746037441954375,0.007790477367377499,0.004186616908016676
1693313872,1.3713528618519637,6.299164875374265,1.1468121763510464,7.360277919560349,0.6135567590454206,14.504360778203337,7.081686874786095,0.5057817586576056,7.191702043672395,5.339421975297412,0.3292103356143316,0.9652865669017182,88682496,51200000,10227712,39641088,42012672,14983168,54575104,27701248,9015296,45273088,3039232,8613888,76,152,6,504,4,82,82,8,882,120,50,0,0,0,0,0.001372329603255341,0.003211291224147569,0.022115384615384613,0.0004562948621080469,0.0028961038961038965,0.021474177573399367,0.002983935742971887,0.00031940902539084155,0.003458368614168784,0.0004879074658254468,0.004331434384537131,0.004980324203465623,0.04658536585365854,0.004253406645947883,0.00464848484848485,0.08984646194926572,0.004622489959839357,0.003241935038009676,0.007882848392036759,0.004186710963455149
