time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702364886,2.0652869807267087,10.241054832128595,1.2377394080092257,11.447928158838064,0.9262927795614547,18.199334344056563,12.277179825719518,0.5392173516738382,8.898216920420593,7.174986657517484,0.49080922415751377,1.3000949274656852,98492416,53641216,11452416,75132928,42278912,16687104,55033856,39456768,9883648,46731264,3084288,8712192,52,114,12,294,14,68,58,12,687.541,83.541,54.755,0,0,0,0.0030990825688073397,0.0038596162845109965,0.0432753164556962,0.0030382567785068714,0.003234146341463414,0.06977168949771691,0.003061946902654867,0.0023393110495078507,0.00688278904965248,0.0023224043715846998,0.004877186544342507,0.009636535552193647,0.089609375,0.004923214064627956,0.005229166666666666,0.20312710911136117,0.004711504424778761,0.004823195583516966,0.014644674855808037,0.004559406713505075
1702364887,2.0652869807267087,10.241054832128595,1.2377394080092257,11.447928158838064,0.9262927795614547,18.199334344056563,12.277179825719518,0.5392173516738382,8.898216920420593,7.174986657517484,0.41515999999997893,1.3000949274656852,98492416,53641216,11452416,75132928,42278912,16687104,55033856,39456768,9883648,46731264,3084288,8712192,56,82,4,376,2,44,46,2,488.463,56.463,18,0,0,0,0.0031145509116465614,0.0038217411331183783,0.042651515151515156,0.003042784908595877,0.003234146341463414,0.06943099273607749,0.0030614035087719303,0.0023495969251259704,0.006878055879710136,0.0023260359655981238,0.004905736896326425,0.009357886904761902,0.08855932203389832,0.004931336704265525,0.005229166666666666,0.20538892162639952,0.004710526315789474,0.0048417569524913905,0.014792264873478629,0.004567787333854574
1702364888,2.0652869807267087,10.241054832128595,1.2377394080092257,11.447928158838064,0.9262927795614547,18.199334344056563,10.588590153800974,0.5392173516738382,7.396457435580442,7.174986657517484,0.41515999999997893,1.3000949274656852,98492416,53641216,11452416,75132928,42278912,16687104,55033856,39456768,9883648,46731264,3084288,8712192,58,90,2,322.635,0,68,46,0,537.598,65.598,18,0,0,0,0.0031225537375681746,0.003762992831541219,0.04215116279069767,0.003033847001824113,0.003220095693779904,0.06991803278688524,0.003060606060606061,0.0023498736918080116,0.006877832326283988,0.0023272805734630042,0.004919153031761309,0.009035289747399703,0.08814814814814817,0.0049202676275768645,0.004996172248803827,0.20758474576271188,0.004709090909090909,0.004842259112233851,0.014791346153846181,0.004562433437008103
1702364889,2.0652869807267087,10.241054832128595,1.2377394080092257,11.447928158838064,0.9262927795614547,18.199334344056563,10.383970490038982,0.5392173516738382,8.890628867801869,7.174986657517484,0.49091856180041793,1.3000949274656852,98492416,53641216,11452416,75132928,42278912,16687104,55033856,39456768,11493376,46731264,3084288,8712192,54,88,4,288,2,42,44,4,456,68,18,0,0,0,0.0031213054187192116,0.003762992831541219,0.04215116279069767,0.0030338371586738815,0.0032149532710280377,0.06991803278688524,0.003060606060606061,0.0023541508676450905,0.006814977134146343,0.0022860483242400625,0.0049188423645320205,0.009035289747399703,0.08814814814814817,0.004920258754742801,0.004986915887850468,0.20758474576271188,0.004709090909090909,0.004841263326939377,0.014544117647058845,0.004549493374902573
1702364890,2.0313235234669795,10.241054832128595,1.064455890887934,11.447928158838064,0.9262927795614547,18.199334344056563,12.322392666728993,0.5392173516738382,8.890628867801869,7.174986657517484,0.5975185780713318,1.3000949274656852,98709504,53641216,11452416,75132928,42278912,16687104,55070720,39456768,11493376,46731264,3088384,8712192,58,108,8,383.782,10,62,54,8,538,74,47.106,0,0,0,0.0031213054187192116,0.003762992831541219,0.04215116279069767,0.0030338494625067685,0.0032149532710280377,0.06991803278688524,0.003060606060606061,0.0023541858317925072,0.006814734157511242,0.002285875592986349,0.0049188423645320205,0.009035289747399703,0.08814814814814817,0.004920269845690818,0.004986915887850468,0.20758474576271188,0.004709090909090909,0.004841266904133111,0.014543101102083124,0.0045494501601511745
1702364891,2.0313235234669795,10.241054832128595,1.043826900754447,11.447928158838064,0.9262927795614547,18.199334344056563,12.322392666728993,0.5392173516738382,8.890628867801869,7.205454501708296,0.5975185780713318,1.3000949274656852,98709504,53641216,11452416,75132928,42278912,16687104,55070720,39456768,11493376,46731264,3088384,8712192,64,102,8,362,6,78,58,8,673.951,69.951,36,0,0,0,0.0031213001231158418,0.003762992831541219,0.04215116279069767,0.0030338371586738815,0.003214951688537223,0.06991803278688524,0.003060606060606061,0.0023541159322623562,0.006815219977449185,0.0022860483242400625,0.004918835261412354,0.009035289747399703,0.08814814814814817,0.004920258754742801,0.004986913039367002,0.20758474576271188,0.004709090909090909,0.004841259752688566,0.014545133541011097,0.004549493374902573
1702364892,2.0313235234669795,10.241054832128595,1.0231979106209594,9.88709299773526,0.9262927795614547,18.199334344056563,12.322392666728993,0.5392173516738382,8.890628867801869,7.205454501708296,0.5975185780713318,1.3000949274656852,98709504,53641216,11452416,75132928,42278912,16687104,55070720,39456768,11493376,46731264,3088384,8712192,68,102,2,320,4,64,54,2,698,78,34,0,0,0,0.003111521873074553,0.00370704845814978,0.04164285714285714,0.0030284885594585886,0.0032149532710280377,0.06811576354679803,0.0030608695652173915,0.0023455908604069976,0.006747637051039697,0.0022849420849420854,0.004901293900184843,0.008720886551465063,0.08490384615384618,0.004899400580083791,0.004986915887850468,0.20572266831377398,0.004709565217391304,0.004826561942163512,0.013247797356828194,0.0045360617760617766
1702364893,2.0313235234669795,10.241054832128595,1.0025689204874724,11.518048692608646,0.9133493881801563,18.199334344056563,12.322392666728993,0.5392173516738382,8.890628867801869,7.205454501708296,0.5975185780713318,1.3000949274656852,98709504,53641216,11452416,75132928,42278912,16687104,55070720,39456768,11493376,46731264,3088384,8712192,42,66,0,98,0,0,58,0,316,54,6,0,0,0,0.0031196249595861624,0.003669885864793679,0.04140173410404624,0.0030104918842189716,0.003208530805687204,0.068202062822316,0.0030528634361233478,0.002345621708470945,0.006747637051039697,0.0022795031055900623,0.004913611380536696,0.008481790591805764,0.08240384615384616,0.004884910201814478,0.0049753554502369665,0.20539846517119256,0.004695154185022026,0.004826742836740157,0.013247797356828194,0.0045329192546583845
1702364894,2.0313235234669795,10.241054832128595,1.0961350549872286,11.518048692608646,0.7584605544346048,18.199334344056563,12.322392666728993,0.5392173516738382,8.890628867801869,7.205454501708296,0.5975185780713318,1.3000949274656852,98709504,53641216,11452416,75132928,42278912,16687104,55070720,39456768,11493376,46731264,3088384,8712192,76,84,4,278,4,70,46,4,602,84,21.634,0,0,0,0.0031113876789047915,0.003669885864793679,0.04140173410404624,0.0030104918842189716,0.0032135922330097087,0.068202062822316,0.0030528634361233478,0.002343306310744838,0.0067416476841306,0.0022684458398744118,0.004901057871810828,0.008481790591805764,0.08240384615384616,0.004884910201814478,0.004984466019417476,0.20539846517119256,0.004695154185022026,0.00482037891342321,0.013274266365688516,0.004531554160125588
1702364895,2.0313235234669795,8.754594170619663,1.442797030203718,11.518048692608646,0.9521103431352635,15.388649369443074,12.322392666728993,0.5392173516738382,8.890628867801869,7.205454501708296,0.5975185780713318,1.274247240775807,98709504,53641216,11530240,75132928,42283008,16687104,55070720,39456768,11493376,46731264,3088384,8708096,40,38,0,218,2,56,12,0,384,36,12,0,0,0,0.0031113876789047915,0.003669885864793679,0.04140173410404624,0.0030104918842189716,0.0032135922330097087,0.068202062822316,0.0030528634361233478,0.002343306310744838,0.0067416476841306,0.0022684458398744118,0.004901057871810828,0.008481790591805764,0.08240384615384616,0.004884910201814478,0.004984466019417476,0.20539846517119256,0.004695154185022026,0.00482037891342321,0.013274266365688516,0.004531554160125588
