time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692610292,1.0019206731315098,5.235848405137044,0.9692713506694456,6.657343175980822,0.5591822474310529,14.27091544597048,6.08572683535874,0.334504982430263,7.10738504593441,4.928957689890801,0.31422923115383705,0.8888346879564551,91619328,40898560,11431936,43929600,42086400,18427904,63758336,38563840,9646080,45543424,3063808,8835072,70,110,0,398,0,68,64,2,612,78,26,0,0,0,0.0003413259457393962,0.0027000759548086242,0.024512195121951224,0.0015350343473994115,0.002741626794258373,0.032611268939393936,0.0022397660818713446,0.0003214746386433476,0.003444762449914138,0.00039376130198915006,0.0035395546129374346,0.4060885109213089,0.7657894736842107,0.0044649656526005894,0.004578947368421053,0.48469251336898395,0.0044479532163742685,0.0032326019652712326,0.008239814814814816,0.003908976377952756
1692610293,1.0019206731315098,5.235848405137044,0.9692713506694456,6.657343175980822,0.6660202152021713,14.67938849594457,6.08572683535874,0.334504982430263,7.10738504593441,4.928957689890801,0.31422923115383705,0.8888346879564551,91619328,40898560,11431936,43929600,42086400,17719296,63758336,38563840,9646080,45543424,3063808,8835072,68,100,0,310,0,58,54,2,610,80,22,0,0,0,0.0003431763766959297,0.0027003993644319803,0.024512195121951224,0.001509703979611841,0.002741626794258373,0.032611268939393936,0.0022397660818713446,0.00032357069691566447,0.0034281081081081076,0.00039376130198915006,0.0035624321389793683,0.40611023390780576,0.7657894736842107,0.004451244853950206,0.004578947368421053,0.48469251336898395,0.0044479532163742685,0.0032721045751633996,0.00809945750452079,0.003908976377952756
1692610294,1.0019206731315098,5.235848405137044,0.9692713506694456,6.657343175980822,0.6660202152021713,14.67938849594457,5.067908646249308,0.334504982430263,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40898560,11431936,43929600,42086400,17719296,63758336,38563840,9646080,45543424,3063808,8904704,34,74,0,228,0,24,40,0,302,46,12,0,0,0,0.0003374393430384472,0.0027007088319245193,0.024512195121951224,0.001509703979611841,0.002741626794258373,0.032611268939393936,0.002266272189349112,0.00032357069691566447,0.0034281081081081076,0.00039376130198915006,0.0034909090909090905,0.4061310182313442,0.7657894736842107,0.004451244853950206,0.004578947368421053,0.48469251336898395,0.004453254437869822,0.0032721045751633996,0.00809945750452079,0.003908976377952756
1692610295,1.0019206731315098,5.235848405137044,1.1015700628452019,6.657343175980822,0.6660202152021713,14.67938849594457,6.200382714040906,0.334504982430263,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40898560,11431936,43929600,42086400,17719296,63758336,38563840,9646080,45543424,3063808,8904704,118,158,0,430,0,128,76,12,924,132,46,0,0,0,0.0003372984627222781,0.0025965181808548956,0.024055118110236223,0.00151266008407469,0.002741626794258373,0.029189435336976318,0.002216374269005848,0.00032306112451009947,0.0034237379162191197,0.00039094558429973237,0.0034809253106923973,0.355751914315176,0.7218750000000004,0.004449877798416269,0.004578947368421053,0.4664646464646466,0.00444327485380117,0.0032595455732567255,0.00804783393501806,0.0038950871632329634
1692610296,1.0019206731315098,4.875538483871309,1.1015700628452019,6.657343175980822,0.6660202152021713,14.67938849594457,6.200382714040906,0.334504982430263,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40898560,11431936,43929600,42086400,17719296,63758336,38563840,9646080,45543424,3063808,8904704,52,134,6,332,8,44,60,6,580,90,36,0,0,0,0.0003373001115656377,0.0025094856826500837,0.023369565217391305,0.0015157576348912088,0.0027547169811320753,0.02624089253187614,0.0022471910112359553,0.00032319302080192945,0.0034237379162191197,0.00039406779661016955,0.003480947255113024,0.3469160762321702,0.6678571428571427,0.0044505220021465505,0.004581132075471698,0.44078125000000035,0.004449438202247191,0.0032619916579770605,0.00804783393501806,0.003910387596899225
1692610297,1.0019206731315098,5.8204091550849055,0.9662636000425576,6.657343175980822,0.6637925558259233,14.67938849594457,6.200382714040906,0.354068004862484,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40898560,11431936,43929600,42086400,17719296,63758336,38563840,9646080,45543424,3063808,8904704,72,116,4,386,4,76,52,6,688,84,40,0,0,0,0.0003373001115656377,0.002509744578176912,0.023369565217391305,0.0015157576348912088,0.002736363636363636,0.02619877942458588,0.0022471910112359553,0.0003214124208622249,0.0034415584415584417,0.00039406779661016955,0.003480947255113024,0.3469391870242468,0.6678571428571427,0.0044505220021465505,0.004576363636363636,0.43756188118811884,0.004449438202247191,0.0032278995189738116,0.008178181818181815,0.003910387596899225
1692610298,1.0019206731315098,5.8204091550849055,0.9479040989951377,6.657343175980822,0.6637925558259233,14.67938849594457,6.200382714040906,0.354068004862484,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40898560,11431936,43929600,42086400,17719296,63758336,38563840,9646080,45543424,3063808,8904704,38,96,8,276,8,44,38,4,458,62,36,0,0,0,0.0003424427782162589,0.002509993198361067,0.023369565217391305,0.0015441319107662459,0.002736363636363636,0.02619877942458588,0.0022471910112359553,0.00032333433825746153,0.0034475675675675675,0.00039406779661016955,0.003545415318230853,0.34696137908010277,0.6678571428571427,0.004462153249272549,0.004576363636363636,0.43756188118811884,0.004449438202247191,0.0032651919323357205,0.008256944444444443,0.003910387596899225
1692610299,1.0019206731315098,5.464775341335053,0.9295445979477176,6.657343175980822,0.6637925558259233,14.67938849594457,6.200382714040906,0.3834344653933551,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40787968,11431936,43929600,42086400,17719296,63758336,39059456,9646080,45543424,3063808,8904704,86.266,152,2,526,2,66,72,6,874,112,52,0,0,0,0.0003399887514060742,0.0025102321430371982,0.023369565217391305,0.0015441319107662459,0.002736363636363636,0.02619877942458588,0.0022413793103448275,0.00032333433825746153,0.0034475675675675675,0.00039406779661016955,0.0035149473684210524,0.3469827061173354,0.6678571428571427,0.004462153249272549,0.004576363636363636,0.43756188118811884,0.004448275862068966,0.0032651919323357205,0.008256944444444443,0.003910387596899225
1692610300,1.0019206731315098,5.464775341335053,0.9111850969002975,6.657343175980822,0.6637925558259233,14.67938849594457,6.200382714040906,0.3834344653933551,7.10738504593441,4.928957689890801,0.31422923115383705,0.9089220466155694,91619328,40787968,11431936,43929600,42086400,17719296,63758336,39059456,9646080,45543424,3063808,8904704,70,116,4,392,4,70,58,4,556,76,24,0,0,0,0.00034414853713428357,0.002431670004276346,0.02295,0.0015743044345266353,0.002736363636363636,0.024723441615452153,0.00211731843575419,0.00032586726444215787,0.0034686327077747985,0.0003920985556499575,0.0035659617321248727,0.24399083071686523,0.5673913043478276,0.004464362358750355,0.004576363636363636,0.40341269841269833,0.004423463687150838,0.0033104462972045104,0.008324758842443727,0.003900598802395209
1692610301,1.0019206731315098,5.464775341335053,0.8928255958528775,6.657343175980822,0.6637925558259233,14.67938849594457,6.200382714040906,0.3834344653933551,7.10738504593441,4.868928439879454,0.31422923115383705,0.9089220466155694,91619328,40787968,11431936,43929600,42086400,17719296,63758336,39059456,9646080,45543424,3063808,8904704,54,106,4,254,4,42,52,4,520.485,74,20,0,0,0,0.00034414853713428357,0.002338679286121249,0.02265923566878981,0.001578219696969697,0.0027375565610859728,0.024120553359683796,0.002145945945945946,0.00032608059631997216,0.0034686327077747985,0.00039464740866610023,0.0035659617321248727,0.19770988650035196,0.04984756097560975,0.004464734848484849,0.004576470588235294,0.35224103585657396,0.004429189189189189,0.003314108053262549,0.008324758842443727,0.003912941176470589
