time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702372792,2.3150714027476473,8.490865904880692,1.411762934130347,15.682407976088086,0.8843066697711838,17.413902906835993,11.30942844925881,0.6363471097201774,7.980195583984251,7.63086945817471,0.5464165220274206,1.252079114060412,93052928,49303552,10129408,99823616,41611264,15835136,54116352,29593600,9084928,44363776,3002368,8400896,38.904,60,0,115.702,0,22,30,0,314,46,14,0,0.003182500088251287,0.005455,0.06733870967741935,0.003962197373562772,0.003162682817036049,0.0970293933708568,0.0032842639593908627,0.002368323246448268,0.008301722179314824,0.002767619047619048,0.004970636235104018,0.012636929460580908,0.2125,0.05169837287939867,0.0048928290706648885,0.23212199630314234,0.005982142857142858,0.00475659391487875,0.0212904254062494,0.004630730158730159
1702372793,2.3150714027476473,8.490865904880692,1.411762934130347,15.682407976088086,0.8843066697711838,17.489608949094972,11.30942844925881,0.6363471097201774,7.980195583984251,6.4847739679825445,0.5464165220274206,1.252079114060412,93052928,49303552,10129408,99823616,41611264,15835136,54116352,29593600,9084928,44363776,3002368,8400896,44,106,6,260,8,46,46,6,622,80,38,0,0.0031824606488917444,0.005455,0.06733870967741935,0.003962168588467425,0.00316267942583732,0.09549101412066752,0.0032842639593908627,0.002368325713792805,0.008301711309523811,0.002781012658227848,0.004970575008030839,0.012636929460580908,0.2125,0.05169820316464857,0.004892822966507177,0.22981955762514553,0.005982142857142858,0.00475659449667903,0.021290404040404047,0.004635189873417721
1702372794,2.3150714027476473,7.643891740551748,1.411762934130347,15.682407976088086,0.8843066697711838,17.489608949094972,11.30942844925881,0.6363471097201774,7.980195583984251,7.816787051505054,0.5464165220274206,1.252079114060412,93052928,49303552,10129408,99823616,41611264,15835136,54116352,29593600,9084928,44363776,3002368,8400896,64,120,4,442.429,4,72,70,4,660,78,46,0,0.0031824606488917444,0.005455,0.06733870967741935,0.003962174345859971,0.00316267942583732,0.09363995142683666,0.0032842639593908627,0.002368325713792805,0.008301711309523811,0.002781012658227848,0.004970575008030839,0.012636929460580908,0.2125,0.051698237109965614,0.004892822966507177,0.22884468976018266,0.005982142857142858,0.00475659449667903,0.021290404040404047,0.004635189873417721
1702372795,2.3150714027476473,7.797451380162655,1.411762934130347,15.682407976088086,0.7045575083462218,17.489608949094972,11.30942844925881,0.6363471097201774,7.980195583984251,7.816787051505054,0.5464165220274206,1.252079114060412,93052928,49303552,10129408,99823616,41611264,15835136,54116352,29593600,9084928,44363776,3002368,8400896,60,74,0,294,0,44,42,0,472,58,10,0,0.003179993308798929,0.0054441982272361005,0.0625,0.003909353036583169,0.003127659574468085,0.09363995142683666,0.0032222222222222222,0.0023251330345812494,0.008301673262315703,0.0027750642673521854,0.004966811642689863,0.012656726768377256,0.2085454545454545,0.04905433287482806,0.004829787234042554,0.22884468976018266,0.005,0.004745915675818892,0.021290329252851393,0.004631105398457583
1702372796,2.3150714027476473,7.951011019773563,1.411762934130347,15.682407976088086,0.7656083975989755,17.489608949094972,11.30942844925881,0.6363471097201774,7.980195583984251,7.816787051505054,0.5464165220274206,1.252079114060412,93052928,49303552,10129408,99823616,41611264,15835136,54116352,29593600,9084928,44363776,3002368,8400896,54,86,0,242.7,0,42,46,0,526,70,20,0,0.003173968660057563,0.005220741357767597,0.05942622950819673,0.0038527687793201374,0.003136585365853658,0.09363995142683666,0.0032233502538071067,0.0023255080588647516,0.008301711309523811,0.002777636594663278,0.004955100735529262,0.011942731277533042,0.20609090909090919,0.04787420520097929,0.004845853658536585,0.22884468976018266,0.0050227272727272725,0.004745830413454801,0.021290404040404047,0.0046307496823379925
1702372797,2.3150714027476473,9.213578376654443,1.411762934130347,15.682407976088086,0.7810661258250842,17.489608949094972,11.30942844925881,0.6363471097201774,7.980195583984251,7.816787051505054,0.5636728661165173,1.252079114060412,93052928,49303552,10129408,99823616,41611264,15835136,54116352,29593600,9084928,44363776,3002368,8400896,60,106,8,332,12,46,48,6,546,74,26,0,0.003160941475826972,0.005052498950020999,0.052822580645161286,0.003760173448965977,0.003136585365853658,0.09035374554102259,0.0032233502538071067,0.002308800555459121,0.008148215586307357,0.002779477374123646,0.004931424936386769,0.01058346839546191,0.197,0.04408989598811297,0.004845853658536585,0.224810989867498,0.0050227272727272725,0.004703245964242318,0.020703804347826094,0.0046354365838113445
1702372798,2.3150714027476473,9.213578376654443,1.411762934130347,15.682407976088086,0.796523854051193,17.69336662043459,11.30942844925881,0.6363471097201774,8.227434850309987,7.816787051505054,0.5636728661165173,1.0964195952011597,93052928,49303552,10129408,99823616,41611264,15720448,54116352,29593600,9084928,44363776,3002368,8400896,38,86,0,224,0,28,34,0,366,46,16,0,0.003160941475826972,0.005052498950020999,0.052822580645161286,0.003760173448965977,0.003136585365853658,0.08861009732360095,0.0032233502538071067,0.002308800555459121,0.008148215586307357,0.0027898782831518253,0.004931424936386769,0.01058346839546191,0.197,0.04408989598811297,0.004845853658536585,0.2222527927182457,0.0050227272727272725,0.004703245964242318,0.020703804347826094,0.004633824471492633
1702372799,2.3150714027476473,9.213578376654443,1.411762934130347,15.682407976088086,0.927463693566522,17.69336662043459,11.30942844925881,0.6363471097201774,8.227434850309987,7.816787051505054,0.5636728661165173,1.0921108512235311,93052928,49303552,10129408,99823616,41611264,15720448,54116352,29593600,9084928,44363776,3002368,8400896,62,108,0,444,0,54,62,0,536,70,26,0,0.003160941475826972,0.005052498950020999,0.052822580645161286,0.0037601570319607527,0.003136585365853658,0.08708043981481481,0.0032233502538071067,0.002308800555459121,0.008148215586307357,0.0027898782831518253,0.004931424936386769,0.01058346839546191,0.197,0.04408986367225363,0.004845853658536585,0.2213818993506493,0.0050227272727272725,0.004703245964242318,0.020703804347826094,0.004633824471492633
1702372800,2.3150714027476473,9.213578376654443,1.411762934130347,15.682407976088086,0.927463693566522,17.69336662043459,11.30942844925881,0.6363471097201774,8.227434850309987,7.816787051505054,0.5636728661165173,1.0710158881091165,93052928,49303552,10129408,99823616,41611264,15720448,54116352,29593600,9084928,44363776,3002368,8400896,44,110,8,356.667,8,40,48,8,620,74,48,0,0.0031701134089392926,0.005053684210526316,0.05043103448275862,0.0037349845852298457,0.003136842105263158,0.08708043981481481,0.0032105263157894736,0.002272574437021634,0.008148215586307357,0.002786545924967658,0.004945697131420947,0.01057804878048782,0.19607142857142856,0.04299521617213476,0.004846315789473684,0.2213818993506493,0.0049789473684210515,0.004699296553554838,0.020703804347826094,0.004631824062095731
1702372801,2.3150714027476473,9.213578376654443,1.411762934130347,15.682407976088086,0.927463693566522,17.69336662043459,11.30942844925881,0.6363471097201774,8.227434850309987,7.816787051505054,0.5636728661165173,1.0499209249947024,93052928,49303552,10129408,99823616,41611264,15720448,54116352,29593600,9084928,44363776,3002368,8400896,69.857,126,12,387.183,12,68,68,12,686,90,56,0,0.0031609221492379298,0.004958680439853382,0.04977477477477477,0.003665943690942291,0.0031470588235294117,0.08708043981481481,0.003201005025125628,0.002273562812071937,0.008148215586307357,0.002789002557544757,0.004932571056603327,0.01020000000000002,0.1928571428571429,0.04120500930958684,0.004864705882352942,0.2213818993506493,0.004961809045226131,0.004699332773629094,0.020703804347826094,0.004631457800511509
