time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692604915,1.0690615948814057,6.124579695738903,0.9060853858339001,6.896304546007643,0.6252652473030746,14.752094749962726,6.254860016969363,0.3817743158588842,7.053509384715663,4.726119764173055,0.3163917176709703,0.9279609871292629,88670208,41168896,11001856,44781568,41926656,20115456,56434688,34922496,9084928,44920832,3063808,8802304,50,102,6,280,6,36,52,6,486,66,28,0,,0,0.0003265195369030391,0.001863009397859982,0.023573103507839543,0.0013052932868537499,0.0026782348061671407,0.020484541223404255,0.0017181008632556102,0.000302284038573661,0.0032260956175298805,0.0003675318820437372,0.0032958579881656805,0.004446559189100693,2.3260067611498565,0.004315942602231682,0.004575406709108396,0.06449579831932774,0.004370809921210807,0.0027010334089198835,0.005095628415300551,0.0037544511059192905
1692604916,1.0690615948814057,6.124579695738903,0.9060853858339001,6.896304546007643,0.6252652473030746,14.752094749962726,5.243450873301813,0.3817743158588842,7.072524994568365,4.726119764173055,0.31598683044418263,0.9279609871292629,88670208,41168896,11001856,44781568,41926656,20115456,56434688,34922496,9359360,44920832,3186688,8802304,58,102,2,332,2,58,60,2.012,558,82,34,0,,0,0.0003260202239075479,0.001968780763013943,0.023116880408126213,0.00131681075920156,0.0027035716367427467,0.020543856595892796,0.0018453311387738912,0.0003030606865897207,0.0032385824806588476,0.0003625536020237662,0.00328456057007126,0.004466029531374145,2.019191016110094,0.004320140406516304,0.004578801604328121,0.06509385665529009,0.004393548642914402,0.002728383337850632,0.005377237851662416,0.003716515047264785
1692604917,1.0690615948814057,6.543931791355057,0.9060853858339001,6.896304546007643,0.6252652473030746,14.752094749962726,6.263703832562342,0.3817743158588842,7.072524994568365,4.726119764173055,0.31598683044418263,0.9279609871292629,88670208,41168896,11001856,44781568,41926656,20115456,56434688,34922496,9359360,44920832,3186688,8802304,46,102,4,204,4,30,44,2,474,70,22,0,,0,0.0003260202239075479,0.0018791629892823366,0.02311726863404779,0.0014379159198202672,0.0026469955596784343,0.020603015075376888,0.0018450619318692266,0.000301648402278376,0.003247856586126267,0.00036254119842976705,0.00328456057007126,0.00444757212570634,2.0193605795597587,0.004336587858041981,0.004565968444353391,0.06533546325878595,0.004393492177791048,0.002676806189222118,0.005569230769230778,0.003716415820525581
1692604918,1.0690615948814057,6.543931791355057,0.9060853858339001,6.896304546007643,0.49121757011818445,12.64934755551943,6.263703832562342,0.3817743158588842,7.072524994568365,4.726119764173055,0.31598683044418263,0.9279609871292629,88670208,41168896,11001856,44781568,41926656,20115456,56434688,34922496,9359360,44920832,3186688,8802304,76,132,10,454,10,76,64,12,734,92,40,0,,0,0.0003260202239075479,0.0018791456835997279,0.02311764028364761,0.001285483535881164,0.002646933965194761,0.020603015075376888,0.001844804191926746,0.0003035033077300986,0.0032361932938856012,0.0003625293284847676,0.00328456057007126,0.0044475694848158265,2.019522857512078,0.0043084887471012195,0.004565956226224728,0.06533546325878595,0.004393438117819357,0.0027439829504229186,0.005325255102040819,0.003716320842485636
1692604919,1.0690615948814057,6.543931791355057,0.9060853858339001,6.896304546007643,0.5014001444868373,14.840952125120237,6.263703832562342,0.3817743158588842,7.072524994568365,4.726119764173055,0.2607660258121395,0.9279609871292629,88670208,41168896,11001856,44781568,41926656,20107264,56434688,34922496,9359360,44920832,3186688,8802304,64,178,10,358,10,66,80,12,884,112,66,0,,0,0.00032398141529664043,0.0018791291062967056,0.02311799639638859,0.001285467239307503,0.002646874945977055,0.020603015075376888,0.0018396821240348994,0.00030350270503933245,0.0032361932938856012,0.0003625179584746564,0.0032483091787439606,0.004447566955077864,2.019678309637151,0.004308485775929954,0.004565944518936144,0.06533546325878595,0.004393178890640634,0.0027439617048894923,0.005325255102040819,0.003716229845982855
1692604920,1.0141659691124172,6.543931791355057,0.9060853858339001,6.984967095994368,0.5115827188554902,14.840952125120237,6.2956355036748874,0.3817743158588842,7.072524994568365,3.791494226719086,0.2659771253377665,0.9279609871292629,88670208,41168896,11001856,39686144,41926656,20107264,56434688,34922496,9359360,44920832,3186688,8802304,68,106,0,392,0,54,60,2,530,80,18,0,,0,0.00032398141529664043,0.0018791132123358598,0.023118337926603335,0.0012854516146633378,0.00264681834382465,0.020603015075376888,0.001737868024745031,0.00030350212720898855,0.0032361932938856012,0.0003699636930783684,0.0032483091787439606,0.004447564529619628,2.0198273577318,0.00430848292726405,0.004565933291106321,0.06533546325878595,0.004372046168298682,0.002743941335265469,0.005325255102040819,0.0037715101650197752
1692604921,1.0141659691124172,6.543931791355057,0.9060853858339001,6.984967095994368,0.6109544621191739,14.840952125120237,6.2956355036748874,0.3817743158588842,7.0573117012652276,3.87023843437896,0.2711882248633936,0.9268133011955895,88670208,41168896,11001856,39686144,41926656,20107264,56434688,34922496,9359360,44920832,3186688,8785920,56,100,0,284,0,46,52,0,600,80,28,0,,0,0.0003210479573712256,0.001939119474113849,0.021974831223268453,0.0012883180626959481,0.0026933123408834623,0.020174753987105533,0.0018517668226727816,0.00030034136172692687,0.0032148275018350873,0.00036868376284320903,0.0031925000000000013,0.004416291360990377,1.5796374356983203,0.004299004674878488,0.0045738156629103665,0.05596491228070181,0.004392611056809075,0.00262551663286143,0.004986689503303158,0.0037717847064105076
1692604922,1.0141659691124172,6.543931791355057,0.9060853858339001,6.984967095994368,0.6109544621191739,14.840952125120237,6.2956355036748874,0.3817743158588842,7.0573117012652276,3.948982642038833,0.31266597153762193,0.9268133011955895,88670208,41168896,11001856,39686144,41926656,20107264,56434688,34922496,9359360,44920832,3186688,8785920,80,132,4,354,4,54,68,2,757.746,102,28,0,,0,0.0003210479573712256,0.0018607001306324479,0.021975046778144786,0.0014342477656921863,0.0026518297218626695,0.02020751953125,0.0018515410971660638,0.0002982623596138082,0.0032102009273570326,0.00036867227642252117,0.0031925000000000013,0.004400798175828578,1.579821578977187,0.004328819918929692,0.0045642213836623495,0.05575833333333327,0.004392564149947679,0.0025398041695598953,0.004978361669242659,0.0037717028095444077
1692604923,1.0141659691124172,6.543931791355057,0.9060853858339001,6.984967095994368,0.6109544621191739,14.843536945549957,6.2956355036748874,0.3817743158588842,7.0573117012652276,4.724652459592418,0.31266597153762193,0.9268133011955895,88670208,41168896,11001856,39686144,41926656,20107264,56434688,34922496,9359360,44920832,3186688,8785920,60,84,4,322,4,68,46,6,544,62,20,0,,0,0.0003210479573712256,0.0018606839577480956,0.021975254016717207,0.0012810681354171523,0.002651777612076222,0.02020751953125,0.0018513240578329855,0.0003000934545699138,0.0032032819005633115,0.0003686612361980278,0.0031925000000000013,0.0044007951227271825,1.5799985796682905,0.004297859003455623,0.0045642113135010865,0.05575833333333327,0.004392519048115539,0.002615672060639394,0.004965907421013961,0.003771624079058253
1692604924,1.0292974830549706,6.543931791355057,0.9060853858339001,6.984967095994368,0.5118474657890753,14.843536945549957,6.2956355036748874,0.3656356479303825,7.0573117012652276,4.724652459592418,0.31266597153762193,0.9416044207985913,88440832,41168896,11001856,39686144,41926656,20107264,56434688,35291136,9359360,44920832,3186688,8785920,58,106,6,326,6,54,58,8,614,80,42,0,,0,0.00032099644128113873,0.0018606684007088376,0.021975453411153298,0.0012810531611983822,0.0026517274740200914,0.02020751953125,0.0018570422581259286,0.00030009291231901586,0.0032032819005633115,0.0003686506166659844,0.003191478696741854,0.004400792185884427,1.580168845437589,0.004297856207979072,0.004564201624374628,0.05575833333333327,0.004394965433686734,0.0026156502755305218,0.004965907421013961,0.0037715483348019076
1692604925,1.0292974830549706,6.543931791355057,0.9060853858339001,6.984967095994368,0.5932659930034595,14.843536945549957,6.2956355036748874,0.3656356479303825,7.0573117012652276,4.724652459592418,0.31266597153762193,0.9416044207985913,88440832,41168896,11001856,39686144,41926656,20107264,56434688,35291136,9359360,44920832,3186688,8785920,56,58,0,256,0,48,36,0,366,50,8,0,,0,0.00032099644128113873,0.0018606534249958656,0.02197564539854074,0.0012810387466655995,0.0026516791978626678,0.02020751953125,0.0018097149106814014,0.00030009239034449887,0.0032032819005633115,0.00037650834358553373,0.003191478696741854,0.004400789358783881,1.5803327535066705,0.004297853516988042,0.004564192295058131,0.05575833333333327,0.00438499180522894,0.0026156293045867967,0.004965907421013961,0.0038241699572116278
1692604926,1.0292974830549706,6.543931791355057,0.9060853858339001,6.984967095994368,0.5932659930034595,14.843536945549957,6.2956355036748874,0.3656356479303825,7.0573117012652276,4.724652459592418,0.31266597153762193,0.9416044207985913,88440832,41168896,11001856,39686144,41926656,20107264,56434688,35291136,9359360,44920832,3186688,8785920,74,120,8,362,8,60,64,4,718,94,32,0,,0,0.00032036511875221555,0.0019667988403614,0.02122402320136969,0.001289651887054413,0.002647978874895462,0.020168586919688244,0.001874364505173022,0.0002995652708907958,0.0031959921798631477,0.00037066180251093194,0.003178841309823679,0.004420547331581787,0.047407518917834165,0.004298725306788491,0.004563807646974251,0.05470238095238092,0.004396664684877036,0.0025943757521093964,0.004952785923753666,0.0037855193467979634
