time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702361771,2.0488607295121968,9.081180623390356,1.357043485019253,11.41882791259674,0.9250199928914312,18.587733781899587,10.972749849488196,0.5487375852578626,8.979789058279263,7.023615780307013,0.5986702583568023,1.2519038754442424,97738752,53587968,11374592,74149888,42278912,16478208,63897600,37969920,9195520,46669824,3022848,8790016,48.513,104,8,378,6,64,50,8,520,66,46,0,0,0.0031399474375821295,0.0035660215053763445,0.04023876404494382,0.002927181102362205,0.0031628959276018102,0.06676944971537002,0.0031009174311926605,0.0021879916524537267,0.0062347493109437815,0.002104883907125701,0.004934954007884363,0.008056074766355142,0.0763095238095238,0.004807974803149607,0.004893212669683259,0.1983725247524753,0.004781651376146789,0.00466738875544359,0.009864519571755874,0.004502962369895917
1702361772,2.0488607295121968,9.081180623390356,1.1402679058670384,11.41882791259674,0.9250199928914312,12.593787499999962,8.3705081376813,0.4400924428679136,8.979789058279263,7.023615780307013,0.5986702583568023,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16478208,63897600,37969920,9195520,46669824,3022848,9080832,66,114.257,4,364,3.976,64,60,4,666,82,40,0,0,0.003149417207406006,0.003602552816901409,0.03990384615384615,0.002932554657082959,0.0031516632069786563,0.06704341987466428,0.0030913242009132417,0.002236248206287777,0.0063052405162299565,0.0021399797171349987,0.00494934972321648,0.008176879084967321,0.07320512820512819,0.004811536388140162,0.0048729937725615815,0.19805029585798814,0.004764383561643836,0.004674200982736879,0.009889910050840828,0.004512018365646391
1702361773,2.0488607295121968,9.081180623390356,1.321939052163535,11.41882791259674,0.9250199928914312,12.593787499999962,8.549994117132396,0.44886968618650214,8.979789058279263,6.90792581025189,0.5986702583568023,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16478208,63897600,37969920,9195520,46669824,3022848,9080832,60,126,4,460,4,58.233,66,2,619.951,81.951,40,0,0,0.0031409162717219593,0.0035921904364167884,0.03984375,0.0029327038010996892,0.0031619047619047616,0.06704341987466428,0.003105263157894737,0.002196916244441125,0.006344625647747562,0.0022194835616034924,0.004936556082148499,0.00815138339920949,0.0725,0.004811068611044705,0.004891428571428572,0.19805029585798814,0.004789473684210527,0.004663785961137337,0.009898816648571174,0.004528506564417191
1702361774,2.0488607295121968,9.081180623390356,1.321939052163535,11.41882791259674,0.9504350194950169,18.538577487913955,8.729480096583492,0.5266345991153097,8.977024213665496,6.90792581025189,0.600449416530046,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16678912,63897600,37969920,9359360,46669824,3022848,9080832,66,106,8,352.945,8,60,54,8,671.746,79.746,46,0,0,0.0031409162717219593,0.0035921904364167884,0.03984375,0.0029327240837934863,0.003153153153153153,0.06690093708165998,0.003105263157894737,0.0022041613061911888,0.006302148813682214,0.002158817302900717,0.004936556082148499,0.00815138339920949,0.0725,0.004811081469960856,0.0048756756756756755,0.19779464285714285,0.004789473684210527,0.004664365999061246,0.009883788176951566,0.004513945484827141
1702361775,2.0488607295121968,9.081180623390356,1.321939052163535,11.231449660466062,0.9411324468450312,18.538577487913955,8.908966076034586,0.5266345991153097,8.977024213665496,6.90792581025189,0.600449416530046,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16678912,63897600,37969920,9359360,46669824,3022848,9080832,52,88,0,246,0,37.773,50,0,416,64,22.016,0,0,0.0031409162717219593,0.0035921904364167884,0.03984375,0.0029327038010996892,0.003153153153153153,0.06690091917405436,0.003105263157894737,0.0022041999824268525,0.006301879404855128,0.002158817302900717,0.004936556082148499,0.00815138339920949,0.0725,0.004811068611044705,0.0048756756756756755,0.197794613962728,0.004789473684210527,0.00466437044196468,0.00988371182458888,0.004513945484827141
1702361776,2.0488607295121968,9.081180623390356,1.321939052163535,11.231449660466062,0.9411324468450312,18.538577487913955,9.088452055485682,0.5266345991153097,8.977024213665496,6.90792581025189,0.600449416530046,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16678912,63897600,37969920,9359360,46669824,3022848,9080832,36,74,0,216,0,36,44,0,396.77,54.77,21.78,0,0,0.003116568434839555,0.0035763004532700197,0.03956117021276596,0.0029205587079877784,0.0031531589746322747,0.0669200187090739,0.0031095890410958904,0.002146253217459952,0.00624512073453874,0.002116747227430408,0.0048957432874918135,0.00810690235690236,0.06985714285714283,0.004803604165367588,0.004875686154338094,0.1981420595533498,0.004797260273972603,0.004634547980772116,0.00985745399088643,0.004498946451074934
1702361777,2.0488607295121968,9.081180623390356,1.155029558616198,11.231449660466062,0.9411324468450312,18.538577487913955,8.028048888888609,0.5266345991153097,8.977024213665496,6.90792581025189,0.600449416530046,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16678912,63897600,37969920,9359360,46669824,3022848,9080832,64,98,0,296,0,44,60,0,490,74,16,0,0,0.0030997067448680356,0.0036003513394817746,0.0392578125,0.0029310921359049385,0.0031502391335771064,0.06677897574123991,0.0031004566210045665,0.0021903132403264013,0.006286750294002353,0.002147199308677015,0.004863929618768328,0.00818888888888889,0.06596774193548385,0.004809016540275871,0.004870430440438791,0.19788059701492544,0.004780821917808219,0.004637834517855575,0.009859466875735006,0.004504998271782119
1702361778,2.0488607295121968,9.081180623390356,1.1329972410801392,11.231449660466062,0.9411324468450312,18.538577487913955,8.028048888888609,0.5266345991153097,8.977024213665496,6.90792581025189,0.600449416530046,1.2587735218263527,97738752,53587968,11374592,74149888,42278912,16678912,63897600,37969920,9359360,46669824,3022848,9080832,68,98,4,310,3.988,54,50,4,594.055,76.055,25.944,0,0,0.0030918750000000004,0.003586387434554974,0.0391875,0.002931190745930475,0.0031502366532326718,0.06677897574123991,0.0030969162995594718,0.0021629916700075724,0.006308943089430894,0.0022008400522813745,0.004852375,0.008137530072173221,0.0646774193548387,0.004808717428895116,0.00487042597581881,0.19788059701492544,0.004774449339207049,0.0046293108824446505,0.009861788617886176,0.0045191870140935
1702361779,2.0488607295121968,9.081180623390356,1.1109649235440802,11.38065434150376,0.9411324468450312,18.538577487913955,9.17029766211538,0.5266345991153097,8.977024213665496,6.90792581025189,0.600449416530046,1.2587735218263527,97738752,53587968,11374592,74817536,42278912,16678912,63897600,37969920,9359360,46669824,3022848,9080832,49.644,64,0,171.554,1.992,40,26,2,510,54,16,0,0,0.0030918829562654087,0.003586387434554974,0.0391875,0.00293119580388215,0.003145455856635477,0.06621102575689111,0.0030969162995594718,0.002169525999292536,0.006249012638230648,0.002162611097847062,0.004852385039114566,0.008137530072173221,0.0646774193548387,0.004808720608217794,0.004861820541943859,0.1968844984802433,0.004774449339207049,0.004629731163777856,0.009835900473933653,0.004509521029494102
1702361780,2.0488607295121968,9.081180623390356,1.0889326060080213,11.38065434150376,0.9411324468450312,18.538577487913955,10.713967206352441,0.5266345991153097,7.257862804400733,6.891420792354208,0.600449416530046,1.2258051472337295,97738752,53587968,11374592,74817536,42278912,16678912,63836160,37969920,9359360,46665728,3022848,9080832,46,88,0,238,1.988,38.153,44,0,462.053,72.053,29.414,0,0,0.0030918750000000004,0.003586387434554974,0.0391875,0.002931190745930475,0.003145456512210017,0.06621102575689111,0.0030969162995594718,0.002169486054911957,0.006249292419366101,0.002162611097847062,0.004852375,0.008137530072173221,0.0646774193548387,0.004808717428895116,0.00486182172197803,0.1968844984802433,0.004774449339207049,0.004629725892639527,0.009835979925785455,0.004509521029494102
