time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,PassthroughCluster_load,adservice_load,cartservice_load,checkoutservice_load,currencyservice_load,emailservice_load,frontend_load,frontend-external_load,paymentservice_load,productcatalogservice_load,recommendationservice_load,shippingservice_load,adservice_latency,cartservice_latency,checkoutservice_latency,currencyservice_latency,emailservice_latency,frontend_latency,paymentservice_latency,productcatalogservice_latency,recommendationservice_latency,shippingservice_latency,time,PassthroughCluster_error,frontend_error,frontend-external_error
1685301432,2.1569358460568457,4.715399105375549,1.0505890196694532,17.67980153136443,0.8817447581120084,19.112097887290517,15.196039921937526,1.1000233857019985,9.467188146174776,11.713801675257418,0.3666629747952041,0.8862934503325722,101826560.0,59080704.0,12529664.0,39165952.0,42905600.0,24948736.0,186867712.0,35471360.0,10010624.0,51433472.0,3018752.0,9531392.0,0.0,34.0,0.0,0.0,250.0,0.0,16.0,54.0,0.0,346.0,0.0,24.0,0.07662303664921462,0.23499057643918672,0.7666666666666665,0.16542528361332814,0.0046,3.772624434389141,0.02888888888888892,0.17411212188863356,0.21775614754098366,0.045323725482833276,1685301432,0.0,0.0,0.0
1685301433,2.1622764696776473,4.807753183046469,1.0505890196694532,17.67980153136443,0.8817447581120084,19.112097887290517,15.196039921937526,1.3170252452831526,10.621142653819367,11.713801675257418,0.3666629747952041,0.8862934503325722,101773312.0,59080704.0,12529664.0,39165952.0,42905600.0,24948736.0,186867712.0,35471360.0,9605120.0,51433472.0,3018752.0,9531392.0,0.0,6.0,6.0,0.0,242.0,4.0,56.0,8.0,4.0,556.0,76.0,12.0,0.0766230366492147,0.2349907500933319,0.7666666666666667,0.16542538076949106,0.0046,3.772624434389141,0.028888888888888888,0.17411296785874372,0.2177561475409836,0.04532390254690206,1685301433,0.0,0.0,0.0
1685301434,2.1622764696776473,5.5412446602551935,1.0505890196694532,17.67980153136443,0.8817447581120084,19.112097887290517,15.196039921937526,1.3170252452831526,9.560804231251593,11.713801675257418,0.3666629747952041,0.8862934503325722,101773312.0,59080704.0,12529664.0,39165952.0,42905600.0,24948736.0,186867712.0,35471360.0,9605120.0,51433472.0,3018752.0,9531392.0,0.0,6.0,92.0,0.0,130.0,0.0,28.0,44.0,0.0,168.0,56.0,4.0,0.0766230366492146,0.23499091746320283,0.7666666666666665,0.16542547440948824,0.004600000000000001,3.7726244343891393,0.028888888888888905,0.17411378321553625,0.21775614754098363,0.04532407320280363,1685301434,0.0,0.0,0.0
1685301435,2.2510078256202304,4.834628219648706,1.0505890196694532,17.67980153136443,0.7566227276449196,19.112097887290517,15.196039921937526,1.417748983666922,10.809632009254036,11.713801675257418,0.3666629747952041,0.8862934503325722,101773312.0,59080704.0,12529664.0,39165952.0,42905600.0,24948736.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9531392.0,0.0,28.0,68.0,0.0,184.0,0.0,16.0,24.0,0.0,548.0,74.0,24.0,0.07662303664921465,0.2349910788838654,0.7666666666666668,0.1654255647208065,0.004600000000000001,3.772624434389141,0.028888888888888915,0.1741145695911961,0.21775614754098357,0.045324237792233955,1685301435,0.0,0.0,0.0
1685301436,2.2510078256202304,4.742274141977787,1.0505890196694532,17.67980153136443,0.856897986885043,18.933282158358335,15.196039921937526,1.417748983666922,10.809632009254036,11.713801675257418,0.3666629747952041,0.8862934503325722,101773312.0,59080704.0,12529664.0,39165952.0,42905600.0,24948736.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9531392.0,0.0,90.0,58.0,0.0,214.0,0.0,36.0,76.0,4.0,316.0,22.0,28.0,0.08060465116279071,0.3187725882629867,0.7583333333333331,0.16364634240511766,0.004600000000000001,3.77262443438914,0.028333333333333356,0.17963522973597928,0.21966850828729287,0.04537426010884952,1685301436,0.0,0.0,0.0
1685301437,2.2510078256202304,4.649920064306866,1.0505890196694532,17.67980153136443,0.838677584252786,18.5486495631356,15.196039921937526,1.417748983666922,10.809632009254036,11.713801675257418,0.3666629747952041,0.8862934503325722,101773312.0,59080704.0,12529664.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9531392.0,0.0,68.0,100.0,12.0,250.0,6.0,30.0,62.0,2.0,330.0,28.0,16.0,0.08060465116279071,0.318773087088081,0.7583333333333334,0.16364642478996574,0.0046,3.845472440944882,0.028333333333333346,0.17909993536053856,0.2196685082872928,0.0453743990129779,1685301437,0.0,0.0,0.0
1685301438,2.2510078256202304,4.557565986635947,1.0640382064106055,17.67980153136443,0.8386775842527863,18.5486495631356,15.196039921937526,1.417748983666922,10.809632009254036,11.713801675257418,0.3666629747952041,0.8833827191351005,101773312.0,59080704.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9629696.0,0.0,14.0,42.0,0.0,206.0,4.0,8.0,6.0,0.0,590.0,48.0,4.0,0.08060465116279074,0.3187735690797932,0.7583333333333336,0.16364650439447884,0.0046,3.8454724409448824,0.028333333333333342,0.17910059925817023,0.21966850828729287,0.04537453322930871,1685301438,0.0,0.0,0.0
1685301439,2.2510078256202304,4.465211908965027,1.0640382064106055,17.67980153136443,0.8386775842527863,18.5486495631356,17.77868308510739,1.417748983666922,10.809632009254036,10.162894333453336,0.3666629747952041,0.8833827191351005,101773312.0,59080704.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9629696.0,0.0,80.0,72.0,0.0,284.0,0.0,46.0,70.0,0.0,432.0,44.0,36.0,0.08060465116279068,0.31873603929647676,0.7583333333333335,0.16364030556946169,0.0046,3.845472440944882,0.028333333333333356,0.17910423452371116,0.2196685082872928,0.045364081643321626,1685301439,0.0,0.0,0.0
1685301440,2.2510078256202304,4.372857831294107,1.0640382064106055,17.67980153136443,0.8386775842527863,18.5486495631356,17.77868308510739,1.417748983666922,10.809632009254036,9.967664305532377,0.30414112272961863,0.8833827191351005,101773312.0,59080704.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9629696.0,0.0,22.0,60.0,4.0,140.0,4.0,36.0,28.0,4.0,336.0,32.0,12.0,0.08413953488372093,0.317699115044248,0.7999999999999997,0.17394551845342718,0.0046,3.845472440944882,0.028333333333333356,0.18561899438048096,0.2246132596685083,0.04688235294117648,1685301440,0.0,0.0,0.0
1685301441,2.2510078256202304,4.280503753623187,1.0640382064106055,17.67980153136443,0.8386775842527863,18.5486495631356,17.77868308510739,1.417748983666922,10.809632009254036,9.77243427761142,0.26623162145427576,0.8833827191351005,101773312.0,59080704.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9629696.0,0.0,38.0,34.0,0.0,140.0,0.0,52.0,28.0,0.0,442.0,58.0,18.0,0.08324152542372883,0.36340000000000006,0.875,0.173435207823961,0.0046,3.985236220472441,0.03150000000000001,0.1871664397549353,0.22458737864077674,0.04684090909090908,1685301441,0.0,0.0,0.0
1685301442,2.2510078256202304,5.2227352070770445,0.9794851595017794,17.67980153136443,0.8386775842527863,18.5486495631356,17.77868308510739,1.417748983666922,10.809632009254036,12.552496471227714,0.2611626027421154,0.8833827191351005,101773312.0,58974208.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9629696.0,0.0,60.0,68.0,0.0,332.0,0.0,10.0,56.0,0.0,370.0,40.0,34.0,0.08324152542372883,0.36340000000000006,0.875,0.173435207823961,0.0046,3.9439736346516017,0.03150000000000001,0.1874380305602716,0.22458737864077674,0.04684090909090908,1685301442,0.0,0.0,0.0
1685301443,2.2510078256202304,5.2227352070770445,0.9794851595017794,17.67980153136443,0.8386775842527863,18.5486495631356,17.524899701368554,1.417748983666922,10.809632009254036,12.552496471227714,0.25609358402995513,0.8833827191351005,101773312.0,58974208.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3018752.0,9629696.0,0.0,2.0,2.0,0.0,126.0,2.0,28.0,10.0,6.0,142.0,44.0,18.0,0.08324152542372883,0.36340000000000006,0.875,0.173435207823961,0.0046,3.9439736346516017,0.03150000000000001,0.18743221818119019,0.22458737864077674,0.04684090909090908,1685301443,0.0,0.0,0.0
1685301444,2.2510078256202304,5.2227352070770445,0.9794851595017794,17.67980153136443,0.8386775842527863,18.5486495631356,17.524899701368554,1.417748983666922,10.809632009254036,12.552496471227714,0.2857757231173153,0.8833827191351005,101773312.0,58974208.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3022848.0,9629696.0,0.0,66.0,108.0,8.0,264.0,6.0,64.0,28.0,6.0,424.0,112.0,24.0,0.08324152542372883,0.36340000000000006,0.875,0.173435207823961,0.0046,3.9439736346516017,0.03150000000000001,0.1874380305602716,0.22458737864077674,0.04684090909090908,1685301444,0.0,0.0,0.0
1685301445,2.082646323707108,5.2227352070770445,0.9794851595017794,17.67980153136443,0.8386775842527863,18.5486495631356,17.524899701368554,1.417748983666922,10.809632009254036,11.565473953500076,0.2857757231173153,0.8833827191351005,101773312.0,58974208.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3022848.0,9629696.0,0.0,42.0,66.0,0.0,352.0,0.0,18.0,56.0,0.0,582.0,72.0,28.0,0.08646186440677962,0.41320000000000073,0.9178571428571431,0.18279951100244501,0.0046,3.9439736346516017,0.03150000000000001,0.19409507640067913,0.22949029126213594,0.04824999999999999,1685301445,0.0,0.0,0.0
1685301446,2.0975538403003635,5.2227352070770445,0.9794851595017794,17.67980153136443,0.8386775842527863,18.5486495631356,17.524899701368554,1.417748983666922,9.405145530318332,11.79421015035545,0.2857757231173153,0.8833827191351005,101773312.0,58974208.0,12709888.0,39165952.0,42905600.0,25100288.0,186867712.0,35196928.0,9605120.0,51433472.0,3022848.0,9629696.0,0.0,52.0,132.0,6.0,286.0,0.0,36.0,42.0,0.0,474.0,64.0,16.0,0.08609848484848484,0.42966417910447824,0.9733333333333335,0.18417218543046351,0.0046,4.078625235404897,0.032999999999999995,0.19374045801526715,0.23436459909228444,0.048608870967741934,1685301446,0.0,0.0,0.0
