time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,frontend_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702373564,2.0712997596718568,7.069499475130135,1.3992791535867872,11.859032352083943,0.9354727097749896,17.262126054717523,11.847739447182311,0.4492164809997138,6.519988080086181,7.617929864253399,0.45781084529237803,1.1566305065887803,93650944,49352704,10600448,76189696,41766912,16064512,55152640,30154752,8949760,44658688,3006464,8704000,64,132,8,482,8,58,56,8,684,86,60,0,0.003150267211568689,0.0054064039408867,0.05068493150684932,0.003606161913530544,0.003105263157894737,0.08820895522388063,0.0032099447513812157,0.002548428421100791,0.007971565879054865,0.0028491321762349805,0.004943917007230431,0.022894378194207844,0.15454545454545454,0.02221109877020394,0.004789473684210526,0.3865509761388289,0.004977900552486188,0.005181885948565033,0.024450439146800486,0.0046873164218958615
1702373565,2.1188246547219194,7.069499475130135,1.3992791535867872,11.859032352083943,0.9354727097749896,17.262126054717523,11.847739447182311,0.4586675683187719,6.651527410755939,7.690925908083641,0.448862994016573,1.2045985915492914,93650944,49352704,10600448,76189696,41766912,16064512,55152640,30154752,8949760,44662784,3006464,8704000,54,82,4,306,4.012,60,46,4,574,70,36,0,0.003150267211568689,0.0054064039408867,0.05068493150684932,0.00360617198866682,0.003109289617486339,0.08820895522388063,0.0032057142857142857,0.0025933759167258105,0.007971565879054865,0.0028491321762349805,0.004943917007230431,0.022894378194207844,0.15454545454545454,0.022211111111111178,0.004796721311475411,0.3865509761388289,0.0049702857142857135,0.0053980473150582135,0.024450439146800486,0.0046873164218958615
1702373566,2.1188246547219194,7.069499475130135,1.3992791535867872,11.859032352083943,0.9354727097749896,17.262126054717523,11.847739447182311,0.46811865563782995,6.783066741425698,7.690925908083641,0.4636477527473727,1.2045985915492914,93650944,49352704,10600448,76189696,41766912,16064512,55152640,30154752,8949760,44662784,3006464,8704000,50,104,4,252,4.012,34,42,4,496,62,24,0,0.0031475204017576905,0.005244209466263847,0.04987745098039215,0.0035426089561180173,0.0030913705583756348,0.08820895522388063,0.003203208556149733,0.0025295188593343018,0.007971542163243825,0.002849734042553192,0.004938857501569366,0.022806049822064054,0.14274999999999988,0.018485761226725107,0.004764467005076142,0.3865509761388289,0.004965775401069519,0.0051590657034281265,0.024450414698979267,0.004686968085106383
1702373567,2.1188246547219194,7.069499475130135,1.3355711153002694,11.859032352083943,0.9354727097749896,14.344826751470263,11.847739447182311,0.4775697429568882,7.892359840185556,7.690925908083641,0.555043052916683,1.2045985915492914,93650944,49352704,10428416,76189696,41766912,16064512,55152640,30154752,8949760,44662784,3006464,8704000,74,102,2,318,4,58,60,2,654,92,26,0,0.003141826168810794,0.005047606793618115,0.04894859813084112,0.0034887069547804026,0.0030913705583756348,0.08643742621015349,0.003203208556149733,0.0025212186146177855,0.007952622673434856,0.002845436375749501,0.00492858487605899,0.022675438596491213,0.12205882352941169,0.014522018469103752,0.004764467005076142,0.38662663755458476,0.004965775401069519,0.005175918979744935,0.02463967611336034,0.004679946702198535
1702373568,2.1188246547219194,7.069499475130135,1.3355711153002694,11.859032352083943,0.9354727097749896,14.057124650558302,11.847739447182311,0.48702083027594645,7.892359840185556,7.690925908083641,0.555043052916683,1.2045985915492914,93650944,49352704,10428416,76189696,41766912,16064512,55152640,30154752,8949760,44662784,3006464,8704000,68,78,2,324,4,60,46,2,574,76,22,0,0.003141826168810794,0.005047606793618115,0.04894859813084112,0.0034887117682964367,0.0030913705583756348,0.08565724815724815,0.003203208556149733,0.0025255960081315837,0.00788135593220339,0.002828494260634707,0.00492858487605899,0.022675438596491213,0.12205882352941169,0.014522072578517203,0.004764467005076142,0.4,0.004965775401069519,0.005150879820292026,0.02431818181818182,0.004678055367994599
1702373569,2.1188246547219194,7.069499475130135,1.3355711153002694,11.859032352083942,0.9354727097749896,17.364614572540166,11.847739447182311,0.5670652391434896,7.892359840185556,7.690925908083641,0.555043052916683,1.2045985915492914,93650944,49352704,10428416,76189696,41766912,16457728,55152640,30154752,8949760,44662784,3006464,8704000,56,118,8,342,8,66,64,8,804,98,64,0,0.003141826168810794,0.005047606793618115,0.04894859813084112,0.0034887262079062956,0.0030913705583756348,0.08484057971014494,0.003203208556149733,0.0025255981146015375,0.007881343631736936,0.002828494260634707,0.00492858487605899,0.022675438596491213,0.12205882352941169,0.01452223489167615,0.004764467005076142,0.3863134657836646,0.004965775401069519,0.005150878488905206,0.024318166780047102,0.004678055367994599
1702373570,2.1188246547219194,7.546282030767851,1.3355711153002694,11.385960144927504,0.9354727097749896,17.364614572540166,11.847739447182311,0.5670652391434896,7.892359840185556,7.690925908083641,0.555043052916683,1.2045985915492914,93650944,49360896,10428416,76189696,41766912,16457728,55152640,30154752,8949760,44662784,3006464,8704000,60.145,112,12,348,12,62,64,8,646,80,36,0,0.003141826168810794,0.005047606793618115,0.04894859813084112,0.0034887262079062956,0.0030937499999999997,0.08484057971014494,0.0031967213114754097,0.002563271898156945,0.00788135593220339,0.002828494260634707,0.00492858487605899,0.022675438596491213,0.12205882352941169,0.01452223489167615,0.0047687499999999996,0.3863134657836646,0.0049540983606557384,0.0053400451637184805,0.02431818181818182,0.004678055367994599
1702373571,2.1188246547219194,7.546282030767851,1.3355711153002694,11.385960144927504,0.9354727097749896,17.364614572540166,9.49359301537072,0.5670652391434896,7.892359840185556,7.690925908083641,0.555043052916683,1.2045985915492912,93650944,49360896,10428416,76189696,41766912,16457728,55152640,30154752,8949760,44662784,3006464,8704000,54,102,0,250.095,0,50,48,0,592.486,82.486,32,0,0.0031388975397072566,0.004913243509694381,0.04793478260869566,0.0034378000884785595,0.003116504854368932,0.08484057971014494,0.0031477832512315273,0.0024910924991902272,0.00788135593220339,0.0028323272971160296,0.004923762067891623,0.02147619047619046,0.09927631578947367,0.010299073665444986,0.004809708737864078,0.3863134657836646,0.004866009852216749,0.0050798949737434285,0.02431818181818182,0.0046823608316566056
1702373572,2.1188246547219194,7.546282030767851,1.3355711153002694,11.385960144927504,0.9354727097749896,17.364614572540166,9.689054084963129,0.5670652391434896,7.892359840185556,7.690925908083641,0.555043052916683,1.2045985915492912,93650944,49360896,10428416,76189696,41766912,16457728,55152640,30154752,8949760,44662784,3006464,8704000,76,126,6,298,8,50,60,6,646,84,28,0,0.0031387604070305273,0.004822929936305733,0.047643442622950824,0.0033994983627116285,0.003116504854368932,0.08291139240506332,0.0031477832512315273,0.0024929245283018867,0.0078112489991993585,0.002837301587301587,0.004922787542399014,0.01907287449392712,0.0980625,0.009389709628120232,0.004809708737864078,0.36232876712328743,0.004866009852216749,0.004985377358490566,0.023400689655172408,0.004685978835978836
1702373573,2.1188246547219194,7.546282030767851,1.3355711153002694,11.385960144927504,0.916944764606791,17.364614572540166,11.727664175544561,0.5670652391434896,7.892359840185556,7.596851206607333,0.555043052916683,1.2045985915492912,93650944,49360896,10428416,76189696,41771008,16457728,55152640,30154752,8949760,44662784,3006464,8704000,44,78,0,204,0,36,36,0,388,50,12,0,0.0031387604070305273,0.004822929936305733,0.047643442622950824,0.003399489100144995,0.003116504854368932,0.0811135982092893,0.0031477832512315273,0.0024984932307830707,0.007749520153550864,0.002824951012410189,0.004922787542399014,0.01907287449392712,0.0980625,0.009389677630702451,0.004809708737864078,0.30701530612244904,0.004866009852216749,0.004984599469257411,0.02313157894736844,0.004686218158066623
