time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692640656,0.8833017913786557,4.109436267545878,0.7990092951346685,5.586283643586602,0.5818152382495391,12.12945698573633,5.266989246799535,0.2853138453888109,5.898923716851792,4.157109613054719,0.3006727560119833,0.8255260633905734,95776768,42663936,14143488,41267200,42307584,19656704,96796672,37580800,9674752,48754688,3084288,9224192,32,56,6,182,6,44,34,6,212,46,32,0,0,0,0,0.0003511056511056511,0.002338541666666667,0.34490740740740744,0.0013536977491961418,0.002563636363636364,1.4384680371726275,0.0017200000000000002,0.175,0.1825023084025854,0.0003825836820083682,0.00361411192214112,0.004886458333333334,0.9785714285714286,0.004369675983180807,0.004512727272727272,2.2903970712475363,0.004344,0.235,0.24850415512465374,0.003891382765531063
1692640657,0.8833017913786557,4.109436267545878,0.7990092951346685,5.586283643586602,0.5818152382495391,12.12945698573633,5.266989246799535,0.350665412486595,5.954567014642913,4.157109613054719,0.3006727560119833,0.8297068268442152,95776768,42663936,14143488,41267200,42307584,19656704,96796672,37376000,9707520,48754688,3084288,9224192,22,80,6,208,6,30,22,6,204,70,32,0,0,0,0,0.0003558290155440415,0.0023378773125608578,0.340909090909091,0.001354299763498303,0.0025714285714285713,1.439090909090909,0.0017401574803149608,0.175,0.1825023084025854,0.00038362970711297074,0.0036583333333333333,0.004880947744238885,0.975510204081633,0.004370168548230158,0.004514285714285715,2.2905034965034967,0.004348031496062992,0.235,0.24850415512465374,0.0038970178926441357
1692640658,0.8833017913786557,4.109436267545878,0.7990092951346685,5.586283643586602,0.5818152382495391,12.426161858983845,5.266989246799535,0.350665412486595,5.954567014642913,4.131686338537623,0.3099495970030518,0.8297068268442152,95776768,42663936,14143488,41267200,42307584,19656704,96796672,37376000,9707520,48754688,3084288,9224192,54,52,0,146,0,42,38,2,222,48,14,0,0,0,0,0.00035019598236158745,0.0023378773125608578,0.340909090909091,0.0013543521266073202,0.002497005988023952,1.439090909090909,0.0017401574803149608,0.175,0.1820455936352509,0.00038362970711297074,0.003605140758873929,0.004880947744238885,0.975510204081633,0.004370178041543028,0.004499401197604791,2.2905034965034967,0.004348031496062992,0.235,0.24768206854345165,0.0038970178926441357
1692640659,0.8833017913786557,4.109436267545878,0.7990092951346685,5.586283643586602,0.5929989312750745,12.426161858983845,5.266989246799535,0.350665412486595,5.954567014642913,4.131686338537623,0.3099495970030518,0.8297068268442152,95776768,42663936,14143488,41267200,42307584,19656704,96796672,37376000,9707520,48754688,3084288,9224192,22,66,0,204,0,28,28,0,228,72,24,0,0,0,0,0.00034105630293971103,0.00224915824915825,0.33653846153846156,0.0012207757704569614,0.002497005988023952,1.439413823272091,0.0017401574803149608,0.175,0.18100094876660341,0.00038450782997762853,0.0035052054794520557,0.004776296296296298,0.9625000000000001,0.0043329968119022325,0.004499401197604791,2.2903324584426947,0.004348031496062992,0.235,0.24580170777988616,0.003904862579281184
1692640660,0.8833017913786557,4.109436267545878,0.7990092951346685,5.586283643586602,0.5929989312750745,10.376414684670046,5.266989246799535,0.350665412486595,5.954567014642913,4.131686338537623,0.3099495970030518,0.8297068268442152,95776768,42663936,14143488,41267200,42307584,19656704,96796672,37376000,9707520,48754688,3084288,9224192,50,82,2,214,2,36,48,2,232,70,18,0,0,0,0,0.0003441133720930233,0.002248172863044169,0.32954545454545464,0.001312625250501002,0.002497005988023952,1.4419792833146696,0.0017401574803149608,0.175,0.18075702629193108,0.00038117283950617285,0.003540721649484536,0.004707912297426119,0.9529999999999998,0.004341482965931864,0.004499401197604791,2.290747480403135,0.004348031496062992,0.235,0.245362647325476,0.003882868525896415
1692640661,0.8833017913786557,4.109436267545878,0.7990092951346685,5.586283643586602,0.5929989312750745,12.449500487975664,5.266989246799534,0.350665412486595,5.954567014642913,4.131686338537623,0.3099495970030518,0.8297068268442152,95776768,42663936,14143488,41267200,42307584,19865600,96796672,37376000,9707520,48754688,3084288,9224192,46,68,0,164,0,34,44,0,204,42,22,0,0,0,0,0.0003441133720930233,0.002248172863044169,0.32954545454545464,0.001312625250501002,0.002497005988023952,1.4419792833146696,0.0017679999999999998,0.175,0.18075702629193108,0.00038117283950617285,0.003540721649484536,0.004707912297426119,0.9529999999999998,0.004341482965931864,0.004499401197604791,2.290747480403135,0.0043536,0.235,0.245362647325476,0.003882868525896415
1692640662,0.8833017913786557,4.109436267545878,0.8438757360988268,5.586283643586602,0.5929989312750745,12.449500487975664,5.266989246799534,0.350665412486595,5.954567014642913,4.131686338537623,0.3099495970030518,0.8297068268442152,95776768,42663936,13836288,41267200,42307584,19865600,96796672,37376000,9707520,48754688,3084288,9224192,44,90,4,314,4,36,40,2,206,50,26,0,0,0,0,0.0003465763924374042,0.0022412539329862806,0.31862745098039214,0.0013077502826278104,0.0024749999999999998,1.4409026798307476,0.0017058823529411766,0.175,0.18075702629193108,0.0003780864197530864,0.003567947019867551,0.004704427484750887,0.9387755102040817,0.0043407360884311005,0.004494999999999999,2.2902115655853317,0.0043411764705882355,0.235,0.245362647325476,0.0038594704684317724
1692640663,0.8833017913786557,4.481956795312464,0.8438757360988268,4.707281912268249,0.5929989312750745,12.449500487975664,5.266989246799534,0.350665412486595,5.954567014642913,4.131686338537623,0.3099495970030518,0.8200348571320442,95776768,43040768,13836288,41267200,42307584,19865600,96796672,37376000,9707520,48754688,3084288,8937472,44,100,14,248,14,52,42,10,272,72,42,0,0,0,0,0.0003411495911495912,0.0022438313754898484,0.31862745098039214,0.0013077502826278104,0.0024473684210526317,1.4409026798307476,0.0017058823529411766,0.175,0.17985320551228282,0.0003780864197530864,0.0035062087186261562,0.004704808754604583,0.9387755102040817,0.0043407360884311005,0.004489473684210527,2.2902115655853317,0.0043411764705882355,0.235,0.24373576992210905,0.0038594704684317724
1692640664,0.8833017913786557,4.481956795312464,0.9042997505512091,4.577788522267745,0.5929989312750745,12.449500487975664,5.266989246799534,0.33675863695938646,5.954567014642913,4.131686338537623,0.3099495970030518,0.8200348571320442,95776768,43040768,13836288,41267200,42307584,19865600,96796672,37376000,9707520,48754688,3084288,8937472,52,52,6,184,8,32,40,6,194,24,20,0,0,0,0,0.0003348477406679765,0.002196162752232881,0.31770833333333337,0.0011855892255892258,0.0024473684210526317,1.437075833579227,0.0017058823529411766,0.175,0.1798229263746505,0.0003799323562570462,0.0034249275362318835,0.004674230896460469,0.9456521739130437,0.004322020202020202,0.004489473684210527,2.28953968722337,0.0043411764705882355,0.235,0.2436812674743709,0.0038676923076923077
1692640665,0.8704909592891141,4.481956795312464,0.9042997505512091,4.485750009824625,0.5929989312750745,12.449500487975664,5.131761308855986,0.33675863695938646,5.954567014642913,4.131686338537623,0.3055272777441442,0.8200348571320442,95776768,43040768,13836288,41267200,42307584,19865600,96796672,37376000,9707520,48754688,3080192,8937472,16,66,6,128,6,22,18,4,188,66,18,0,0,0,0,0.0003396338563956253,0.002222842954686531,0.315,0.001305392950554241,0.0024473684210526317,1.4370412196499154,0.0017058823529411766,0.175,0.17974202206978826,0.0003738390092879257,0.0034876494023904385,0.0046541278708876485,0.9395833333333334,0.004339593971852036,0.004489473684210527,2.28944099378882,0.0043411764705882355,0.235,0.24353563972561887,0.003827848101265823
1692640666,0.7250101577179209,4.481956795312464,0.9042997505512091,5.497092590048888,0.5929989312750745,12.449500487975664,5.131761308855986,0.33675863695938646,5.954567014642913,4.131686338537623,0.3055272777441442,0.8200348571320442,95776768,43040768,13836288,43671552,42307584,19865600,96796672,37376000,9707520,48754688,3080192,8937472,34,80,4,232,4,28,38,4,186,56,14,0,0,0,0,0.0003396338563956253,0.002222842954686531,0.315,0.001305392950554241,0.0024473684210526317,1.4370412196499154,0.0016833333333333336,0.175,0.17974202206978826,0.0003738390092879257,0.0034876494023904385,0.0046541278708876485,0.9395833333333334,0.004339593971852036,0.004489473684210527,2.28944099378882,0.004363333333333334,0.235,0.24353563972561887,0.003827848101265823
