time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,productcatalogservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692637084,0.8919027762069475,4.076123793270788,0.6515848215474661,5.706733436225888,0.5417809645390279,11.988180053606156,5.15237817533052,0.3284884325248315,5.65433571047395,4.045524242648893,0.2676855119760029,0.7648083417424267,95387648,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,44,158,0,368,0,24,44,0,106,60,12,0,0,0,0,0.0003388045075943165,0.0019592930494015492,0.544401382193234,0.0015159740310931587,0.0027405072389362363,1.429692039511912,0.002072800858858778,0.17507993104131883,0.18242857142857144,0.0003685026885786259,0.0035015341701534176,0.004698630709724192,1.9794117647058829,0.00441136091797831,0.0045713755690180375,2.2977919814061596,0.004475650545096824,0.23514387587437394,0.2483714285714286,0.0037690861415602844
1692637085,0.8919027762069475,4.076123793270788,0.6391608242382356,5.706733436225888,0.5417809645390279,11.988180053606156,5.15237817533052,0.3284884325248315,5.65433571047395,4.045524242648893,0.2676855119760029,0.7648083417424267,95387648,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,80,82,0,278,0,70,48,0,258,48,20,0,0,0,0,0.00033540056149172363,0.0019587554269175113,0.5444444444444445,0.0014030436917034854,0.002739130434782609,1.429692039511912,0.0020666666666666667,0.1750792632294104,0.18242857142857144,0.0003681318681318681,0.0034559997348096966,0.004698552821997107,1.9794117647058829,0.004395679921453117,0.004571014492753623,2.2977919814061596,0.004474285714285715,0.23514267381293877,0.2483714285714286,0.003766355140186916
1692637086,0.8784202051008547,4.303438488247035,0.6267368269290052,5.706733436225888,0.5526046130146349,11.988180053606156,5.15237817533052,0.3284884325248315,5.65433571047395,4.045524242648893,0.26538562111802966,0.7438131438035168,95383552,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,58,82,4,290,4,54,42,2,228,54,28,0,0,0,0,0.0003354029990627929,0.0019587554269175113,0.5444444444444445,0.0014030436917034854,0.002739130434782609,1.429692039511912,0.0020588235294117644,0.1750792632294104,0.18242857142857144,0.0003745654692931634,0.003456033287101248,0.004698552821997107,1.9794117647058829,0.004395679921453117,0.004571014492753623,2.2977919814061596,0.004474509803921569,0.23514267381293877,0.2483714285714286,0.0038102803738317764
1692637087,0.8784202051008547,4.303438488247035,0.6143128296197746,5.706733436225888,0.5526046130146349,11.988180053606156,4.301955066140144,0.3284884325248315,5.65433571047395,4.045524242648893,0.26538562111802966,0.7438131438035168,95383552,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,46,108,0,296,0,36,42,4,210,74,20,0,0,0,0,0.0003391077361177029,0.001978518518518518,0.5,0.0014249057521585793,0.002731343283582089,1.4218887262079063,0.002,0.17503979684657367,0.1830658105939005,0.00037387133182844245,0.0035044414535666223,0.004777333333333334,1.9107142857142863,0.004410677368357047,0.004570149253731343,2.2952708638360173,0.00443265306122449,0.23507163432383263,0.24951845906902087,0.0038054919908466823
1692637088,0.8784202051008547,4.303438488247035,0.6018888323105441,5.706733436225888,0.5526046130146349,12.051680505078922,4.388899256484431,0.3284884325248315,5.65433571047395,4.045524242648893,0.26538562111802966,0.7438131438035168,95383552,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,56,62,0,234,0,52,44,2,226,54,26,0,0,0,0,0.0003391077361177029,0.001978518518518518,0.5,0.0014249057521585793,0.0027251908396946564,1.4218887262079063,0.002,0.17503981797497153,0.183622085492228,0.00037387133182844245,0.0035044414535666223,0.004777333333333334,1.9107142857142863,0.004410677368357047,0.004569465648854962,2.2952708638360173,0.00443265306122449,0.2350716723549488,0.26044921875000016,0.0038054919908466823
1692637089,0.8784202051008547,4.303438488247034,0.5894648350013137,5.706733436225888,0.5526046130146349,12.051680505078922,5.216651420657214,0.3284884325248315,5.65433571047395,4.045524242648893,0.230637797126309,0.7438131438035168,95383552,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,42,80,4,190,4,34,48,2,210,48,22,0,0,0,0,0.0003446320564516129,0.0019785225520387367,0.49999963462471564,0.0015274442634051017,0.002725202302408743,1.4218887262079063,0.0019998842185809107,0.17503982061605058,0.183622085492228,0.00037387413946071,0.0035706594885598917,0.004777333615969885,1.9107142857142858,0.004430913639061141,0.004569468655956579,2.2952708638360173,0.00443262864473475,0.23507167710889104,0.26044921875000016,0.0038055109441662593
1692637090,0.8784202051008547,4.303438488247034,0.577040837692083,5.706733436225888,0.5526046130146349,12.051680505078922,5.216651420657214,0.3413416541651273,5.65433571047395,4.045524242648893,0.22621470344100844,0.7438131438035168,95383552,40919040,13852672,41844736,42299392,19521536,94568448,36892672,9433088,48574464,3330048,9641984,44,126,8,324,8,40,40,6.079,284,84,30,0,0,0,0,0.00034112595419847323,0.001978518518518518,0.5,0.0013835147364559123,0.0027251908396946564,1.4218887262079063,0.002,0.17503981797497153,0.183622085492228,0.00037387133182844245,0.0035291005291005297,0.004777333333333334,1.9107142857142863,0.004403497615262321,0.004569465648854962,2.2952708638360173,0.00443265306122449,0.2350716723549488,0.26044921875000016,0.0038054919908466823
1692637091,0.8784202051008547,4.303438488247034,0.7724175534037181,4.825629645709934,0.5592197738771746,12.051680505078922,5.216651420657214,0.3413416541651273,5.65433571047395,4.045524242648893,0.22179160975570794,0.7438131438035168,95383552,40919040,13852672,41844736,42295296,19521536,94568448,36892672,9433088,48574464,3330048,9641984,68,78,4,256,4,64,52,4,282,72,36,0,0,0,0,0.00034112595419847323,0.001978521543610455,0.4999997259707395,0.0013835173318208008,0.002725199436667351,1.4218887262079063,0.00201964420976211,0.175039819955748,0.183622085492228,0.00038131233850995723,0.0035291005291005297,0.004777333545307367,1.9107142857142863,0.004403498137757171,0.004569467904164682,2.2952708638360173,0.004435301840708542,0.23507167592034636,0.26044921875000016,0.0038515077545531995
1692637092,0.8784202051008547,4.303438488247034,0.7724175534037181,5.780058972242203,0.5592197738771746,12.051680505078922,5.216651420657214,0.3413416541651273,5.65433571047395,4.045524242648893,0.2173685160704075,0.7438131438035168,95383552,40919040,13852672,41844736,42295296,19521536,94568448,36892672,9433088,48574464,3330048,9641984,38,0,0,236,0,46,40,4,184,4,26,0,0,0,0,0.00034185379837553754,0.0019266353451391405,0.45075757575757586,0.0013956310679611647,0.002735294117647059,1.4192532942898974,0.0020825688073394496,0.1750397757405864,0.18290734824281152,0.0003751396648044693,0.0035377135348226034,0.00466750993856162,1.8277777777777788,0.0044045631067961164,0.004570588235294117,2.2943923865300144,0.004445871559633028,0.23507159633305555,0.2492332268370607,0.0038071588366890385
1692637093,0.8413393515722287,4.303438488247034,0.7724175534037181,5.768459227274563,0.5592197738771746,12.051680505078922,4.395507014950597,0.3413416541651273,5.65433571047395,3.4728802861019434,0.212945422385107,0.7438131438035168,95383552,40919040,13852672,40779776,42295296,19521536,94568448,36892672,9433088,48574464,3330048,9641984,14.085,0,0,274,0,26,4,2,140,16,8,0,0,0,0,0.00034185379837553754,0.0019266353451391405,0.45075757575757586,0.0013956310679611647,0.0027730496453900705,1.4192532942898974,0.0020825688073394496,0.1750398058988551,0.1817019261130407,0.0003751396648044693,0.0035377135348226034,0.00466750993856162,1.8277777777777788,0.0044045631067961164,0.004577304964539007,2.2943923865300144,0.004445871559633028,0.2350716506179392,0.2470634670034733,0.0038071588366890385
