time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702355232,2.1483746753828,7.89257739497846,1.4217736260643212,9.263979377791937,0.9249616284169025,15.628005956307236,10.898340727373029,0.4745208616927241,8.803170370370337,7.12341592519719,0.5825485165721875,1.2077644929262137,95555584,53186560,10739712,103292928,42061824,16429056,56864768,38944768,9166848,45170688,3006464,8560640,20,4,0,126,0,22,2,0,312,4,4,0,0.0032165972444729253,0.0037278040008990785,0.04232594936708861,0.003082617483577565,0.0031159420289855067,0.07513139034878165,0.0030660377358490564,0.002427567567567568,0.007054322876817139,0.0023537735849056603,0.005565573770491804,0.008969411764705884,0.08688679245283018,0.0050201944652206575,0.004808695652173913,0.226381880733945,0.004718867924528302,0.0049016576576576595,0.0163838383838384,0.004614150943396227
1702355233,2.1483746753828,7.89257739497846,1.3698293311252263,9.44872443631179,0.9249616284169025,18.323314642057692,9.393189053416751,0.4745208616927241,8.803170370370337,7.12341592519719,0.5825485165721875,1.0279417795349777,95555584,53186560,10739712,103292928,42061824,16429056,56864768,38944768,9166848,45170688,3006464,8560640,146.937,208,0,394,0,104,116,0,1008.795,136.795,48,0,0.003216600840915357,0.0037278040008990785,0.04232594936708861,0.003082617483577565,0.003115944076383476,0.07613805047006433,0.0030660377358490564,0.002427567567567568,0.007054322876817139,0.002353938412266281,0.005565638345119741,0.008969411764705884,0.08688679245283018,0.0050201944652206575,0.004808699337490257,0.23022303783173353,0.004718867924528302,0.0049016576576576595,0.0163838383838384,0.004614197634734147
1702355234,2.1483746753828,7.89257739497846,1.3698293311252263,9.633469494831646,0.9249616284169025,18.323314642057692,9.211550041293867,0.4745208616927241,8.88240963855417,7.099456777929905,0.5825485165721873,1.2085984953064577,95555584,53186560,10739712,103292928,42061824,16429056,56864768,38944768,9166848,45170688,3006464,8564736,63.849,126,16,356,12,76,62,14,766,80,58,0,0.003216600840915357,0.0037278040008990785,0.04232594936708861,0.003082612788347543,0.0031159420289855067,0.07613805047006433,0.0030660377358490564,0.0024275361647473413,0.007054544094480978,0.0023537735849056603,0.005565638345119741,0.008969411764705884,0.08688679245283018,0.005020133422981611,0.004808695652173913,0.23022303783173353,0.004718867924528302,0.004901657280065476,0.016384717090579787,0.004614150943396227
1702355235,2.1483746753828,7.89257739497846,1.3698293311252263,11.084703511191279,0.9249616284169025,18.323314642057692,9.029911029170982,0.4745208616927241,8.88240963855417,7.099456777929905,0.5825485165721873,1.2085984953064577,95555584,53186560,10739712,103292928,42061824,16429056,56864768,38944768,9166848,45170688,3006464,8564736,56,126,10,294,12,46,60,10,606.373,92.373,42.711,0,0.00323227462303497,0.003780187171878566,0.04222560975609756,0.003111325363157219,0.0031159420289855067,0.078386351975372,0.0030689655172413794,0.0024554866744061696,0.00711744774055237,0.002367584073703079,0.00587191358024692,0.009185692541856924,0.08648148148148148,0.005757452574525757,0.004808695652173913,0.2377414928649836,0.004724137931034482,0.00496463447780799,0.017454266210847436,0.004651418193654441
1702355236,2.1483746753828,6.143901217639533,1.3698293311252263,11.084703511191279,0.9073392631388894,18.323314642057692,8.848272017048101,0.4745208616927241,8.88240963855417,7.099456777929905,0.5825485165721873,1.1796751839592188,95555584,53186560,10739712,103292928,42061824,16429056,56864768,38944768,9166848,45170688,3006464,8564736,56.426,90,4,390,4,56,46,4,442,54,26.028,0,0.0032252401457436236,0.003785816277962875,0.04207848837209302,0.0031274699728787293,0.0031308411214953273,0.07838632102875703,0.003061674008810573,0.0024557687062460223,0.007117692605497483,0.002377847604084839,0.0057140625000000065,0.009137034161490682,0.08590909090909093,0.006032544378698217,0.004835514018691588,0.23774125172751856,0.004711013215859031,0.004964651331939267,0.017455259026687604,0.00465655930871956
1702355237,2.1483746753828,7.305543516253072,1.3698293311252263,11.084703511191279,0.9073392631388894,18.323314642057692,10.823792251757473,0.4745208616927241,8.88240963855417,7.099456777929905,0.5825485165721873,1.1796751839592188,95555584,53186560,10739712,103292928,42061824,16429056,57069568,38944768,9166848,45170688,3006464,8564736,50,72,0,248,0,10,68,0,336,50,10,0,0.0032291495044122556,0.003788181818181818,0.04207848837209302,0.0031274699728787293,0.003135135135135135,0.078386351975372,0.003061674008810573,0.002467283545559892,0.007128670981027,0.002383657587548638,0.005774792192935461,0.009200149925037484,0.08590909090909093,0.006032544378698217,0.004843243243243244,0.2377414928649836,0.004711013215859031,0.004983227627947807,0.01787004155211308,0.0046560311284046686
1702355238,2.1483746753828,7.305543516253072,1.3698293311252263,11.084703511191279,0.9073392631388894,18.323314642057692,10.823792251757473,0.4853431422985905,8.88240963855417,7.099456777929905,0.5825485165721873,1.1796751839592188,95555584,53186560,10739712,103292928,42061824,16429056,57069568,39251968,9166848,45170688,3006464,8564736,58,102,2,306,4,52,54,2,592,78,28,0,0.0032291417019262255,0.003788181818181818,0.04207848837209302,0.0031274699728787293,0.003135135135135135,0.07826255825996893,0.003061674008810573,0.002467283545559892,0.007128670981027,0.002383657587548638,0.0057746689663300205,0.009200149925037484,0.08590909090909093,0.006032544378698217,0.004843243243243244,0.23670380434782604,0.004711013215859031,0.004983227627947807,0.01787004155211308,0.0046560311284046686
1702355239,2.1483746753828,7.305543516253072,1.3698293311252263,11.084703511191279,0.9073392631388894,18.323314642057692,9.162912393573414,0.4973803848869847,8.88240963855417,7.099456777929905,0.5825485165721873,1.1796751839592188,95555584,53186560,10739712,103292928,42061824,16429056,57069568,39251968,9166848,45170688,3006464,8564736,52,86,0,172,0,30,36,0,444,76,8,0,0.00322915340547422,0.003788181818181818,0.04207848837209302,0.0031274699728787293,0.003135135135135135,0.07826255825996893,0.003061674008810573,0.0024672540648560267,0.00712890625,0.002383657587548638,0.005774853801169593,0.009200149925037484,0.08590909090909093,0.006032544378698217,0.004843243243243244,0.23670380434782604,0.004711013215859031,0.004983231901171769,0.017870866141732278,0.0046560311284046686
1702355240,2.1483746753828,7.305543516253072,1.3698293311252263,9.631252554129407,0.9073392631388894,18.323314642057692,10.811731476295986,0.4973803848869847,8.699102728088498,7.099456777929905,0.5825485165721873,1.1796751839592188,95555584,53186560,10739712,103292928,42061824,16429056,57069568,39251968,9113600,45170688,3006464,8564736,62,88,2,308,0,56,40,0,606.156,81.746,22,0,0.0032053643592389177,0.0037611060743427014,0.041525423728813564,0.003099180957256206,0.003135135135135135,0.07718733916623778,0.0030642201834862382,0.0024346505307234704,0.007078690644909463,0.002361962971684421,0.005283905141248836,0.009121340523882896,0.08360000000000002,0.00537235494880546,0.004843243243243244,0.2317956403269754,0.004715596330275229,0.004910010116443385,0.017452200348781303,0.004614021289683329
1702355241,2.090057038712037,7.305543516253072,1.3698293311252263,9.446507495609552,0.9073392631388894,18.323314642057692,10.811731476295986,0.4973803848869847,8.699102728088498,7.099456777929905,0.5825485165721873,1.1796751839592188,95555584,53186560,10739712,103292928,42061824,16429056,57069568,39251968,9113600,45170688,3006464,8564736,62.169,86,0,262,0,44,50,0,490,66,16,0,0.0032101063829787233,0.0037715377849900818,0.04124293939540107,0.003076918137816551,0.003118180658399432,0.07718733916623778,0.0030720714446100025,0.0024342197342272086,0.007078465732087227,0.0023586480072797355,0.005360856269113149,0.009161459741843679,0.08191490008396067,0.004992142498958396,0.004812725185118979,0.2317956403269754,0.004729728600298005,0.00490941778007017,0.017451365187713314,0.004613993605818063
