time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693316948,1.3176089916690796,6.292186223366874,0.922439193357747,6.411243838623316,0.6403790450404148,11.912239352613115,5.7609463550422815,0.3598748204490122,7.492920937940305,4.977303266692481,0.3418126826074162,0.9103420535120688,90615808,52166656,10776576,44933120,42192896,17453056,59006976,40169472,9211904,46460928,3055616,8753152,54.0,92.0,8.0,198.0,8.0,42.0,44.0,8.0,532.0,78.0,26.0,0,0,0,0,0.0011998958875585,0.003060162871863,0.0202049180327868,0.000351401559741,0.0028965517241379,0.019851253397765,0.0026857142857142,0.0003088637008656,0.0032650246305418,0.0003805970149253,0.0042682977615825,0.0047082931693534,0.0427155172413793,0.0036974915761886,0.0046344827586206,0.0642803030303029,0.0045980952380952,0.0029430243301509,0.0058631346578366,0.0038387917329093
1693316949,1.3176089916690796,6.292186223366874,0.9954851327256286,6.411243838623316,0.5424260935876305,11.663073632027588,5.7609463550422815,0.3598748204490122,7.492920937940305,4.977303266692481,0.3418126826074162,0.9333394149577796,90615808,52166656,10653696,44933120,42192896,17453056,59006976,40169472,9211904,46460928,3055616,8818688,66.0,114.0,2.0,248.0,0.0,48.0,52.0,0.0,646.0,92.0,28.0,0,0,0,0,0.0011998958875585,0.003060162871863,0.0202049180327868,0.000351401559741,0.0028965517241379,0.019851253397765,0.0026857142857142,0.0003088637008656,0.0032650246305418,0.0003805970149253,0.0042682977615825,0.0047082931693534,0.0427155172413793,0.0036974915761886,0.0046344827586206,0.0642803030303029,0.0045980952380952,0.0029430243301509,0.0058631346578366,0.0038387917329093
1693316950,1.3176089916690796,6.292186223366874,0.9954851327256286,6.411243838623316,0.553229672570813,15.0732602386134,5.926866126811077,0.3598748204490122,7.492920937940305,4.977303266692481,0.3418126826074162,0.9333394149577796,90615808,52166656,10653696,44933120,42192896,17457152,59006976,40169472,9211904,46460928,3055616,8818688,66.0,120.0,6.0,304.0,4.0,46.0,56.0,4.0,704.0,88.0,32.0,0,0,0,0,0.0011998958875585,0.003060162871863,0.0202049180327868,0.000351401559741,0.0029013452914798,0.0198113207547169,0.0026811594202898,0.0003088637008656,0.0032650246305418,0.0003805970149253,0.0042682977615825,0.0047082931693534,0.0427155172413793,0.0036974915761886,0.0046376681614349,0.0637886178861789,0.0045980676328502,0.0029430243301509,0.0058631346578366,0.0038387917329093
1693316951,1.3176089916690796,6.292186223366874,0.9954851327256286,6.565973067466374,0.5640332515539956,15.0732602386134,5.926866126811077,0.3598748204490122,7.492920937940305,4.977303266692481,0.3418126826074162,0.9333394149577796,90615808,52166656,10653696,44933120,42192896,17457152,59006976,40169472,9211904,46460928,3055616,8818688,60.0,88.0,2.0,402.0,0.0,50.0,48.0,2.0,436.0,52.0,24.0,0,0,0,0,0.001354046997389,0.0030603635150908,0.0202428571428571,0.0003513005673863,0.0028807339449541,0.0197829026442307,0.0026649746192893,0.000308872084354,0.0032650246305418,0.0003890625,0.0042992167101827,0.0047086543271635,0.0429017857142857,0.0036966966966966,0.0046348623853211,0.0634904153354633,0.0045979695431472,0.0029432973805855,0.0058631346578366,0.0038855305466237
1693316952,1.3176089916690796,6.292186223366874,0.9954851327256286,6.565973067466374,0.5673175395648832,15.0732602386134,5.926866126811077,0.3598748204490122,7.488640759163832,4.977303266692481,0.2893655235215763,0.9333394149577796,90615808,52166656,10653696,44933120,42192896,17457152,59006976,40169472,9211904,46460928,3055616,8818688,49.135,84.506,0.0,304.385,0.0,41.219,41.746,0.0,489.329,72.953,18.763,0,0,0,0,0.0010377073063871,0.003064371157819,0.0201123595505617,0.0003523820981713,0.002885462555066,0.0197586709707983,0.0026799032140248,0.0003096186427979,0.0032742820887573,0.0003754805903404,0.004234875755831,0.0047158680840742,0.0425925925925926,0.0037119659850172,0.0046334801762114,0.0632655809795706,0.004598150109569,0.0029674926482756,0.0060220858563583,0.0038077909632793
1693316953,1.3176089916690796,6.292186223366874,0.9954851327256286,6.565973067466374,0.5565139605817007,15.0732602386134,5.926866126811077,0.3648637719108422,7.488640759163832,4.977303266692481,0.3440536543715847,0.9333394149577796,90615808,52166656,10653696,44933120,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,68.0,120.0,2.0,324.0,2.0,60.0,62.0,2.0,642.0,86.0,42.0,0,0,0,0,0.0011892361566467,0.0030614557959314,0.0199999756087381,0.0003509151046036,0.002885462555066,0.0196687870544812,0.0026796116504854,0.0003077983073815,0.0032569764199891,0.0003828145909738,0.0042647240642102,0.0047106204326765,0.0422221568770222,0.0036911457696117,0.0046334801762114,0.0618289019484015,0.0045980582524271,0.0029133765202356,0.0057247255819998,0.0038515680906309
1693316954,1.3176089916690796,5.369367200529863,0.9954851327256286,6.565973067466374,0.545710381598518,15.0732602386134,5.926866126811077,0.3648637719108422,7.488640759163832,4.977303266692481,0.3440536543715847,0.9333394149577796,90615808,52166656,10653696,44933120,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,42.0,52.0,0.0,108.0,0.0,34.0,24.0,0.0,364.0,56.0,10.0,0,0,0,0,0.0011900262467191,0.0030614609571788,0.02,0.0003509289295193,0.002885462555066,0.0196687555953446,0.0026796116504854,0.0003078031062124,0.0032570081865542,0.0003828583403185,0.0042648818897637,0.0047106297229219,0.0422222222222222,0.0036912789602561,0.0046334801762114,0.0618288590604026,0.0045980582524271,0.0029135254988913,0.0057252873563218,0.0038518167456556
1693316955,1.319706080059786,5.264497430140415,0.9954851327256286,5.459223590502687,0.5349068026153354,15.0732602386134,5.926866126811077,0.3648637719108422,7.488640759163832,4.977303266692481,0.3440536543715847,0.9333394149577796,90619904,52166656,10653696,44933120,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,58.0,46.0,0.0,330.0,0.0,60.0,46.0,0.0,246.0,26.0,6.0,0,0,0,0,0.0011900262467191,0.0030614609571788,0.02,0.0003509289295193,0.0028823529411764,0.0196332196029776,0.0026937799043062,0.0003078031062124,0.0032570081865542,0.0003828583403185,0.0042648818897637,0.0047106297229219,0.0422222222222222,0.0036912789602561,0.0046343891402714,0.059561855670103,0.0046,0.0029135254988913,0.0057252873563218,0.0038518167456556
1693316956,1.319706080059786,5.151530968542684,0.9954851327256286,6.618639770329127,0.5241032236321528,15.17726031359439,5.926866126811077,0.3648637719108422,7.488640759163832,4.906946931888824,0.3440536543715847,0.9280388134168436,90619904,52166656,10653696,42336256,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,90.0,154.0,14.0,428.0,12.0,126.0,90.0,12.0,948.0,98.0,84.0,0,0,0,0,0.0013102170460561,0.0030613001010441,0.0200139664804469,0.0003509448586402,0.0028715596330275,0.0195748957712924,0.0026633663366336,0.0003077990190813,0.0032570081865542,0.0003895609318996,0.0042891476971942,0.0047103401818794,0.0417129629629629,0.0036915330944748,0.0046330275229357,0.0582546374367622,0.0045643564356435,0.0029134210109332,0.0057252873563218,0.0038881028938906
1693316957,1.1097080170389748,5.048244715696034,0.9954851327256286,6.618639770329127,0.6650464995561713,15.17726031359439,5.926866126811077,0.3648637719108422,7.488640759163832,4.906946931888824,0.3440536543715847,0.9280388134168436,90619904,52166656,10653696,42336256,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,66.0,92.0,4.0,224.0,4.0,50.0,52.0,4.0,564.0,74.0,22.0,0,0,0,0,0.0010305949008498,0.0030408015887344,0.0199859550561797,0.0003486008132025,0.0028761061946902,0.0195120259019426,0.0026761904761904,0.0003047045951859,0.0032370251471375,0.0003755247691015,0.0042206232294617,0.0046734428597219,0.0407589285714285,0.0036435213887166,0.0046318584070796,0.0549478260869565,0.0045657142857142,0.0027949884485516,0.00531125,0.0038127516778523
1693316958,1.1319442037726808,6.31845412800474,0.9954851327256286,6.618639770329127,0.6650464995561713,15.17726031359439,5.926866126811077,0.3648637719108422,7.488640759163832,4.906946931888824,0.3440536543715847,0.9280388134168436,90619904,52178944,10653696,42336256,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,58.0,96.0,4.0,332.0,4.0,58.0,52.0,6.0,502.0,66.0,22.0,0,0,0,0,0.0011792452830188,0.0030523333333333,0.0200271739130434,0.0003515964899343,0.0028761061946902,0.0195349182763744,0.0026761904761904,0.0003069473048789,0.0032560039613765,0.0003850789692435,0.0042509433962264,0.0046942,0.0408474576271186,0.0036969504209541,0.0046318584070796,0.0569696969696969,0.0045657142857142,0.0028696380591117,0.005679203539823,0.0038818604651162
1693316959,1.3341712040223723,6.31845412800474,0.9092755306116164,6.618639770329127,0.6650464995561713,15.17726031359439,5.176872009952047,0.3648637719108422,7.488640759163832,4.906946931888824,0.3440536543715847,0.9280388134168436,90619904,52178944,10653696,42336256,42192896,17457152,59006976,40136704,9211904,46460928,3182592,8818688,62.0,76.0,0.0,310.0,0.0,58.0,46.0,0.0,434.0,48.0,16.0,0,0,0,0,0.0011792452830188,0.0030523333333333,0.0200271739130434,0.0003515964899343,0.0028761061946902,0.0195349182763744,0.0026761904761904,0.0003069473048789,0.0032560039613765,0.0003850789692435,0.0042509433962264,0.0046942,0.0408474576271186,0.0036969504209541,0.0046318584070796,0.0569696969696969,0.0045657142857142,0.0028696380591117,0.005679203539823,0.0038818604651162
