time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692627752,1.042539098773875,5.229594213621703,0.7267169039227079,6.8628492815174535,0.5916503213705252,14.283053888844465,5.997331715764286,0.3766648770911902,6.952263359049445,4.590295005961613,0.31328286423375185,0.8511290325433176,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36384768,9510912,47947776,3063808,8900608,44,100,2,308,2,44,46,4,456,58,24,0,0,0,0.0003264470331270477,0.0019020576131687243,0.020096153846153847,0.001348848700464473,0.0022993630573248406,0.020431434249751572,0.00175,0.00030503104687897167,0.003254861821903787,0.00035914332784184517,0.003330750605326877,0.004527901234567901,0.040865384615384616,0.004350726356359324,0.004459872611464968,0.0662547892720306,0.00435,0.002818236877523554,0.005784153005464483,0.003714503816793893
1692627753,1.042539098773875,5.229594213621703,0.7267169039227079,6.8628492815174535,0.5077362275959206,14.28305388884447,5.997331715764286,0.3367660390392187,6.952263359049445,4.590295005961613,0.31328286423375185,0.8511290325433176,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36278272,9510912,47947776,3063808,8900608,66,84,0,388,0,68,48,2,520,68,20,0,0,0,0.0003264470331270477,0.0019020576131687243,0.020096153846153847,0.001348848700464473,0.0022993630573248406,0.020431434249751572,0.00175,0.0003050038127746105,0.0032585278276481148,0.00035914332784184517,0.003330750605326877,0.004527901234567901,0.040865384615384616,0.004350726356359324,0.004459872611464968,0.0662547892720306,0.00435,0.002817337148628175,0.005860810810810817,0.003714503816793893
1692627754,1.042539098773875,5.229594213621703,0.7267169039227079,6.8628492815174535,0.4978753889064119,14.28305388884447,5.997331715764286,0.3367660390392187,6.952263359049445,4.590295005961613,0.31328286423375185,0.8511290325433176,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36278272,9510912,47947776,3063808,8900608,46.019,100.385,1.934,218.461,1.934,28,46.904,1.887,522.371,69.647,17.224,0,0,0,0.00032184015720884793,0.0019010449305646487,0.020104170361002743,0.0012409218971334037,0.0022996280905313127,0.020500651729460685,0.001741633991972015,0.00030533272653878075,0.003262050110356088,0.00035911457778139955,0.0032490729287346708,0.004536308570724526,0.04093750349989081,0.004334256669806228,0.004459925618106263,0.06808462639833794,0.004348326798394403,0.002829549175172161,0.005945079343739822,0.003710421294185208
1692627755,1.042539098773875,4.907785766250992,0.7267169039227079,6.8628492815174535,0.4880145502169032,11.769086687029086,5.997331715764286,0.3367660390392187,6.952263359049445,4.590295005961613,0.31328286423375185,0.8511290325433176,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36278272,9510912,47947776,3063808,8900608,49.056,86,4,238.173,2,43.568,40,2,532.921,71.714,37.857,0,0,0,0.0003248413659963301,0.0018813534066683913,0.02009804379071547,0.0013664406927656574,0.002299596920561673,0.020451130744896687,0.0017871178769152554,0.00030583271697183213,0.0032638704908920513,0.00036079218886250834,0.003302872143536653,0.004523529919115866,0.04088236447022851,0.004353483950877297,0.0044599193841123345,0.06792071706584613,0.00435742357538305,0.002844410638528114,0.0059685755205901875,0.003723296138116718
1692627756,1.042539098773875,4.907785766250992,0.7267169039227078,6.8628492815174535,0.4781537115273944,14.029676821953025,5.997331715764286,0.3367660390392187,5.821197607235485,4.590295005961613,0.31328286423375185,0.8511290325433178,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36278272,9510912,47947776,3063808,8900608,70,132,4,336,4,58,68,2,766,106,42,0,0,0,0.0003248459586806814,0.0018720832161934218,0.02,0.0013602092174084676,0.002230769230769231,0.020411458333333337,0.0016371681415929208,0.00030555351569671376,0.0032639068564036225,0.00035488626790227464,0.0033029556650246315,0.004522856339612033,0.04065217391304348,0.004352570808250272,0.004446153846153846,0.0690503875968992,0.004327433628318585,0.0028354170176916583,0.0059692513368984085,0.0036680161943319833
1692627757,1.042539098773875,4.907785766250992,0.7267169039227078,6.8628492815174535,0.5865162482459867,14.029676821953025,5.997331715764286,0.3367660390392187,6.902755360505424,4.590295005961613,0.3045264706670854,0.8511290325433178,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36278272,9678848,47947776,3063808,8900608,68,124,4,460,4,62,62,4,616,82,34,0,0,0,0.00032456772334293947,0.0018790164850516903,0.020016447368421054,0.0013660143573606053,0.002364238410596026,0.0203612860457408,0.0017580645161290325,0.00030578299981641265,0.0032639068564036225,0.00035951979780960406,0.0032977886977886978,0.004523330539256775,0.04066326530612244,0.004353446749926247,0.004472847682119205,0.06784386617100364,0.004351612903225806,0.002842818791946309,0.0059692513368984085,0.0037077519379844974
1692627758,1.042539098773875,4.907785766250992,0.7267169039227078,6.8628492815174535,0.5710939372915488,14.029676821953025,6.049236787089838,0.3367660390392187,6.902755360505424,4.656276327231426,0.3045264706670854,0.8511290325433178,96210944,40898560,11567104,41185280,42098688,16941056,86802432,36278272,9678848,47947776,3063808,8900608,80,136,4,316,4,46,66,2,802,102,34,0,0,0,0.00032456772334293947,0.0018790164850516903,0.020016447368421054,0.0013660143573606053,0.002364238410596026,0.0203612860457408,0.0017580645161290325,0.00030583807600514045,0.0032629132231404958,0.00035951979780960406,0.0032977886977886978,0.004523330539256775,0.04066326530612244,0.004353446749926247,0.004472847682119205,0.06784386617100364,0.004351612903225806,0.002844585987261148,0.0059555256064689945,0.0037077519379844974
1692627759,1.042539098773875,4.907785766250992,0.7267169039227078,6.8628492815174535,0.5710939372915488,14.518308178592553,6.049236787089838,0.3367660390392187,6.902755360505424,4.656276327231426,0.3045264706670854,0.8511290325433178,96210944,40898560,11567104,41185280,42098688,17588224,86802432,36278272,9678848,47947776,3063808,8900608,66,120,6,402,6,64,70,6,694,90,36,0,0,0,0.000322294776119403,0.0019044274809160307,0.020053191489361705,0.0012302589343034449,0.002364238410596026,0.0203419689119171,0.0017580645161290325,0.0003056444546043357,0.0032584299973024006,0.00035820895522388057,0.003257555847568989,0.004541129770992367,0.04081521739130436,0.004332677081104215,0.004472847682119205,0.06876227897838899,0.004351612903225806,0.0028406850751485466,0.005885630498533721,0.0036977505112474433
1692627760,1.042539098773875,4.907785766250992,0.7267169039227078,6.942801208422905,0.5710939372915488,14.518308178592553,6.049236787089838,0.3367660390392187,6.902755360505424,4.656276327231426,0.3045264706670854,0.8511290325433178,96210944,40898560,11567104,41185280,42098688,17588224,86802432,36278272,9678848,47947776,3063808,8900608,52,104,10,294,10,42,56,8,642,80,34,0,0,0,0.0003263537906137184,0.0019016120066703728,0.020137931034482758,0.0013697860171580712,0.002364238410596026,0.020328839197632363,0.0017999999999999997,0.00030610564076283904,0.0032621009268795054,0.00036239316239316236,0.0033288461538461536,0.004536853807670928,0.04102040816326531,0.004355053742234495,0.004472847682119205,0.06774253731343291,0.00436,0.0028551689695355425,0.005944444444444439,0.0037310344827586215
1692627761,1.042539098773875,4.907785766250992,0.7267169039227078,6.942801208422905,0.5710939372915488,14.518308178592553,6.049236787089838,0.3367660390392188,6.902755360505424,4.656276327231426,0.3045264706670854,0.8511290325433178,96210944,40898560,11567104,41185280,42098688,17588224,86802432,36278272,9678848,47947776,3063808,8900608,54,108,4,282,4,30,50,2,532,70,24,0,0,0,0.0003263537906137184,0.0018948545861297542,0.02020220588235294,0.0013638163103721294,0.002314285714285714,0.020316032887975337,0.0016842105263157893,0.0003058677111168051,0.0032621009268795054,0.0003576923076923076,0.0033288461538461536,0.004536465324384787,0.04122340425531915,0.0043541567695962,0.0044628571428571425,0.06897312859884838,0.004336842105263159,0.002847584016050825,0.005944444444444439,0.003692799999999999
