incident_id,minute,cpu_pct,memory_pct,latency_ms,error_rate,queue_depth,auth_error_rate
INC-00001,0,8.93459113103369,3.3355077107747397,49.680519503481555,0.0,44.5,0.0
INC-00001,1,8.33935696097326,3.3410072326660156,51.5626378805828,0.0,122.5,0.0
INC-00001,2,8.303483088914906,3.344885508219401,51.579336587360956,0.0,28.286333333333335,0.0
INC-00001,3,8.304927232575247,3.344885508219401,55.158961993572774,0.0,120.67200000000001,0.0
INC-00001,4,8.302222440242272,3.344885508219401,64.90332127533883,0.0,127.66666666666667,0.0
INC-00001,5,6.50532815429404,3.3441861470540366,64.90332127533883,0.0,94.5,0.0
INC-00001,6,6.5094258244311085,3.3442179361979165,67.3450160780427,0.0,120.37783333333334,0.0
INC-00001,7,6.483676745057905,3.3442179361979165,66.97861773803533,0.0,89.99866666666667,0.0
INC-00001,8,6.489387509860182,3.344249725341797,73.17201537675705,0.0,94.38058333333333,0.0
INC-00001,9,6.422796570729617,3.344249725341797,67.73037488303821,0.0,115.03341666666665,0.0
INC-00001,10,6.434605228487463,3.344249725341797,67.73037488303821,0.0,119.16666666666667,0.0
INC-00001,11,6.419297933411497,3.344249725341797,62.21342224927219,0.0,94.0,0.0
INC-00001,12,6.503900183292971,3.344249725341797,61.75745600973216,0.0,79.16666666666667,0.0
INC-00001,13,6.354624052281245,3.344249725341797,55.60876839413488,0.0,147.83333333333334,0.0
INC-00001,14,6.33558838880574,3.344249725341797,56.897695726339755,0.0,122.16666666666667,0.0
INC-00001,15,6.051637944180446,3.3470789591471353,56.89769572633972,0.0,78.16666666666667,0.0
INC-00001,16,6.086205826626775,3.3483505249023438,60.81640580176478,0.0,115.33333333333333,0.0
INC-00001,17,6.032419880520798,3.3459345499674478,60.440217516329184,0.0,104.33333333333333,0.0
INC-00001,18,6.2399907607315015,3.3432960510253906,60.1235288907499,0.0,104.16666666666667,0.0
INC-00001,19,6.086897875591869,3.3441543579101562,55.42631322841154,0.0,83.66666666666667,0.0
INC-00001,20,5.118628275510346,3.3441543579101562,55.42631322841154,0.0,104.33333333333333,0.0
INC-00001,21,5.252018291474571,3.3367792765299478,48.256010876343225,0.0,115.5,0.0
INC-00001,22,5.333737551175922,3.3379236857096353,47.814787211810305,0.0,88.66666666666667,0.0
INC-00001,23,5.333737551175922,3.3379236857096353,43.59186773004326,0.0,105.66666666666667,0.0
INC-00001,24,5.328715860029245,3.3379236857096353,42.47485315894588,0.0,118.16666666666667,0.0
INC-00001,25,5.24105777819656,3.3379236857096353,42.47485315894583,0.0,141.97216666666665,0.0
INC-00001,26,5.210473102013874,3.3379236857096353,44.691063649235765,0.0,86.50066666666667,0.0
INC-00001,27,5.332385819293998,3.3388773600260415,44.72900287303531,0.0,113.0,0.0
INC-00001,28,5.369537824864061,3.3366521199544272,45.78342926758686,0.0,95.33333333333333,0.0
INC-00001,29,5.365096257791574,3.337256113688151,45.839693716427696,0.0,117.16666666666667,0.0
INC-00001,30,5.231358612870538,3.337256113688151,45.839693716427696,0.0,63.666666666666664,0.0
INC-00001,31,5.242428664805761,3.337256113688151,46.323526302724964,0.0,88.83333333333333,0.0
INC-00001,32,5.239104313364081,3.337256113688151,46.288962475002755,0.0,133.51141666666666,0.0
INC-00001,33,5.307267027198496,3.3469200134277344,51.196269349909414,0.0,98.96558333333333,0.0
INC-00001,34,5.33224277638738,3.3464431762695312,46.5573860929457,0.0,90.19358333333332,0.0
INC-00001,35,5.326994193476052,3.3464431762695312,46.5573860929457,0.0,109.16666666666667,0.0
INC-00001,36,5.316985224383672,3.3464431762695312,46.60357046844466,0.0,110.29116666666665,0.0
INC-00001,37,5.170027668732994,3.3464431762695312,46.52301622850573,0.0,94.70833333333336,0.0
INC-00001,38,5.334311814552945,3.3464749654134116,45.79134834372258,0.0,108.48341666666666,0.0
INC-00001,39,5.452249855717454,3.3464749654134116,44.866465298923586,0.0,111.64741666666667,0.0
INC-00001,40,5.477568550373722,3.351465861002604,44.866465298923586,0.0,112.66666666666667,0.0
INC-00001,41,5.443209057936197,3.348128000895182,34.743635723793524,0.0,109.0,0.0
INC-00001,42,5.441189348177136,3.348128000895182,34.741740738606346,0.0,107.83333333333333,0.0
INC-00001,43,5.435736384981403,3.348128000895182,34.17711369044664,0.0,98.16666666666667,0.0
INC-00001,44,5.337261336437636,3.348128000895182,34.1368801822556,0.0,112.16866666666665,0.0
INC-00001,45,5.429894753548556,3.3526738484700522,34.136878197757916,0.0,110.70783333333333,0.0
INC-00001,46,5.422217344950838,3.3516883850097656,33.61299862136999,0.0,114.0,0.0
INC-00001,47,5.420202208688344,3.3516883850097656,33.60811798524954,0.0,105.16666666666667,0.0
INC-00001,48,5.463300459158451,3.3498128255208335,33.674947018452094,0.0,95.27591666666666,0.0
INC-00001,49,5.358984538368035,3.3498128255208335,33.63984475491836,0.0,82.83333333333333,0.0
INC-00001,50,5.548053006287518,3.3391316731770835,33.63984475491836,0.0,90.83333333333333,0.0
INC-00001,51,5.544248519345337,3.3391316731770835,33.61061673569321,0.0,101.16666666666667,0.0
INC-00001,52,5.544248519345337,3.3391316731770835,33.604545447325194,0.0,151.94441666666668,0.0
INC-00001,53,5.544248519345337,3.3391316731770835,33.659735670817156,0.0,73.33333333333333,0.0
INC-00001,54,5.337369442957455,3.3391316731770835,33.5940059080649,0.0,124.66666666666667,0.0
INC-00001,55,5.329890880447204,3.3391952514648438,33.5940059080649,0.0,103.52883333333334,0.0
INC-00001,56,5.2850383494647355,3.3391952514648438,33.709106970745395,0.0,78.29208333333334,0.0
INC-00001,57,5.258010639914822,3.3338546752929688,33.702635260511116,0.0,39.8515,0.0
INC-00001,58,5.2657895513787185,3.3339500427246094,33.60241284158938,0.0,157.98149999999998,0.0
INC-00001,59,5.605891111753461,3.3302942911783853,33.63550632104037,0.0,78.83333333333333,0.0
INC-00002,0,5.8315421253439546,3.3875147501627603,31.43841733405523,0.0,119.0,0.0
INC-00002,1,5.854140238536807,3.3875147501627603,31.43503833836797,0.0,95.0,0.0
INC-00002,2,5.85386309698428,3.3854802449544272,31.30579135783002,0.0,80.0,0.0
INC-00002,3,5.749918605458102,3.3854802449544272,31.30579135783002,0.0,87.83333333333333,0.0
INC-00002,4,5.724985196233029,3.3854802449544272,31.30579135783002,0.0,83.0,0.0
INC-00002,5,5.61963694658629,3.3854802449544272,31.279433179833052,0.0,122.5,0.0
INC-00002,6,5.6954291068496765,3.383223215738932,31.28282134383589,0.0,116.16666666666667,0.0
INC-00002,7,5.671582258120957,3.383223215738932,31.184390738801508,0.0,95.99933333333333,0.0
INC-00002,8,5.6972282344508995,3.3851305643717446,31.184390738801508,0.0,118.151,0.0
INC-00002,9,5.681948282174541,3.3850987752278647,31.184390738801508,0.0,92.33333333333333,0.0
INC-00002,10,5.657127933482818,3.385162353515625,31.163587486153943,0.0,76.79316666666666,0.0
INC-00002,11,5.637070731110922,3.380457560221354,31.16339784355302,0.0,84.33333333333333,0.0
INC-00002,12,5.778977108909899,3.3810933430989585,31.15385213803674,0.0,107.35975,0.0
INC-00002,13,5.768914708351303,3.3810933430989585,31.15385210409035,0.0,114.66666666666667,0.0
INC-00002,14,5.7850689418616055,3.380298614501953,31.15385210409035,0.0,98.5,0.0
INC-00002,15,5.704552777173902,3.3806482950846353,31.14416907343816,0.0,113.83333333333333,0.0
INC-00002,16,5.7087258350980905,3.3806482950846353,31.143717260586097,0.0,106.83333333333333,0.0
INC-00002,17,5.803582959015219,3.3806482950846353,31.106446862004805,0.0,135.33333333333334,0.0
INC-00002,18,5.8029591573025145,3.3806482950846353,31.106446739861642,0.0,100.66666666666667,0.0
INC-00002,19,5.594951457252377,3.3841768900553384,31.106446739861642,0.0,93.33333333333333,0.0
INC-00002,20,5.617680229654003,3.3894220987955728,31.135179966340512,0.0,68.66666666666667,0.0
INC-00002,21,5.519138638678282,3.389390309651693,31.135363713211728,0.0,102.16666666666667,0.0
INC-00002,22,5.401306668122654,3.3884366353352866,31.09768188598556,0.0,100.5,0.0
INC-00002,23,5.386513970921449,3.3884366353352866,31.09768188598556,0.0,83.0,0.0
INC-00002,24,5.3753483329746246,3.3884366353352866,31.09768191496275,0.0,75.16666666666667,0.0
INC-00002,25,5.54172601900715,3.3884366353352866,31.123485086324475,0.0,124.5,0.0
INC-00002,26,5.518184779307746,3.3884366353352866,31.123212571345586,0.0,66.5,0.0
INC-00002,27,5.489610220019231,3.3884366353352866,31.15853120639277,0.0,73.16666666666667,0.0
INC-00002,28,5.419336051547524,3.3884366353352866,31.15853120639277,0.0,118.66666666666667,0.0
INC-00002,29,5.374088402941541,3.3883094787597656,31.15853120639277,0.0,70.16666666666667,0.0
INC-00002,30,5.719162526941973,3.3881505330403647,31.1364769980041,0.0,105.0,0.0
INC-00002,31,5.717949915479728,3.3899307250976562,31.13665503853798,0.0,76.0,0.0
INC-00002,32,5.7172129669799086,3.3930142720540366,30.92726627064075,0.0,113.41758333333333,0.0
INC-00002,33,5.719567256840755,3.3930142720540366,30.92726627064075,0.0,105.98408333333333,0.0
INC-00002,34,5.737957007325474,3.3930142720540366,30.92726627064075,0.0,148.83333333333334,0.0
INC-00002,35,5.574004694484208,3.393077850341797,30.928996744030464,0.0,122.33333333333333,0.0
INC-00002,36,5.559819794022104,3.393077850341797,30.9289796582252,0.0,126.5,0.0
