time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702360229,1.8293956953644566,7.388010760357874,1.4206745093221662,11.548210711221866,0.9192626388690018,17.20798764514959,10.789288560045522,0.46694189103814393,8.269178343948962,6.863545548421723,0.5460361745335809,1.1773279791621478,97783808,53547008,11284480,74932224,42274816,17281024,63283200,40456192,9433088,46563328,3026944,8728576,80,142,4,384,4.012,52,60,4,660,84,33.268,0,0,0.0032900305121950587,0.003937791984263585,0.04256134969325153,0.003222634754359212,0.0031421800947867297,0.07635327635327635,0.0031111111111111114,0.0024444966190833952,0.007261956521739131,0.002368507634281652,0.007201021916266966,0.010821656050955447,0.08715517241379309,0.007728138013087445,0.004855924170616113,0.31450381679389317,0.0048000000000000004,0.004988523666416228,0.02122230428360415,0.004656791767974569
1702360230,1.8293956953644566,7.388010760357874,1.4307644790934735,11.548210711221866,0.758840118889668,17.20798764514959,10.789288560045522,0.457570957770941,8.269178343948962,6.863545548421723,0.5460361745335809,1.1773279791621478,97783808,53547008,11399168,74932224,42274816,17281024,63283200,40456192,9433088,46563328,3026944,8728576,78,112,4,348,4,64,60,4,596,78,24,0,0,0.003290044781260765,0.003937791984263585,0.04256134969325153,0.0032226266926050767,0.0031421800947867297,0.07635327635327635,0.0031111111111111114,0.0024444966190833952,0.007261956521739131,0.00236833855799373,0.0072011661807580155,0.010821656050955447,0.08715517241379309,0.007728086584576447,0.004855924170616113,0.31450381679389317,0.0048000000000000004,0.004988523666416228,0.02122230428360415,0.004656739811912224
1702360231,1.8293956953644566,7.388010760357874,1.4307644790934735,11.548210711221866,0.7745435353380581,17.20798764514959,10.789288560045522,0.5536713249751632,8.269178343948962,6.863545548421723,0.5460361745335809,1.1773279791621478,97783808,53547008,11399168,74932224,42274816,17281024,63283200,40841216,9433088,46563328,3026944,8728576,58,98,4,246,2,54,44,4,592.136,78.136,36.75,0,0,0.003259871751603105,0.003914660831509847,0.04228395061728395,0.0032064183835182245,0.0031421800947867297,0.07511383039271485,0.0031037735849056606,0.002435705794922411,0.007215080656109814,0.002356639870667648,0.006732307692307693,0.01081132075471694,0.086,0.007527255639097737,0.004855924170616113,0.30946475195822487,0.00478679245283019,0.0049561073744795485,0.021022712588007784,0.004634066346177839
1702360232,1.8293956953644566,7.388010760357874,1.4307644790934735,11.548210711221866,0.7902469517864483,17.20798764514959,10.789288560045522,0.5536713249751632,8.269178343948962,6.863545548421723,0.5460361745335809,1.1773279791621478,97783808,53547008,11399168,74932224,42274816,17281024,63283200,40841216,9433088,46563328,3026944,8728576,52.133,74,2,306,4,40,48,4,462,46,20.474,0,0,0.003250437215809724,0.00391994917407878,0.04207317073170732,0.0032003840805244687,0.0031220657276995307,0.07511383039271485,0.003093457943925234,0.0024356454005934713,0.0072152986678126335,0.0023588741204065675,0.006549050632911397,0.009942,0.08418181818181819,0.007441121495327103,0.0048197183098591554,0.30946475195822487,0.0047682242990654215,0.0049556750741839755,0.021023041474654364,0.00463690383111806
1702360233,1.8293956953644566,6.589600736912842,1.4307644790934735,11.548210711221866,0.9422049869034074,17.423888485552443,10.789288560045522,0.5536713249751632,8.269178343948962,6.863545548421723,0.5460361745335809,1.172379448842676,97783808,53547008,11399168,74932224,42274816,17281024,63283200,40841216,9433088,46563328,3026944,8728576,52.104,94,4,350,6,58,52,6,508,64,38,0,0,0.0032305129913391076,0.003888888888888889,0.04207317073170732,0.0032003840805244687,0.003123222748815166,0.075113851888039,0.003093457943925234,0.0023738326572964813,0.007096670934699103,0.002341250989707047,0.006303797468354431,0.009861262665627436,0.08418181818181819,0.007441121495327103,0.004821800947867299,0.3094648582997485,0.0047682242990654215,0.004937364399584946,0.020134803921568648,0.004635471100554236
1702360234,1.8293956953644566,6.7237320008949455,1.4307644790934735,9.935758636052894,0.8975226244343826,17.423888485552443,10.789288560045522,0.5536713249751632,8.269178343948962,6.863545548421723,0.5460361745335809,1.172379448842676,97783808,53547008,11399168,74932224,42278912,17281024,63283200,40841216,9433088,46563328,3026944,8728576,74,94,4,334.584,2,50,62,2,746,88,28,0,0,0.0032305129913391076,0.003888888888888889,0.04207317073170732,0.0032003840805244687,0.003123222748815166,0.07295747062115278,0.003093457943925234,0.0023738326572964813,0.007096670934699103,0.002341250989707047,0.006303797468354431,0.009861262665627436,0.08418181818181819,0.007441121495327103,0.004821800947867299,0.26404899135446697,0.0047682242990654215,0.004937364399584946,0.020134803921568648,0.004635471100554236
1702360235,1.8293956953644566,6.824710344510766,1.4307644790934735,11.855747553373611,0.8975226244343826,17.423888485552443,10.789288560045522,0.5536713249751632,8.269178343948962,6.863545548421723,0.5460361745335809,1.172379448842676,97783808,53563392,11399168,74932224,42278912,17281024,63283200,40841216,9433088,46563328,3026944,8728576,66,84,0,358,2,52,50,0,558,64,28,0,0,0.0032305129913391076,0.003888888888888889,0.04207317073170732,0.0032003840805244687,0.003123222748815166,0.07295747062115278,0.003093457943925234,0.0023738326572964813,0.007096670934699103,0.002341250989707047,0.006303797468354431,0.009861262665627436,0.08418181818181819,0.007441121495327103,0.004821800947867299,0.26404899135446697,0.0047682242990654215,0.004937364399584946,0.020134803921568648,0.004635471100554236
1702360236,1.8293956953644566,8.049563182165958,1.4307644790934735,11.855747553373611,0.8975226244343826,17.423888485552443,10.789288560045522,0.5536713249751632,8.269178343948962,6.863545548421723,0.5564751296992899,1.172379448842676,97783808,53563392,11399168,74932224,42278912,17281024,63283200,40841216,9433088,46563328,3026944,8728576,44,86,8,296,8,44,40,8,384,46,34,0,0,0.0031788404847690795,0.0038278649548264387,0.04184131736526946,0.003162673803773092,0.003123222748815166,0.07040022234574764,0.0030925925925925925,0.002331619296933433,0.006989429175475687,0.002314285714285714,0.005201388888888888,0.009659756097560977,0.08287037037037039,0.00679209621993127,0.004821800947867299,0.24538144329896908,0.004766666666666667,0.004849121166791324,0.01897826086956522,0.00458984126984127
1702360237,1.8293956953644566,8.049563182165958,1.4307644790934735,11.855747553373611,0.8975226244343826,17.423888485552443,7.566935000000114,0.5536713249751632,8.269178343948962,7.007364640327378,0.5564751296992899,1.172379448842676,97783808,53563392,11399168,74932224,42278912,17281024,63283200,40841216,9433088,46563328,3026944,8728576,58.12,98,4,350,2,54,54,4,618,80,32,0,0,0.003161092150170649,0.003853909982398794,0.04166666666666667,0.003139699149771092,0.0031037735849056606,0.07040022234574764,0.0030833333333333333,0.00233143177779856,0.006989429175475687,0.002312152501985703,0.004984982935153584,0.009766020236087693,0.08230769230769232,0.00648487031700289,0.00478679245283019,0.24538144329896908,0.00475,0.004849191059571682,0.01897826086956522,0.0045869737887212075
1702360238,1.8917827250856112,8.049563182165958,1.4307644790934735,11.855747553373611,0.8975226244343826,17.423888485552443,7.566935000000114,0.5536713249751632,8.269178343948962,5.921661081366655,0.5564751296992899,1.172379448842676,97792000,53563392,11399168,74932224,42278912,17281024,63283200,40841216,9433088,46563328,3026944,8728576,58,112,8,332,6,54,56,6,550,80,32,0,0,0.0031465009810333552,0.003826564739608218,0.04166666666666667,0.003139699149771092,0.0031023255813953494,0.07040022234574764,0.0030833333333333333,0.0022835225383555794,0.00695186598812553,0.0023291437549096622,0.004968345323741007,0.009684773662551443,0.08230769230769232,0.00648487031700289,0.004784186046511628,0.24538144329896908,0.00475,0.0048377618391678145,0.018870879120879095,0.004589002356637863
