time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702361000,3.9477302566144394,10.178603268945066,1.2612406042208935,8.846855736841167,0.9295840557823773,18.410277782561504,10.974612959055339,0.4471278740398755,9.014117566550246,7.190868770100541,0.5811835972146195,1.249354340320807,97271808,53624832,11427840,75276288,42274816,16404480,63451136,37515264,9359360,46559232,3018752,8810496,68,110,0,364,0,64,60,0,600,82,22,0,0,0.003150045745654163,0.0036172733146672418,0.04214527027027028,0.0029844200453904186,0.003154639175257732,0.0646967303749405,0.003039800995024876,0.002159131363474547,0.006512732801216268,0.0023101214574898785,0.004941323574260446,0.008234326018808783,0.08287037037037039,0.004851855486720235,0.004878350515463918,0.19241271057387743,0.0046716417910447755,0.00461552153791385,0.009945648042569363,0.004550121457489877
1702361001,3.9477302566144394,10.178603268945066,1.2612406042208935,7.49958749999962,0.9405250011781956,18.38042953079623,10.974612959055339,0.4471278740398755,9.014117566550246,7.190868770100541,0.5811835972146195,1.249354340320807,97271808,53624832,11427840,75276288,42274816,16404480,63451136,37515264,9359360,46559232,3018752,8810496,50,84,0,284,4,44,44,0,500,56,24,0,0,0.0031229485013414757,0.0036014203284509545,0.04213286713286713,0.0029679785673279325,0.003154639175257732,0.06491576977070661,0.0030412371134020616,0.0021108320543230547,0.0064586661341853036,0.00228881469115192,0.004894952841146672,0.00817727272727273,0.08288461538461539,0.0048334375199336616,0.004878350515463918,0.19300202156334234,0.004674226804123711,0.004597488488907493,0.009932308306709265,0.004548580968280467
1702361002,3.9477302566144394,10.178603268945066,1.2612406042208935,7.49958749999962,0.9405250011781956,18.38042953079623,10.974612959055339,0.4471278740398755,9.014117566550246,7.190868770100541,0.5811835972146195,1.249354340320807,97271808,53624832,11427840,75276288,42274816,16404480,63451136,37515264,9359360,46559232,3018752,8810496,46,102,0,202,0,28,46,0,498,64,18,0,0,0.003122204724409449,0.003627609427609428,0.041801948051948055,0.002975771358186143,0.003154639175257732,0.06489910313901345,0.003029126213592233,0.002163462813204295,0.006507575757575758,0.0023211155378486054,0.0048864881889763775,0.008258620689655174,0.08182692307692306,0.004833934365373565,0.004878350515463918,0.19297879177377894,0.004652427184466019,0.004612709355252109,0.009942424242424246,0.004550916334661354
1702361003,3.9477302566144394,10.178603268945066,1.2714971286834966,7.49958749999962,0.9405250011781956,18.38042953079623,10.974612959055339,0.4471278740398755,9.014117566550246,7.190868770100541,0.5811835972146195,1.249354340320807,97271808,53624832,11427840,75276288,42274816,16404480,63451136,37515264,9359360,46559232,3018752,8810496,102,144,8,446,10.073,70,82,8,904,112,48,0,0,0.003111883882673118,0.0036125160737248184,0.041801948051948055,0.0029757760194765673,0.0031630434782608696,0.06489910313901345,0.003029126213592233,0.002150366259711431,0.006521533811862486,0.0023540474243663122,0.00487493196250378,0.008213725490196083,0.08182692307692306,0.004833937918441875,0.004893478260869566,0.19297879177377894,0.004652427184466019,0.004612057713651497,0.009948054401208916,0.004559771054783319
1702361004,3.9477302566144394,10.178603268945066,1.2714971286834966,7.49958749999962,0.9405250011781956,18.38042953079623,10.974612959055339,0.4935133451794215,9.014117566550246,7.190868770100541,0.5764982840286925,1.249354340320807,97271808,53624832,11427840,75276288,42274816,16404480,63451136,37662720,9359360,46559232,3018752,8810496,51.821,104,4,292,4,54,54,4,590,74,46,0,0,0.0031118877531599747,0.0036125160737248184,0.041801948051948055,0.0029757760194765673,0.003154639175257732,0.06507503410641201,0.003029126213592233,0.002150366259711431,0.006521533811862486,0.0023079365079365075,0.004874937124224347,0.008213725490196083,0.08182692307692306,0.004833937918441875,0.004878350515463918,0.19456603773584913,0.004652427184466019,0.004612057713651497,0.009948054401208916,0.004547936507936507
1702361005,3.9477302566144394,10.178603268945066,1.2714971286834966,11.515203388334609,0.9242611255803365,18.38042953079623,10.974612959055339,0.4935133451794215,9.014117566550246,7.2146183389340095,0.5764982840286925,1.249354340320807,97271808,53624832,11427840,74821632,42270720,16404480,63451136,37662720,9359360,46559232,3018752,8810496,60,110,4,326,6,58,56,4,626,76,32,0,0,0.0031118761411293248,0.0036125160737248184,0.041801948051948055,0.0029757760194765673,0.003154639175257732,0.06507503410641201,0.003029126213592233,0.002150407002922134,0.0065212772416007505,0.0023077735085093912,0.004874921638302384,0.008213725490196083,0.08182692307692306,0.004833937918441875,0.004878350515463918,0.19456603773584913,0.004652427184466019,0.004612063204914488,0.00994798304148686,0.004547901510603055
1702361006,3.9477302566144394,10.178603268945066,1.2714971286834966,11.515203388334609,0.9242611255803365,18.38042953079623,10.95423333045048,0.4935133451794215,9.014117566550246,7.231074834142373,0.5764982840286925,1.249354340320807,97271808,53624832,11427840,74821632,42270720,16404480,63479808,37662720,9359360,46559232,3018752,8810496,60.202,104,0,426,0,50,66,0,454,70,22,0,0,0.0030941879791308463,0.0035808872213639376,0.041554054054054046,0.002961809300260103,0.003154639175257732,0.06470801158301158,0.0030307692307692305,0.0020895738809111747,0.006455493183640737,0.0022706078268109908,0.004845898088936158,0.008093485617597295,0.08106382978723406,0.0048205417750428236,0.004878350515463918,0.19491141732283468,0.004655384615384616,0.004585256560175875,0.009929430633520447,0.004539383846794338
1702361007,1.7505038830069302,10.178603268945066,1.2714971286834966,11.515203388334609,0.9242611255803365,18.38042953079623,10.95423333045048,0.4935133451794215,9.014117566550246,7.231074834142373,0.5764982840286925,1.249354340320807,97271808,53624832,11427840,74821632,42270720,16404480,63479808,37662720,9359360,46559232,3018752,8810496,58,82,0,292,0,42,48,0,472,58,18.438,0,0,0.003108517350157729,0.003619036954087346,0.04118098159509202,0.0029776069720994975,0.003131977785579396,0.06513494648673801,0.0030191387559808614,0.002150507602961386,0.006502659574468085,0.0023106180665610145,0.004871041009463722,0.008191753402722178,0.07923913043478259,0.004840125885129819,0.004837560014042912,0.1961906230721777,0.00463444976076555,0.004610267322782284,0.009947948328267479,0.004550871632329635
1702361008,2.082394123002658,8.620287382367547,1.2714971286834966,11.515203388334609,0.9242611255803365,18.38042953079623,10.95423333045048,0.4935133451794215,9.014117566550246,7.231074834142373,0.5764982840286925,1.2561657948961489,97271808,53624832,11427840,74821632,42270720,16404480,63479808,37662720,9359360,46559232,3018752,8810496,54,76,0,202,2,56,34,2,488,68,26,0,0,0.0031013880506940254,0.003602337938363443,0.04118098159509202,0.0029776069720994975,0.0031269805980867096,0.06513494648673801,0.0030191387559808614,0.002147461153658861,0.006507936507936508,0.0023566775244299675,0.004862643331321665,0.008146207974980457,0.07923913043478259,0.004840125885129819,0.004828565076556077,0.1961906230721777,0.00463444976076555,0.004608836159192528,0.009938019652305367,0.0045625407166123766
1702361009,2.082394123002658,8.450643994551795,1.2714971286834966,11.515203388334609,0.9242611255803365,18.38042953079623,10.892622236133171,0.45941169069913473,9.014117566550246,7.231074834142373,0.5764982840286925,1.2561657948961489,97271808,53624832,11427840,74821632,42270720,16404480,63479808,37662720,9359360,46559232,3018752,8810496,82.596,126,0,416,0,64,62,0,622,94,24,0,0,0.0031013880506940254,0.003602337938363443,0.04118098159509202,0.0029776069720994975,0.003120603015075377,0.06496718237224566,0.0030191387559808614,0.002147461153658861,0.006507936507936508,0.0023016627078384796,0.004862643331321665,0.008146207974980457,0.07923913043478259,0.004840125885129819,0.004817085427135679,0.19632307692307693,0.00463444976076555,0.004608836159192528,0.009938019652305367,0.004549010292953286
