time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1692605682,1.0362785619878387,4.704517386051894,0.8423691936974546,5.434079720737309,0.5145547299503462,13.880341611507237,5.948308981299663,0.3632237752970491,6.896254265885937,4.611635825629082,0.20942259249999928,0.9355445809026662,89489408,40673280,11223040,41078784,42053632,20209664,58036224,33415168,9113600,45056000,3194880,8810496,78,146,10,456,10,70,80,6,782,108,52,0,0,0,0.00033431335356600913,0.0019458083424237422,0.022850892028551128,0.0015758433200024563,0.002715935487321474,0.021394803320101047,0.0024227956321561184,0.0003104051105356577,0.0033406501806057236,0.00037305362296176305,0.003463834672789897,0.004721266239992719,2.4194194045451387,0.004485048243804679,0.004674284642057741,0.09238193018480484,0.0046070954849382045,0.002988284781313105,0.00747164948453609,0.0038804930296390166
1692605683,1.0287711055791326,4.704517386051894,0.8423691936974546,6.554388590582648,0.5984856994582625,13.880341611507237,5.948308981299663,0.3632237752970491,6.896254265885937,4.611635825629082,0.24959134471421096,0.9355445809026662,89489408,40673280,11223040,41078784,42053632,20209664,58036224,33415168,9113600,45056000,3194880,8810496,58,110,0,262,0,36,60,0,608,82,26,0,0,0,0.00033431335356600913,0.0019457904111495252,0.022851189662938694,0.0014946844747573918,0.002715856928558123,0.021394803320101047,0.002422655299883264,0.0003122911989881035,0.003357180993059263,0.00037304147000578186,0.003463834672789897,0.004721264685033796,2.4194973899510215,0.004490951790690293,0.004674245821342138,0.09238193018480484,0.004607048429223032,0.003038148475906136,0.007701900237529701,0.0038803988565367484
1692605684,1.0287711055791326,4.704517386051894,0.8423691936974546,6.554388590582648,0.5984856994582625,13.880341611507237,5.948308981299663,0.3632237752970491,6.896254265885937,4.611635825629082,0.24463606302240382,0.9355445809026662,89489408,40673280,11223040,41078784,42053632,20209664,58036224,33415168,9113600,45056000,3194880,8810496,62,110,8,258,8,48,56,4,528,72,26,0,0,0,0.00033602794411177647,0.001945773268106304,0.02285147430442376,0.0014946708291905995,0.0027157817996130316,0.021394803320101047,0.0023996940750258167,0.00031229062654180456,0.003357180993059263,0.0003730298516207255,0.0034895734597156403,0.004721263198428458,2.419571950450412,0.004490948347064332,0.004674208695510639,0.09238193018480484,0.0046072802626582025,0.003038132547589808,0.007701900237529701,0.003880308809108839
1692605685,1.0287711055791326,4.704517386051894,0.8423691936974546,6.554388590582648,0.5984856994582625,13.880341611507237,5.948308981299663,0.3632237752970491,6.896254265885937,4.611635825629082,0.23968078133059664,0.9355445809026662,89489408,40673280,11223040,41078784,42053632,20209664,58036224,33415168,9113600,45056000,3194880,8810496,60,80,0,262,0,50,38,2,462,62,12,0,0,0,0.0003336491095111785,0.0019457568624377294,0.022851746785619485,0.0014946577707255666,0.002715709880669611,0.021394803320101047,0.002310124536457433,0.000312290078733766,0.003357180993059263,0.0003730187332944447,0.0034545664739884384,0.004721261775766555,2.4196433068143786,0.004490945051600696,0.00467417315593835,0.09238193018480484,0.004588350303639189,0.003038117304571346,0.007701900237529701,0.0038802226220511797
1692605686,1.0287711055791326,4.6580915150840685,0.8423691936974546,6.554388590582648,0.5984856994582625,13.924443890297933,5.948308981299663,0.3632237752970491,6.896254265885937,4.611635825629082,0.2347254996387895,0.9355445809026662,89489408,40673280,11223040,41078784,42053632,20262912,58036224,33415168,9113600,45056000,3194880,8810496,58,84,2,466,2,60,54,2,514,60,26,0,0,0,0.00033035363457760317,0.0018695096493960852,0.022075120742412902,0.0013570183825939038,0.0027512861731745887,0.021206293706293705,0.0023509669371024264,0.00031461383267072484,0.00334404432132964,0.00038297442973587526,0.003408500000000002,0.004726579766500896,2.104441146029955,0.00446559621053268,0.004676930696746627,0.09079326923076923,0.004588999171055363,0.0030952755724874682,0.0076316489361702156,0.003944516243465741
1692605687,1.0287711055791326,4.6580915150840685,0.8423691936974546,6.554388590582648,0.5984856994582625,13.924443890297933,5.944834915630016,0.3632237752970491,6.896254265885937,4.505235935162093,0.2955590235977772,0.9136626273814692,89489408,40673280,11223040,41078784,42053632,20262912,58036224,33415168,9113600,45056000,3063808,8810496,68,122,6,306,6,52,66,6,764,104,46,0,0,0,0.00033738514548238894,0.0019470037691295622,0.021835522230722913,0.0016272963485530543,0.002721019861003433,0.021407697790449036,0.002350829565673264,0.0003123898075414031,0.003376843863067075,0.00037969320570668407,0.003510638297872341,0.004733431027722583,2.0202155022508252,0.004523937945478178,0.004666838366689712,0.09661670235546031,0.004588957697133438,0.003037798853445092,0.007976190476190475,0.003917677341386735
1692605688,1.0287711055791326,4.6580915150840685,0.8423691936974546,6.554388590582648,0.5984856994582625,13.924443890297933,5.944834915630016,0.3632237752970491,6.896254265885937,4.635624283865802,0.2955590235977772,0.9136626273814692,89489408,40673280,11223040,41078784,42053632,20262912,58036224,33415168,9113600,45056000,3063808,8810496,46,94,4,302,4,54,46,4,472,80,28,0,0,0,0.00033738514548238894,0.0019469879204313061,0.02183568562003005,0.00147815328521795,0.0027209571495339048,0.021407697790449036,0.0023506977022441306,0.00031417977929250925,0.003359503039915411,0.0003796824881304661,0.003510638297872341,0.004733430105056281,2.0202973239855586,0.004494193471970371,0.004666809027667403,0.09661670235546031,0.004588917886136361,0.0030822285875934875,0.00776895734597157,0.003917603277754946
1692605689,1.0287711055791326,4.6580915150840685,0.8423691936974546,5.512950863443986,0.5884362374107803,13.924443890297933,5.944834915630016,0.3632237752970491,6.896254265885937,4.635624283865802,0.2955590235977772,0.9136626273814692,89489408,40673280,11223040,41078784,42053632,20262912,58036224,33415168,9113600,45056000,3063808,8810496,58,120,0,402,0,58,66,2,604,82,30,0,0,0,0.00034198303715670444,0.0019469726993952502,0.021835842578521402,0.001478141242876847,0.0027208969059207165,0.021407697790449036,0.0023563434236675003,0.0003141792860189403,0.003359503039915411,0.0003796721952811656,0.003569248035914703,0.004733429218930691,2.0203759086977766,0.004494190635007906,0.0046667808432104855,0.09661670235546031,0.0045945871995601685,0.003082215682188762,0.00776895734597157,0.00391753213806544
1692605690,1.0287711055791326,4.6580915150840685,0.8423691936974546,5.403711053600941,0.5884362374107803,13.924443890297933,5.944834915630016,0.3632237752970491,5.676537413044612,4.635624283865802,0.2955590235977772,0.9068112772698864,89489408,40673280,11223040,41078784,42053632,20262912,58036224,33415168,9113600,45056000,3063808,8835072,60,102,4,302,4,52,50,2,568,80,28,0,0,0,0.00033691926884996186,0.0019469580694590567,0.02183599347853398,0.0014781296683271186,0.0027208389873001958,0.021407697790449036,0.0023599039845343833,0.00031417881191350645,0.003359503039915411,0.00037966230240205924,0.003507174887892377,0.004733428367217263,2.0204514447555186,0.00449418790824881,0.004666753746481413,0.09661670235546031,0.004589005269740813,0.0030822032780967513,0.00776895734597157,0.003917463752519366
1692605691,1.0156998149511827,4.6580915150840685,0.7241451699537325,6.6863071478584155,0.5884362374107803,13.924443890297933,5.944834915630016,0.3632237752970491,6.7411637932809825,4.635624283865802,0.2955590235977772,0.9068112772698864,89489408,40673280,11223040,39960576,42053632,20262912,58036224,33415168,9113600,45056000,3063808,8835072,62,128,6,346,6,50,60,8,522,66,32,0,0,0,0.00033277690494893953,0.001875287292965141,0.021396023993169984,0.0013550476900834523,0.002735244780499336,0.021613475177304962,0.002399325977104337,0.00031811920841930786,0.00336223081170624,0.000390629697820089,0.003453041362530414,0.004742713602200715,1.502446194986056,0.004484877429043875,0.004668813506032907,0.10470338983050873,0.004589651557412925,0.003175566806382135,0.007866834170854275,0.003981076127710267
