time,adservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,paymentservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,adservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,paymentservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,adservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,paymentservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,adservice_error,frontend_error,frontend-external_error,adservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,paymentservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,adservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,paymentservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1702379614,2.0400683206691754,7.957100221642014,1.6109773811994088,10.629908227919652,0.9809069762085691,18.40418979893104,11.061550761716656,0.5325654375579641,8.259010727307189,7.863975025142548,0.5991731756493512,1.2910155303744086,95956992,53055488,10919936,75874304,41951232,16392192,62324736,36683776,9203712,48902144,3018752,8892416,66,108,10,346.571,10,60,58,10,666,90,52,0,0,0,0.0030878316559926813,0.004027629665535628,0.04203947368421053,0.0030232698603052405,0.003113821138211382,0.07296049256028733,0.003088,0.0021137801411937295,0.007164013328396891,0.0027364246491763267,0.004842025007624276,0.009581495098039216,0.0842063492063492,0.005375478635504928,0.004804878048780488,0.22131621187800968,0.0047584,0.0046950215457962794,0.017387500000000004,0.004627333740085417
1702379615,2.0400683206691754,7.957100221642014,1.6109773811994088,10.629908227919652,0.9809069762085691,18.40418979893104,11.061550761716656,0.5325654375579641,8.259010727307189,7.863975025142548,0.49281694489384764,1.2910155303744086,95956992,53055488,10919936,75874304,41951232,16392192,62324736,36683776,9203712,48902144,3018752,8892416,62,110,2,252,4,46,52,2,538,78,24,0,0,0,0.0030878316559926813,0.004027629665535628,0.04203947368421053,0.0030232634553459944,0.003113821138211382,0.07071286141575274,0.003088,0.0021137801411937295,0.007164013328396891,0.0027364246491763267,0.004842025007624276,0.009581495098039216,0.0842063492063492,0.005375422012153942,0.004804878048780488,0.21423645320197052,0.0047584,0.0046950215457962794,0.017387500000000004,0.004627333740085417
1702379616,2.0400683206691754,8.040233255920423,1.6109773811994088,10.629908227919652,0.9809069762085691,18.40418979893104,11.061550761716656,0.5325654375579641,8.259010727307189,7.905047973031383,0.5026890462468849,1.3410320049638536,95956992,53063680,10919936,75874304,41951232,16392192,62324736,36683776,9203712,48902144,3018752,8888320,68.137,116,10,348.855,4,68,66,10,760,92,44,0,0,0,0.0030878316559926813,0.004027629665535628,0.04203947368421053,0.003023250644747347,0.0031196581196581193,0.07071286141575274,0.0030924369747899155,0.0021584632147425265,0.007164013328396891,0.0027364246491763267,0.004842025007624276,0.009581495098039216,0.0842063492063492,0.005375308756360335,0.004815384615384615,0.21423645320197052,0.004766386554621848,0.004711383769955942,0.017387500000000004,0.004627333740085417
1702379617,2.0400683206691754,8.082169266788835,1.6109773811994088,10.629908227919652,0.9809069762085689,18.40418979893104,11.061550761716656,0.5325654375579641,8.259010727307189,7.905047973031383,0.5923260811822382,1.3410320049638536,95956992,53063680,10919936,75874304,41951232,16392192,62324736,36683776,9203712,48902144,3018752,8888320,76,144,12,398.783,8,84,68,10,846.217,110.217,48,0,0,0,0.0030883338409990863,0.004033889731917046,0.04192708333333333,0.003015852134985172,0.0031133603238866396,0.07071286141575274,0.003088,0.002082143022234549,0.007164013328396891,0.002736906211936662,0.004844776119402985,0.009561591914087175,0.08333333333333333,0.0051662570862135585,0.004804048582995952,0.21423645320197052,0.0047584,0.004691563814542599,0.017387500000000004,0.004627283800243605
1702379618,2.0400683206691754,8.082169266788835,1.6109773811994088,10.629908227919652,0.9809069762085689,18.40418979893104,11.24471736141191,0.5325654375579641,8.259010727307189,7.905047973031383,0.5923260811822383,1.3410320049638536,95956992,53063680,10919936,75874304,41951232,16392192,62369792,36683776,9203712,48902144,3018752,8888320,54,106,0,225.57,0,42,46,0,566,76,20,0,0,0,0.0030746835443037973,0.003973303943179034,0.04175675675675676,0.0029972996653692178,0.0031133603238866396,0.07007792207792207,0.003088,0.002006073667711599,0.007128812199036918,0.002724921135646688,0.004823544303797467,0.009428754813863927,0.08237288135593221,0.004994861980649927,0.004804048582995952,0.2124913892078071,0.0047584,0.004658581504702195,0.016994623655914,0.00462372239747634
1702379619,2.087102021145179,8.082169266788835,1.6109773811994088,10.629908227919652,0.9809069762085689,18.40418979893104,11.24471736141191,0.5325654375579641,8.259010727307189,7.905047973031383,0.5923260811822383,1.3410320049638536,95956992,53063680,10919936,75874304,41951232,16392192,62369792,36683776,9203712,48902144,3018752,8888320,50.316,94,4,272,4,42,48,4,388,56,32,0,0,0,0.0030847201210287447,0.004009962049335863,0.041881443298969076,0.0030167402024396583,0.0031133603238866396,0.07098102845731402,0.003088,0.0020946810455127036,0.007225254730713246,0.0027460890493381466,0.004837700453857792,0.009447916666666663,0.08265625,0.005174662162162178,0.004804048582995952,0.2131266631186802,0.0047584,0.004694278925242187,0.017834080717488782,0.004626233453670276
1702379620,2.0791253269126795,8.082169266788835,1.6109773811994088,10.629908227919652,0.9809069762085689,18.40418979893104,11.24471736141191,0.5325654375579641,8.259010727307189,7.905047973031383,0.5923260811822383,1.3410320049638536,95858688,53063680,10919936,75874304,41951232,16392192,62369792,36683776,9203712,48902144,3018752,8888320,54,76,4,225.016,4,45.455,46,2,540,68,24,0,0,0,0.003084716298094339,0.004009962049335863,0.041881443298969076,0.0030167402024396583,0.0031133603238866396,0.07197924459102732,0.003088,0.0020946810455127036,0.007225254730713246,0.0027460890493381466,0.004837695680988488,0.009447916666666663,0.08265625,0.005174662162162178,0.004804048582995952,0.21443383662353538,0.0047584,0.004694278925242187,0.017834080717488782,0.004626233453670276
1702379621,2.0791253269126795,8.082169266788835,1.6109773811994088,10.539438348252983,0.943562771963901,18.40418979893104,11.24471736141191,0.5325654375579641,8.259010727307189,7.96441507398262,0.5923260811822383,1.3410320049638536,95858688,53063680,10919936,78835712,41955328,16392192,62369792,36683776,9203712,47480832,3018752,8888320,60,72,4,334,4,74,46,4,498,62,28,0,0,0,0.0030847201210287447,0.004009962049335863,0.041881443298969076,0.0030167402024396583,0.0031161825726141075,0.07197927199191104,0.003090534979423868,0.0021659313611665813,0.007225254730713246,0.0027460890493381466,0.004837700453857792,0.009447916666666663,0.08265625,0.005174662162162178,0.0048091286307053935,0.2144338651569738,0.004762962962962963,0.004712571402034086,0.017834080717488782,0.004626233453670276
1702379622,2.0791253269126795,8.082169266788835,1.0417424999999978,10.539438348252983,0.943562771963901,18.40418979893104,11.24471736141191,0.4553922676105021,8.259010727307189,7.96441507398262,0.5923260811822383,1.341032004963854,95858688,53063680,10919936,78835712,41955328,16392192,62369792,36683776,9203712,47480832,3018752,8888320,66,148,12,491.004,12,68,66,14,680,88,56,0,0,0,0.0030826795413397704,0.004026772434308379,0.04196428571428572,0.003007514900233222,0.003109375,0.07197927199191104,0.003093385214007782,0.002106394533194551,0.007225254730713246,0.0027461077844311375,0.004832830416415208,0.009493846153846153,0.08287878787878787,0.0050047781569966055,0.004796875,0.2144338651569738,0.0047680933852140076,0.0046955604833235276,0.017834080717488782,0.004623952095808383
1702379623,2.0791253269126795,8.082169266788835,1.0417424999999978,10.539438348252983,0.943562771963901,18.40418979893104,11.24471736141191,0.5078306074161156,8.259010727307189,7.96441507398262,0.5923260811822383,1.341032004963854,95858688,53063680,10919936,78835712,41955328,16392192,62369792,37048320,9203712,47480832,3018752,8888320,53.88,100,2,268,4,46,40,2,426,50,14,0,0,0,0.003069726066980998,0.003968742427913738,0.04195026178010471,0.0029883213638499232,0.003109375,0.07213050314465408,0.003093385214007782,0.0020385813563383657,0.007221671949286846,0.0027330873308733087,0.004812942729291922,0.009370744010088273,0.08238461538461539,0.0049797570306732005,0.004796875,0.21374600638977634,0.0047680933852140076,0.004673961179007908,0.017818993506493498,0.004613530135301353
