time,paymentservice_cpu,cartservice_cpu,checkoutservice_cpu,currencyservice_cpu,emailservice_cpu,frontend_cpu,main_cpu,adservice_cpu,productcatalogservice_cpu,recommendationservice_cpu,redis_cpu,shippingservice_cpu,paymentservice_mem,cartservice_mem,checkoutservice_mem,currencyservice_mem,emailservice_mem,frontend_mem,main_mem,adservice_mem,productcatalogservice_mem,recommendationservice_mem,redis_mem,shippingservice_mem,paymentservice_workload,cartservice_workload,checkoutservice_workload,currencyservice_workload,emailservice_workload,frontend_workload,frontend-external_workload,adservice_workload,productcatalogservice_workload,recommendationservice_workload,shippingservice_workload,cartservice_error,checkoutservice_error,frontend_error,frontend-external_error,paymentservice_latency-50,cartservice_latency-50,checkoutservice_latency-50,currencyservice_latency-50,emailservice_latency-50,frontend_latency-50,adservice_latency-50,productcatalogservice_latency-50,recommendationservice_latency-50,shippingservice_latency-50,paymentservice_latency-90,cartservice_latency-90,checkoutservice_latency-90,currencyservice_latency-90,emailservice_latency-90,frontend_latency-90,adservice_latency-90,productcatalogservice_latency-90,recommendationservice_latency-90,shippingservice_latency-90
1693316177,1.316925079471677,6.501435645570646,0.967101443171442,6.844541016369475,0.6293016062892706,15.25654606698212,6.616657362233067,0.4055751854779115,7.682873134328385,5.314033196769008,0.2937644877959166,0.970346681894096,90497024,52174848,10797056,43393024,42172416,18116608,58302464,35946496,9056256,46284800,3047424,8716288,54.0,78.0,10.0,358.0,16.0,46.0,44.0,14.0,334.0,40.0,24.0,0,0,0,0.0,0.0012895833333333,0.0031147114884768,0.0209171597633136,0.0003835995085995,0.0028407079646017,0.021066889632107,0.0026318407960199,0.0003156440749315,0.0032868727825646,0.0004157423208191,0.00433125,0.0048064806792583,0.042945205479452,0.0039423869532987,0.0045681415929203,0.0824218749999999,0.0045741293532338,0.0031633402922755,0.006319540229885,0.0039966537966537
1693316178,1.316925079471677,6.501435645570646,0.967101443171442,5.974111463379605,0.6293016062892706,15.25654606698212,6.616657362233067,0.4055751854779115,7.682873134328385,5.314033196769008,0.2879325294902097,0.9518346721692584,90497024,52174848,10797056,43393024,42172416,18116608,58302464,35946496,9056256,46284800,3047424,8716288,58.0,110.0,4.0,442.0,4.0,40.0,52.0,2.0,602.0,76.0,32.0,0,0,0,0.0,0.0012895833333333,0.0031206349206349,0.0209171597633136,0.0003835995085995,0.0028407079646017,0.021066889632107,0.0026318407960199,0.0003172314600434,0.0032920634920634,0.0004157423208191,0.00433125,0.0048171428571428,0.042945205479452,0.0039423869532987,0.0045681415929203,0.0824218749999999,0.0045741293532338,0.0031992395437262,0.0064142857142857,0.0039966537966537
1693316179,1.316925079471677,6.501435645570646,0.967101443171442,6.0915121779773775,0.5422254926390276,15.25654606698212,6.616657362233067,0.4055751854779115,7.682873134328385,5.314033196769008,0.2821005711845027,0.9518346721692584,90497024,52174848,10797056,43393024,42172416,18116608,58302464,35946496,9056256,46284800,3047424,8716288,68.0,112.0,0.0,438.0,0.0,68.0,64.0,0.0,586.0,76.0,28.0,0,0,0,0.0,0.0012895833333333,0.0031206349206349,0.0209171597633136,0.0003835995085995,0.0028545454545454,0.021066889632107,0.0026318407960199,0.0003172314600434,0.0032920634920634,0.0004157423208191,0.00433125,0.0048171428571428,0.042945205479452,0.0039423869532987,0.004570909090909,0.0824218749999999,0.0045741293532338,0.0031992395437262,0.0064142857142857,0.0039966537966537
1693316180,1.316925079471677,6.501435645570646,0.967101443171442,7.044042875866413,0.5317371325342065,15.25654606698212,6.616657362233067,0.3938881809936518,7.682873134328385,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10797056,43393024,42172416,18116608,58302464,36610048,9056256,46284800,3047424,8716288,48.0,60.0,2.0,196.0,4.0,42.0,32.0,4.0,318.0,50.0,14.0,0,0,0,0.0,0.0012895833333333,0.0031206349206349,0.0209171597633136,0.0003835995085995,0.0028515283842794,0.0209390609390609,0.0026237623762376,0.0003172314600434,0.0032920634920634,0.0004157423208191,0.00433125,0.0048171428571428,0.042945205479452,0.0039423869532987,0.0045703056768558,0.0818428184281842,0.0045722772277227,0.0031992395437262,0.0064142857142857,0.0039966537966537
1693316181,1.316925079471677,6.501435645570646,1.0580421846093302,7.044042875866413,0.5212487724293853,15.25654606698212,6.616657362233067,0.3938881809936518,7.682873134328385,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10833920,43393024,42172416,18116608,58302464,36610048,9056256,46284800,3047424,8716288,90.0,144.0,8.0,418.0,4.0,80.0,80.0,4.0,862.0,106.0,50.0,0,0,0,0.0,0.0014402712571726,0.0031207874541207,0.0211390532544378,0.0003837115694242,0.0028547008547008,0.0209390609390609,0.0026328502415458,0.0003208316347329,0.0032920634920634,0.0004156804733727,0.0043615023474178,0.0048174174174174,0.0432371794871795,0.0039428191095991,0.0045709401709401,0.0818428184281842,0.0045729468599033,0.0032781969222388,0.0064142857142857,0.0039964285714285
1693316182,1.316925079471677,6.501435645570646,1.0580421846093302,7.044042875866413,0.5107604123245642,15.25654606698212,6.616657362233067,0.3938881809936518,7.682873134328385,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10833920,43393024,42172416,18116608,58302464,36610048,9056256,46284800,3047424,8716288,80.0,150.0,2.0,402.0,2.0,76.0,76.0,2.0,796.0,106.0,42.0,0,0,0,0.0,0.00129977731761,0.0031234497016861,0.0212725001306237,0.0003815180102415,0.0028546179630252,0.0208120403247184,0.002632862702992,0.0003146720977178,0.0033081850993036,0.0004149036637834,0.0043368628130033,0.004822209463035,0.0434063060452241,0.0039302946973485,0.004570923592605,0.0807580078794219,0.0045729503010981,0.0031426025472599,0.00665232680388,0.003993585335185
1693316183,1.316925079471677,6.501435645570646,1.0580421846093302,7.044042875866413,0.3965767575000001,15.25654606698212,6.616657362233067,0.3938881809936518,7.682873134328385,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10833920,43393024,42172416,18116608,58302464,36610048,9056256,46284800,3047424,8716288,48.0,66.0,6.0,272.0,8.0,38.0,34.0,6.0,364.0,42.0,24.0,0,0,0,0.0,0.0012988505747126,0.0031185902789376,0.0212724550898203,0.0003814992810111,0.0028547008547008,0.0208121071782997,0.0026328502415458,0.0003164136957289,0.0032938131624352,0.0004149026248941,0.0043366771159874,0.0048134625020878,0.04340625,0.0039301855976243,0.0045709401709401,0.080758426966292,0.0045729468599033,0.0031824425366934,0.0064426048565121,0.0039935815147625
1693316184,1.316925079471677,6.143277074024265,1.0580421846093302,6.959114891189056,0.6399304241670982,15.25654606698212,6.717819736073509,0.3938881809936518,7.583887085521511,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10833920,45191168,42172416,18116608,58302464,36610048,9220096,46284800,3047424,8716288,50.0,64.0,2.0,250.0,4.0,48.0,42.0,2.0,396.0,36.0,24.0,0,0,0,0.0,0.0012988505747126,0.0031185902789376,0.0212724550898203,0.0003814992810111,0.0028475336322869,0.0208121071782997,0.0026328502415458,0.0003164136957289,0.0032938131624352,0.0004149026248941,0.0043366771159874,0.0048134625020878,0.04340625,0.0039301855976243,0.0045695067264573,0.080758426966292,0.0045729468599033,0.0031824425366934,0.0064426048565121,0.0039935815147625
1693316185,1.3169250794716774,6.143277074024265,1.0580421846093302,6.959114891189056,0.6399304241670982,12.35698748569674,6.717819736073509,0.3938881809936518,7.583887085521511,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10833920,45191168,42172416,18116608,58302464,36610048,9220096,46284800,3047424,8716288,88.0,260.0,4.0,520.0,4.0,52.0,96.0,4.0,1272.0,200.0,70.0,0,0,0,0.0,0.0012988505747126,0.0031185902789376,0.0212724550898203,0.0003814992810111,0.0028448275862068,0.0207022192779065,0.0026730769230769,0.0003164136957289,0.0032938131624352,0.0004149026248941,0.0043366771159874,0.0048134625020878,0.04340625,0.0039301855976243,0.0045689655172413,0.0797829232995658,0.0045807692307692,0.0031824425366934,0.0064426048565121,0.0039935815147625
1693316186,1.3169250794716774,6.143277074024265,1.0580421846093302,6.959114891189056,0.6399304241670982,12.353404890859636,6.717819736073509,0.3938881809936518,7.583887085521511,5.097752761831663,0.3386772090466191,0.9518346721692584,90497024,52174848,10833920,45191168,42172416,18075648,58302464,36610048,9220096,46284800,3047424,8716288,66.0,120.0,20.0,348.0,30.0,70.0,66.0,22.0,658.0,62.0,66.0,0,0,0,0.0,0.0014508368200836,0.0031191787681522,0.0213392857142857,0.0003819386595986,0.0028468085106382,0.0207022192779065,0.0026698113207547,0.0003200880531303,0.0032938131624352,0.0004187181663837,0.0043671548117154,0.004814521782674,0.0439375,0.0039334123222748,0.0045693617021276,0.0797829232995658,0.0045641509433962,0.003264854368932,0.0064426048565121,0.0040072955974842
